R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
58,66,47,2,2,123.4,29,1,2,4,0,0,36
52,65,45,2,2,115.55,26,1,2,4,0,0,33
51,93,50,2,2,102,25.5,1,2,4,0,0,32.5
48,41,26,2,2,184.61,24,1,2,0,0,0,27
44,72,47,2,2,93.61,22,1,2,0,0,0,25
41,58,43,2,2,95.34,20.5,1,2,0,0,0,23.5
41,38,27,2,2,151.85,20.5,1,2,0,0,0,23.5
41,70,33,2,2,124.24,20.5,1,2,0,0,0,23.5
40,59,33,2,2,121.21,20,1,2,0,0,0,23
39,43,32,2,2,121.87,19.5,1,2,0,0,0,22.5
38,34,26,2,2,146.15,19,1,2,0,0,0,22
37,31,28,2,2,132.14,18.5,1,2,0,0,0,21.5
37,41,24,2,2,154.16,18.5,1,2,0,0,0,21.5
37,57,35,2,2,105.71,18.5,1,2,0,0,0,21.5
36,28,23,2,2,156.52,18,1,2,0,0,0,21
36,30,27,2,2,133.33,18,1,2,0,0,0,21
34,38,17,2,2,200,17,1,2,0,0,0,20
34,27,21,2,2,161.9,17,1,2,0,0,0,20
34,61,29,2,2,117.24,17,1,2,0,0,0,20
33,34,26,2,2,126.92,16.5,1,2,0,0,0,19.5
33,48,27,2,2,122.22,16.5,1,2,0,0,0,19.5
32,34,24,2,2,133.33,16,1,2,0,0,0,19
32,45,22,2,2,145.45,16,1,2,0,0,0,19
32,22,13,2,2,246.15,16,1,2,0,0,0,19
32,29,17,2,2,188.23,16,1,2,0,0,0,19
32,25,19,2,2,168.42,16,1,2,0,0,0,19
32,32,19,2,2,168.42,16,1,2,0,0,0,19
32,25,19,2,2,168.42,16,1,2,0,0,0,19
31,29,21,2,2,147.61,15.5,1,2,0,0,0,18.5
30,32,19,2,2,157.89,15,1,2,0,0,0,18
30,28,18,2,2,166.66,15,1,2,0,0,0,18
30,33,16,2,2,187.5,15,1,2,0,0,0,18
29,22,18,2,2,161.11,14.5,1,2,0,0,0,17.5
28,27,23,2,2,121.73,14,1,2,0,0,0,17
28,24,15,2,2,186.66,14,1,2,0,0,0,17
28,54,26,2,2,107.69,14,1,2,0,0,0,17
28,41,23,2,2,121.73,14,1,2,0,0,0,17
28,32,18,2,2,155.55,14,1,2,0,0,0,17
28,26,14,2,2,200,14,1,2,0,0,0,17
28,29,19,2,2,147.36,14,1,2,0,0,0,17
27,32,20,2,2,135,13.5,1,2,0,0,0,16.5
27,18,11,2,2,245.45,13.5,1,2,0,0,0,16.5
26,39,24,2,2,108.33,13,1,2,0,0,0,16
26,27,16,2,2,162.5,13,1,2,0,0,0,16
25,24,11,2,2,227.27,12.5,1,2,0,0,0,15.5
25,18,16,2,2,156.25,12.5,1,2,0,0,0,15.5
25,24,13,2,2,192.3,12.5,1,2,0,0,0,15.5
25,27,17,2,2,147.05,12.5,1,2,0,0,0,15.5
25,16,12,2,2,208.33,12.5,1,2,0,0,0,15.5
24,16,9,2,2,266.66,12,1,2,0,0,0,15
24,7,8,2,2,300,12,1,2,0,0,0,15
24,22,10,2,2,240,12,1,2,0,0,0,15
23,15,17,2,2,135.29,11.5,1,2,0,0,0,14.5
23,21,11,2,2,209.09,11.5,1,2,0,0,0,14.5
23,12,10,2,2,230,11.5,1,2,0,0,0,14.5
23,18,14,2,2,164.28,11.5,1,2,0,0,0,14.5
23,12,8,2,2,287.5,11.5,1,2,0,0,0,14.5
22,16,12,2,2,183.33,11,1,2,0,0,0,14
56,95,53,2,1,105.66,28,1,1,4,0,0,34
48,67,44,2,1,109.09,24,1,1,0,0,0,26
44,60,37,2,1,118.91,22,1,1,0,0,0,24
42,63,35,2,1,120,21,1,1,0,0,0,23
42,47,33,2,1,127.27,21,1,1,0,0,0,23
40,56,31,2,1,129.03,20,1,1,0,0,0,22
40,75,51,2,1,78.43,20,1,1,0,0,0,22
38,57,33,2,1,115.15,19,1,1,0,0,0,21
37,46,31,2,1,119.35,18.5,1,1,0,0,0,20.5
36,41,26,2,1,138.46,18,1,1,0,0,0,20
36,38,34,2,1,105.88,18,1,1,0,0,0,20
36,33,25,2,1,144,18,1,1,0,0,0,20
36,55,28,2,1,128.57,18,1,1,0,0,0,20
35,48,23,2,1,152.17,17.5,1,1,0,0,0,19.5
34,25,20,2,1,170,17,1,1,0,0,0,19
33,43,28,2,1,117.85,16.5,1,1,0,0,0,18.5
33,53,24,2,1,137.5,16.5,1,1,0,0,0,18.5
33,38,24,2,1,137.5,16.5,1,1,0,0,0,18.5
33,54,30,2,1,110,16.5,1,1,0,0,0,18.5
33,48,28,2,1,117.85,16.5,1,1,0,0,0,18.5
32,55,36,2,1,88.88,16,1,1,0,0,0,18
32,36,29,2,1,110.34,16,1,1,0,0,0,18
32,52,30,2,1,106.66,16,1,1,0,0,0,18
31,42,20,2,1,155,15.5,1,1,0,0,0,17.5
31,47,27,2,1,114.81,15.5,1,1,0,0,0,17.5
31,31,23,2,1,134.78,15.5,1,1,0,0,0,17.5
31,52,25,2,1,124,15.5,1,1,0,0,0,17.5
30,26,23,2,1,130.43,15,1,1,0,0,0,17
30,46,29,2,1,103.44,15,1,1,0,0,0,17
30,31,23,2,1,130.43,15,1,1,0,0,0,17
30,36,27,2,1,111.11,15,1,1,0,0,0,17
30,34,16,2,1,187.5,15,1,1,0,0,0,17
29,44,19,2,1,152.63,14.5,1,1,0,0,0,16.5
29,39,27,2,1,107.4,14.5,1,1,0,0,0,16.5
29,27,16,2,1,181.25,14.5,1,1,0,0,0,16.5
29,40,20,2,1,145,14.5,1,1,0,0,0,16.5
29,60,30,2,1,96.66,14.5,1,1,0,0,0,16.5
28,41,28,2,1,100,14,1,1,0,0,0,16
28,46,27,2,1,103.7,14,1,1,0,0,0,16
28,23,21,2,1,133.33,14,1,1,0,0,0,16
27,37,24,2,1,112.5,13.5,1,1,0,0,0,15.5
27,35,31,2,1,87.09,13.5,1,1,0,0,0,15.5
27,42,18,2,1,150,13.5,1,1,0,0,0,15.5
27,52,30,2,1,90,13.5,1,1,0,0,0,15.5
27,27,21,2,1,128.57,13.5,1,1,0,0,0,15.5
27,33,17,2,1,158.82,13.5,1,1,0,0,0,15.5
26,32,24,2,1,108.33,13,1,1,0,0,0,15
26,39,20,2,1,130,13,1,1,0,0,0,15
26,33,20,2,1,130,13,1,1,0,0,0,15
26,33,23,2,1,113.04,13,1,1,0,0,0,15
26,46,25,2,1,104,13,1,1,0,0,0,15
26,33,21,2,1,123.8,13,1,1,0,0,0,15
25,33,15,2,1,166.66,12.5,1,1,0,0,0,14.5
25,22,15,2,1,166.66,12.5,1,1,0,0,0,14.5
25,38,29,2,1,86.2,12.5,1,1,0,0,0,14.5
25,25,19,2,1,131.57,12.5,1,1,0,0,0,14.5
25,32,24,2,1,104.16,12.5,1,1,0,0,0,14.5
25,36,25,2,1,100,12.5,1,1,0,0,0,14.5
25,20,13,2,1,192.3,12.5,1,1,0,0,0,14.5
25,28,16,2,1,156.25,12.5,1,1,0,0,0,14.5
25,33,20,2,1,125,12.5,1,1,0,0,0,14.5
25,30,16,2,1,156.25,12.5,1,1,0,0,0,14.5
25,28,18,2,1,138.88,12.5,1,1,0,0,0,14.5
25,23,15,2,1,166.66,12.5,1,1,0,0,0,14.5
24,29,15,2,1,160,12,1,1,0,0,0,14
24,34,24,2,1,100,12,1,1,0,0,0,14
24,24,13,2,1,184.61,12,1,1,0,0,0,14
24,30,22,2,1,109.09,12,1,1,0,0,0,14
24,36,21,2,1,114.28,12,1,1,0,0,0,14
24,31,22,2,1,109.09,12,1,1,0,0,0,14
24,42,26,2,1,92.3,12,1,1,0,0,0,14
24,26,18,2,1,133.33,12,1,1,0,0,0,14
24,29,21,2,1,114.28,12,1,1,0,0,0,14
24,28,16,2,1,150,12,1,1,0,0,0,14
24,30,15,2,1,160,12,1,1,0,0,0,14
24,27,14,2,1,171.42,12,1,1,0,0,0,14
24,19,19,2,1,126.31,12,1,1,0,0,0,14
24,22,13,2,1,184.61,12,1,1,0,0,0,14
24,35,26,2,1,92.3,12,1,1,0,0,0,14
23,22,16,2,1,143.75,11.5,1,1,0,0,0,13.5
23,22,19,2,1,121.05,11.5,1,1,0,0,0,13.5
23,33,21,2,1,109.52,11.5,1,1,0,0,0,13.5
23,33,16,2,1,143.75,11.5,1,1,0,0,0,13.5
23,24,23,2,1,100,11.5,1,1,0,0,0,13.5
23,19,12,2,1,191.66,11.5,1,1,0,0,0,13.5
23,13,12,2,1,191.66,11.5,1,1,0,0,0,13.5
23,25,17,2,1,135.29,11.5,1,1,0,0,0,13.5
23,27,14,2,1,164.28,11.5,1,1,0,0,0,13.5
22,39,22,2,1,100,11,1,1,0,0,0,13
22,30,19,2,1,115.78,11,1,1,0,0,0,13
22,20,16,2,1,137.5,11,1,1,0,0,0,13
22,37,24,2,1,91.66,11,1,1,0,0,0,13
22,27,18,2,1,122.22,11,1,1,0,0,0,13
22,16,13,2,1,169.23,11,1,1,0,0,0,13
22,30,20,2,1,110,11,1,1,0,0,0,13
22,26,15,2,1,146.66,11,1,1,0,0,0,13
22,19,10,2,1,220,11,1,1,0,0,0,13
22,42,27,2,1,81.48,11,1,1,0,0,0,13
22,15,12,2,1,183.33,11,1,1,0,0,0,13
22,28,17,2,1,129.41,11,1,1,0,0,0,13
21,14,13,2,1,161.53,10.5,1,1,0,0,0,12.5
21,22,20,2,1,105,10.5,1,1,0,0,0,12.5
21,27,19,2,1,110.52,10.5,1,1,0,0,0,12.5
21,25,21,2,1,100,10.5,1,1,0,0,0,12.5
21,30,19,2,1,110.52,10.5,1,1,0,0,0,12.5
21,27,19,2,1,110.52,10.5,1,1,0,0,0,12.5
21,18,15,2,1,140,10.5,1,1,0,0,0,12.5
21,12,14,2,1,150,10.5,1,1,0,0,0,12.5
20,38,15,2,1,133.33,10,1,1,0,0,0,12
20,23,16,2,1,125,10,1,1,0,0,0,12
20,28,15,2,1,133.33,10,1,1,0,0,0,12
20,21,15,2,1,133.33,10,1,1,0,0,0,12
20,13,9,2,1,222.22,10,1,1,0,0,0,12
20,21,16,2,1,125,10,1,1,0,0,0,12
19,15,10,2,1,190,9.5,1,1,0,0,0,11.5
19,7,8,2,1,237.5,9.5,1,1,0,0,0,11.5
19,18,12,2,1,158.33,9.5,1,1,0,0,0,11.5
19,21,18,2,1,105.55,9.5,1,1,0,0,0,11.5
19,16,9,2,1,211.11,9.5,1,1,0,0,0,11.5
19,13,13,2,1,146.15,9.5,1,1,0,0,0,11.5
19,33,18,2,1,105.55,9.5,1,1,0,0,0,11.5
19,29,15,2,1,126.66,9.5,1,1,0,0,0,11.5
19,15,10,2,1,190,9.5,1,1,0,0,0,11.5
19,17,12,2,1,158.33,9.5,1,1,0,0,0,11.5
18,17,18,2,1,100,9,1,1,0,0,0,11
18,19,10,2,1,180,9,1,1,0,0,0,11
18,10,8,2,1,225,9,1,1,0,0,0,11
18,36,20,2,1,90,9,1,1,0,0,0,11
18,23,12,2,1,150,9,1,1,0,0,0,11
18,18,11,2,1,163.63,9,1,1,0,0,0,11
18,32,24,2,1,75,9,1,1,0,0,0,11
18,16,15,2,1,120,9,1,1,0,0,0,11
18,12,9,2,1,200,9,1,1,0,0,0,11
18,17,8,2,1,225,9,1,1,0,0,0,11
17,11,8,2,1,212.5,8.5,1,1,0,0,0,10.5
17,25,21,2,1,80.95,8.5,1,1,0,0,0,10.5
17,17,12,2,1,141.66,8.5,1,1,0,0,0,10.5
17,16,11,2,1,154.54,8.5,1,1,0,0,0,10.5
17,11,8,2,1,212.5,8.5,1,1,0,0,0,10.5
16,11,8,2,1,200,8,1,1,0,0,0,10
16,16,7,2,1,228.57,8,1,1,0,0,0,10
16,14,7,2,1,228.57,8,1,1,0,0,0,10
16,22,12,2,1,133.33,8,1,1,0,0,0,10
16,14,8,2,1,200,8,1,1,0,0,0,10
16,11,6,2,1,266.66,8,1,1,0,0,0,10
16,8,8,2,1,200,8,1,1,0,0,0,10
15,7,9,2,1,166.66,7.5,1,1,0,0,0,9.5
15,10,10,2,1,150,7.5,1,1,0,0,0,9.5
15,5,7,2,1,214.28,7.5,1,1,0,0,0,9.5
15,13,9,2,1,166.66,7.5,1,1,0,0,0,9.5
15,14,12,2,1,125,7.5,1,1,0,0,0,9.5
15,14,4,2,1,375,7.5,1,1,0,0,0,9.5
14,22,13,2,1,107.69,7,1,1,0,0,0,9
14,10,8,2,1,175,7,1,1,0,0,0,9
44,84,46,2,0,95.65,22,1,0,0,0,0,23
34,46,30,2,0,113.33,17,1,0,0,0,0,18
34,51,28,2,0,121.42,17,1,0,0,0,0,18
34,49,31,2,0,109.67,17,1,0,0,0,0,18
34,64,28,2,0,121.42,17,1,0,0,0,0,18
33,58,33,2,0,100,16.5,1,0,0,0,0,17.5
31,55,35,2,0,88.57,15.5,1,0,0,0,0,16.5
31,60,28,2,0,110.71,15.5,1,0,0,0,0,16.5
31,29,28,2,0,110.71,15.5,1,0,0,0,0,16.5
31,44,27,2,0,114.81,15.5,1,0,0,0,0,16.5
30,44,28,2,0,107.14,15,1,0,0,0,0,16
30,54,32,2,0,93.75,15,1,0,0,0,0,16
28,56,31,2,0,90.32,14,1,0,0,0,0,15
28,53,30,2,0,93.33,14,1,0,0,0,0,15
28,49,29,2,0,96.55,14,1,0,0,0,0,15
28,49,22,2,0,127.27,14,1,0,0,0,0,15
27,56,30,2,0,90,13.5,1,0,0,0,0,14.5
27,47,29,2,0,93.1,13.5,1,0,0,0,0,14.5
26,55,33,2,0,78.78,13,1,0,0,0,0,14
26,54,26,2,0,100,13,1,0,0,0,0,14
26,47,30,2,0,86.66,13,1,0,0,0,0,14
26,25,20,2,0,130,13,1,0,0,0,0,14
26,50,30,2,0,86.66,13,1,0,0,0,0,14
25,32,30,2,0,83.33,12.5,1,0,0,0,0,13.5
25,40,32,2,0,78.12,12.5,1,0,0,0,0,13.5
25,47,23,2,0,108.69,12.5,1,0,0,0,0,13.5
25,30,24,2,0,104.16,12.5,1,0,0,0,0,13.5
25,41,18,2,0,138.88,12.5,1,0,0,0,0,13.5
24,44,28,2,0,85.71,12,1,0,0,0,0,13
24,29,22,2,0,109.09,12,1,0,0,0,0,13
24,29,17,2,0,141.17,12,1,0,0,0,0,13
24,51,28,2,0,85.71,12,1,0,0,0,0,13
24,50,29,2,0,82.75,12,1,0,0,0,0,13
24,59,28,2,0,85.71,12,1,0,0,0,0,13
24,38,24,2,0,100,12,1,0,0,0,0,13
24,38,21,2,0,114.28,12,1,0,0,0,0,13
23,31,19,2,0,121.05,11.5,1,0,0,0,0,12.5
23,46,24,2,0,95.83,11.5,1,0,0,0,0,12.5
23,37,24,2,0,95.83,11.5,1,0,0,0,0,12.5
23,34,26,2,0,88.46,11.5,1,0,0,0,0,12.5
23,30,23,2,0,100,11.5,1,0,0,0,0,12.5
23,41,21,2,0,109.52,11.5,1,0,0,0,0,12.5
23,37,24,2,0,95.83,11.5,1,0,0,0,0,12.5
23,27,16,2,0,143.75,11.5,1,0,0,0,0,12.5
23,39,21,2,0,109.52,11.5,1,0,0,0,0,12.5
23,32,20,2,0,115,11.5,1,0,0,0,0,12.5
23,31,20,2,0,115,11.5,1,0,0,0,0,12.5
23,34,22,2,0,104.54,11.5,1,0,0,0,0,12.5
22,29,18,2,0,122.22,11,1,0,0,0,0,12
22,36,22,2,0,100,11,1,0,0,0,0,12
22,29,17,2,0,129.41,11,1,0,0,0,0,12
22,29,22,2,0,100,11,1,0,0,0,0,12
22,44,28,2,0,78.57,11,1,0,0,0,0,12
22,27,25,2,0,88,11,1,0,0,0,0,12
22,50,27,2,0,81.48,11,1,0,0,0,0,12
22,47,18,2,0,122.22,11,1,0,0,0,0,12
22,17,13,2,0,169.23,11,1,0,0,0,0,12
21,28,19,2,0,110.52,10.5,1,0,0,0,0,11.5
21,40,21,2,0,100,10.5,1,0,0,0,0,11.5
21,40,28,2,0,75,10.5,1,0,0,0,0,11.5
21,31,22,2,0,95.45,10.5,1,0,0,0,0,11.5
21,32,17,2,0,123.52,10.5,1,0,0,0,0,11.5
21,41,22,2,0,95.45,10.5,1,0,0,0,0,11.5
21,24,20,2,0,105,10.5,1,0,0,0,0,11.5
21,27,17,2,0,123.52,10.5,1,0,0,0,0,11.5
21,38,27,2,0,77.77,10.5,1,0,0,0,0,11.5
21,30,23,2,0,91.3,10.5,1,0,0,0,0,11.5
20,30,19,2,0,105.26,10,1,0,0,0,0,11
20,29,18,2,0,111.11,10,1,0,0,0,0,11
20,37,19,2,0,105.26,10,1,0,0,0,0,11
20,30,16,2,0,125,10,1,0,0,0,0,11
20,38,20,2,0,100,10,1,0,0,0,0,11
20,25,20,2,0,100,10,1,0,0,0,0,11
20,26,16,2,0,125,10,1,0,0,0,0,11
20,17,14,2,0,142.85,10,1,0,0,0,0,11
20,22,16,2,0,125,10,1,0,0,0,0,11
20,28,17,2,0,117.64,10,1,0,0,0,0,11
20,36,21,2,0,95.23,10,1,0,0,0,0,11
20,22,18,2,0,111.11,10,1,0,0,0,0,11
20,35,14,2,0,142.85,10,1,0,0,0,0,11
19,20,15,2,0,126.66,9.5,1,0,0,0,0,10.5
19,22,14,2,0,135.71,9.5,1,0,0,0,0,10.5
19,40,23,2,0,82.6,9.5,1,0,0,0,0,10.5
19,32,17,2,0,111.76,9.5,1,0,0,0,0,10.5
19,47,20,2,0,95,9.5,1,0,0,0,0,10.5
19,38,23,2,0,82.6,9.5,1,0,0,0,0,10.5
18,20,13,2,0,138.46,9,1,0,0,0,0,10
18,24,19,2,0,94.73,9,1,0,0,0,0,10
18,22,16,2,0,112.5,9,1,0,0,0,0,10
18,37,22,2,0,81.81,9,1,0,0,0,0,10
18,19,15,2,0,120,9,1,0,0,0,0,10
18,42,20,2,0,90,9,1,0,0,0,0,10
18,21,11,2,0,163.63,9,1,0,0,0,0,10
18,21,13,2,0,138.46,9,1,0,0,0,0,10
18,19,12,2,0,150,9,1,0,0,0,0,10
18,31,18,2,0,100,9,1,0,0,0,0,10
18,20,13,2,0,138.46,9,1,0,0,0,0,10
17,35,22,2,0,77.27,8.5,1,0,0,0,0,9.5
17,16,14,2,0,121.42,8.5,1,0,0,0,0,9.5
17,23,15,2,0,113.33,8.5,1,0,0,0,0,9.5
17,39,22,2,0,77.27,8.5,1,0,0,0,0,9.5
17,22,20,2,0,85,8.5,1,0,0,0,0,9.5
17,18,16,2,0,106.25,8.5,1,0,0,0,0,9.5
17,26,16,2,0,106.25,8.5,1,0,0,0,0,9.5
17,31,19,2,0,89.47,8.5,1,0,0,0,0,9.5
17,16,14,2,0,121.42,8.5,1,0,0,0,0,9.5
17,18,11,2,0,154.54,8.5,1,0,0,0,0,9.5
17,27,14,2,0,121.42,8.5,1,0,0,0,0,9.5
17,29,12,2,0,141.66,8.5,1,0,0,0,0,9.5
17,18,9,2,0,188.88,8.5,1,0,0,0,0,9.5
17,21,15,2,0,113.33,8.5,1,0,0,0,0,9.5
17,14,12,2,0,141.66,8.5,1,0,0,0,0,9.5
17,17,12,2,0,141.66,8.5,1,0,0,0,0,9.5
17,14,13,2,0,130.76,8.5,1,0,0,0,0,9.5
16,19,15,2,0,106.66,8,1,0,0,0,0,9
16,28,15,2,0,106.66,8,1,0,0,0,0,9
16,14,16,2,0,100,8,1,0,0,0,0,9
16,29,19,2,0,84.21,8,1,0,0,0,0,9
16,12,9,2,0,177.77,8,1,0,0,0,0,9
16,22,14,2,0,114.28,8,1,0,0,0,0,9
16,22,14,2,0,114.28,8,1,0,0,0,0,9
16,22,11,2,0,145.45,8,1,0,0,0,0,9
16,17,12,2,0,133.33,8,1,0,0,0,0,9
16,25,17,2,0,94.11,8,1,0,0,0,0,9
16,22,13,2,0,123.07,8,1,0,0,0,0,9
16,25,13,2,0,123.07,8,1,0,0,0,0,9
16,16,11,2,0,145.45,8,1,0,0,0,0,9
16,19,9,2,0,177.77,8,1,0,0,0,0,9
16,24,15,2,0,106.66,8,1,0,0,0,0,9
15,30,17,2,0,88.23,7.5,1,0,0,0,0,8.5
15,21,12,2,0,125,7.5,1,0,0,0,0,8.5
19,57,32,2,0,59.37,9.5,1,0,0,0,-2,8.5
15,18,15,2,0,100,7.5,1,0,0,0,0,8.5
15,20,16,2,0,93.75,7.5,1,0,0,0,0,8.5
15,21,16,2,0,93.75,7.5,1,0,0,0,0,8.5
15,22,21,2,0,71.42,7.5,1,0,0,0,0,8.5
15,28,15,2,0,100,7.5,1,0,0,0,0,8.5
15,21,10,2,0,150,7.5,1,0,0,0,0,8.5
15,18,14,2,0,107.14,7.5,1,0,0,0,0,8.5
15,32,20,2,0,75,7.5,1,0,0,0,0,8.5
15,12,8,2,0,187.5,7.5,1,0,0,0,0,8.5
15,26,11,2,0,136.36,7.5,1,0,0,0,0,8.5
15,41,13,2,0,115.38,7.5,1,0,0,0,0,8.5
15,27,15,2,0,100,7.5,1,0,0,0,0,8.5
15,19,15,2,0,100,7.5,1,0,0,0,0,8.5
15,19,15,2,0,100,7.5,1,0,0,0,0,8.5
15,24,13,2,0,115.38,7.5,1,0,0,0,0,8.5
15,28,16,2,0,93.75,7.5,1,0,0,0,0,8.5
15,11,12,2,0,125,7.5,1,0,0,0,0,8.5
15,23,12,2,0,125,7.5,1,0,0,0,0,8.5
15,18,11,2,0,136.36,7.5,1,0,0,0,0,8.5
15,19,11,2,0,136.36,7.5,1,0,0,0,0,8.5
14,14,8,2,0,175,7,1,0,0,0,0,8
14,21,15,2,0,93.33,7,1,0,0,0,0,8
14,10,11,2,0,127.27,7,1,0,0,0,0,8
14,19,8,2,0,175,7,1,0,0,0,0,8
14,29,16,2,0,87.5,7,1,0,0,0,0,8
14,26,9,2,0,155.55,7,1,0,0,0,0,8
14,33,17,2,0,82.35,7,1,0,0,0,0,8
14,12,14,2,0,100,7,1,0,0,0,0,8
14,22,12,2,0,116.66,7,1,0,0,0,0,8
14,20,9,2,0,155.55,7,1,0,0,0,0,8
14,26,15,2,0,93.33,7,1,0,0,0,0,8
14,11,11,2,0,127.27,7,1,0,0,0,0,8
14,20,11,2,0,127.27,7,1,0,0,0,0,8
14,17,11,2,0,127.27,7,1,0,0,0,0,8
14,22,16,2,0,87.5,7,1,0,0,0,0,8
14,12,12,2,0,116.66,7,1,0,0,0,0,8
14,15,12,2,0,116.66,7,1,0,0,0,0,8
13,28,15,2,0,86.66,6.5,1,0,0,0,0,7.5
13,23,15,2,0,86.66,6.5,1,0,0,0,0,7.5
13,20,18,2,0,72.22,6.5,1,0,0,0,0,7.5
13,11,9,2,0,144.44,6.5,1,0,0,0,0,7.5
13,21,10,2,0,130,6.5,1,0,0,0,0,7.5
13,21,14,2,0,92.85,6.5,1,0,0,0,0,7.5
13,28,15,2,0,86.66,6.5,1,0,0,0,0,7.5
13,12,7,2,0,185.71,6.5,1,0,0,0,0,7.5
13,28,16,2,0,81.25,6.5,1,0,0,0,0,7.5
13,29,18,2,0,72.22,6.5,1,0,0,0,0,7.5
13,20,18,2,0,72.22,6.5,1,0,0,0,0,7.5
13,30,16,2,0,81.25,6.5,1,0,0,0,0,7.5
13,11,10,2,0,130,6.5,1,0,0,0,0,7.5
13,11,10,2,0,130,6.5,1,0,0,0,0,7.5
13,19,13,2,0,100,6.5,1,0,0,0,0,7.5
13,25,13,2,0,100,6.5,1,0,0,0,0,7.5
13,25,14,2,0,92.85,6.5,1,0,0,0,0,7.5
13,27,11,2,0,118.18,6.5,1,0,0,0,0,7.5
13,16,10,2,0,130,6.5,1,0,0,0,0,7.5
13,35,11,2,0,118.18,6.5,1,0,0,0,0,7.5
13,19,16,2,0,81.25,6.5,1,0,0,0,0,7.5
13,21,12,2,0,108.33,6.5,1,0,0,0,0,7.5
13,14,7,2,0,185.71,6.5,1,0,0,0,0,7.5
13,12,7,2,0,185.71,6.5,1,0,0,0,0,7.5
13,19,10,2,0,130,6.5,1,0,0,0,0,7.5
13,16,11,2,0,118.18,6.5,1,0,0,0,0,7.5
13,22,7,2,0,185.71,6.5,1,0,0,0,0,7.5
12,17,7,2,0,171.42,6,1,0,0,0,0,7
12,14,7,2,0,171.42,6,1,0,0,0,0,7
12,9,11,2,0,109.09,6,1,0,0,0,0,7
12,8,8,2,0,150,6,1,0,0,0,0,7
12,21,10,2,0,120,6,1,0,0,0,0,7
12,14,12,2,0,100,6,1,0,0,0,0,7
12,13,9,2,0,133.33,6,1,0,0,0,0,7
12,24,17,2,0,70.58,6,1,0,0,0,0,7
12,28,15,2,0,80,6,1,0,0,0,0,7
12,25,13,2,0,92.3,6,1,0,0,0,0,7
12,13,13,2,0,92.3,6,1,0,0,0,0,7
12,19,8,2,0,150,6,1,0,0,0,0,7
12,10,6,2,0,200,6,1,0,0,0,0,7
12,25,13,2,0,92.3,6,1,0,0,0,0,7
12,21,8,2,0,150,6,1,0,0,0,0,7
12,16,9,2,0,133.33,6,1,0,0,0,0,7
12,23,10,2,0,120,6,1,0,0,0,0,7
12,9,7,2,0,171.42,6,1,0,0,0,0,7
12,18,13,2,0,92.3,6,1,0,0,0,0,7
12,8,6,2,0,200,6,1,0,0,0,0,7
12,10,8,2,0,150,6,1,0,0,0,0,7
12,8,6,2,0,200,6,1,0,0,0,0,7
12,8,6,2,0,200,6,1,0,0,0,0,7
12,10,5,2,0,240,6,1,0,0,0,0,7
12,14,11,2,0,109.09,6,1,0,0,0,0,7
12,21,12,2,0,100,6,1,0,0,0,0,7
12,14,8,2,0,150,6,1,0,0,0,0,7
12,27,15,2,0,80,6,1,0,0,0,0,7
11,19,14,2,0,78.57,5.5,1,0,0,0,0,6.5
11,14,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,18,11,2,0,100,5.5,1,0,0,0,0,6.5
11,10,4,2,0,275,5.5,1,0,0,0,0,6.5
11,10,7,2,0,157.14,5.5,1,0,0,0,0,6.5
11,6,5,2,0,220,5.5,1,0,0,0,0,6.5
11,9,7,2,0,157.14,5.5,1,0,0,0,0,6.5
11,15,12,2,0,91.66,5.5,1,0,0,0,0,6.5
11,3,5,2,0,220,5.5,1,0,0,0,0,6.5
11,20,8,2,0,137.5,5.5,1,0,0,0,0,6.5
11,12,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,17,13,2,0,84.61,5.5,1,0,0,0,0,6.5
11,10,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,9,7,2,0,157.14,5.5,1,0,0,0,0,6.5
11,14,7,2,0,157.14,5.5,1,0,0,0,0,6.5
11,10,10,2,0,110,5.5,1,0,0,0,0,6.5
11,24,11,2,0,100,5.5,1,0,0,0,0,6.5
11,14,9,2,0,122.22,5.5,1,0,0,0,0,6.5
13,43,19,2,0,68.42,6.5,1,0,0,0,-1,6.5
11,20,13,2,0,84.61,5.5,1,0,0,0,0,6.5
11,21,10,2,0,110,5.5,1,0,0,0,0,6.5
11,14,8,2,0,137.5,5.5,1,0,0,0,0,6.5
11,11,5,2,0,220,5.5,1,0,0,0,0,6.5
11,7,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,10,8,2,0,137.5,5.5,1,0,0,0,0,6.5
11,21,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,16,5,2,0,220,5.5,1,0,0,0,0,6.5
11,15,11,2,0,100,5.5,1,0,0,0,0,6.5
11,20,13,2,0,84.61,5.5,1,0,0,0,0,6.5
11,18,8,2,0,137.5,5.5,1,0,0,0,0,6.5
11,23,13,2,0,84.61,5.5,1,0,0,0,0,6.5
11,13,6,2,0,183.33,5.5,1,0,0,0,0,6.5
11,11,6,2,0,183.33,5.5,1,0,0,0,0,6.5
11,12,4,2,0,275,5.5,1,0,0,0,0,6.5
11,16,9,2,0,122.22,5.5,1,0,0,0,0,6.5
11,11,11,2,0,100,5.5,1,0,0,0,0,6.5
