R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
45,58,27,5,2,166.66,22.5,2.5,2,0,0,0,27
44,49,31,5,2,141.93,22,2.5,2,0,0,0,26.5
43,40,33,5,2,130.3,21.5,2.5,2,0,0,0,26
43,41,22,5,2,195.45,21.5,2.5,2,0,0,0,26
42,37,26,5,2,161.53,21,2.5,2,0,0,0,25.5
42,41,24,5,2,175,21,2.5,2,0,0,0,25.5
40,37,21,5,2,190.47,20,2.5,2,0,0,0,24.5
39,39,20,5,2,195,19.5,2.5,2,0,0,0,24
38,20,16,5,2,237.5,19,2.5,2,0,0,0,23.5
36,17,13,5,2,276.92,18,2.5,2,0,0,0,22.5
35,15,10,5,2,350,17.5,2.5,2,0,0,0,22
63,85,50,5,1,126,31.5,2.5,1,4,0,0,39
63,82,45,5,1,140,31.5,2.5,1,4,0,0,39
60,81,52,5,1,115.38,30,2.5,1,4,0,0,37.5
56,79,50,5,1,112,28,2.5,1,4,0,0,35.5
56,74,41,5,1,136.58,28,2.5,1,4,0,0,35.5
56,55,39,5,1,143.58,28,2.5,1,4,0,0,35.5
56,60,43,5,1,130.23,28,2.5,1,4,0,0,35.5
55,56,41,5,1,134.14,27.5,2.5,1,4,0,0,35
54,76,52,5,1,103.84,27,2.5,1,4,0,0,34.5
52,72,46,5,1,113.04,26,2.5,1,4,0,0,33.5
52,60,32,5,1,162.5,26,2.5,1,4,0,0,33.5
52,59,41,5,1,126.82,26,2.5,1,4,0,0,33.5
52,67,41,5,1,126.82,26,2.5,1,4,0,0,33.5
50,60,31,5,1,161.29,25,2.5,1,4,0,0,32.5
48,71,40,5,1,120,24,2.5,1,0,0,0,27.5
48,76,43,5,1,111.62,24,2.5,1,0,0,0,27.5
47,43,33,5,1,142.42,23.5,2.5,1,0,0,0,27
46,52,44,5,1,104.54,23,2.5,1,0,0,0,26.5
45,42,27,5,1,166.66,22.5,2.5,1,0,0,0,26
45,65,40,5,1,112.5,22.5,2.5,1,0,0,0,26
45,66,34,5,1,132.35,22.5,2.5,1,0,0,0,26
45,41,32,5,1,140.62,22.5,2.5,1,0,0,0,26
44,46,32,5,1,137.5,22,2.5,1,0,0,0,25.5
44,65,31,5,1,141.93,22,2.5,1,0,0,0,25.5
44,40,29,5,1,151.72,22,2.5,1,0,0,0,25.5
44,35,23,5,1,191.3,22,2.5,1,0,0,0,25.5
44,71,35,5,1,125.71,22,2.5,1,0,0,0,25.5
42,70,43,5,1,97.67,21,2.5,1,0,0,0,24.5
42,48,34,5,1,123.52,21,2.5,1,0,0,0,24.5
42,56,36,5,1,116.66,21,2.5,1,0,0,0,24.5
41,47,35,5,1,117.14,20.5,2.5,1,0,0,0,24
41,58,29,5,1,141.37,20.5,2.5,1,0,0,0,24
40,69,35,5,1,114.28,20,2.5,1,0,0,0,23.5
38,36,23,5,1,165.21,19,2.5,1,0,0,0,22.5
38,45,32,5,1,118.75,19,2.5,1,0,0,0,22.5
38,43,32,5,1,118.75,19,2.5,1,0,0,0,22.5
36,49,25,5,1,144,18,2.5,1,0,0,0,21.5
36,28,18,5,1,200,18,2.5,1,0,0,0,21.5
34,40,27,5,1,125.92,17,2.5,1,0,0,0,20.5
34,28,18,5,1,188.88,17,2.5,1,0,0,0,20.5
34,36,21,5,1,161.9,17,2.5,1,0,0,0,20.5
34,35,25,5,1,136,17,2.5,1,0,0,0,20.5
33,41,22,5,1,150,16.5,2.5,1,0,0,0,20
33,33,23,5,1,143.47,16.5,2.5,1,0,0,0,20
33,26,17,5,1,194.11,16.5,2.5,1,0,0,0,20
32,25,20,5,1,160,16,2.5,1,0,0,0,19.5
31,35,25,5,1,124,15.5,2.5,1,0,0,0,19
31,12,12,5,1,258.33,15.5,2.5,1,0,0,0,19
30,36,15,5,1,200,15,2.5,1,0,0,0,18.5
53,61,41,5,0,129.26,26.5,2.5,0,4,0,0,33
53,62,45,5,0,117.77,26.5,2.5,0,4,0,0,33
53,69,43,5,0,123.25,26.5,2.5,0,4,0,0,33
50,48,36,5,0,138.88,25,2.5,0,4,0,0,31.5
46,45,39,5,0,117.94,23,2.5,0,0,0,0,25.5
44,54,40,5,0,110,22,2.5,0,0,0,0,24.5
44,53,38,5,0,115.78,22,2.5,0,0,0,0,24.5
42,59,34,5,0,123.52,21,2.5,0,0,0,0,23.5
41,55,43,5,0,95.34,20.5,2.5,0,0,0,0,23
40,58,38,5,0,105.26,20,2.5,0,0,0,0,22.5
40,51,31,5,0,129.03,20,2.5,0,0,0,0,22.5
40,39,25,5,0,160,20,2.5,0,0,0,0,22.5
39,53,36,5,0,108.33,19.5,2.5,0,0,0,0,22
38,52,29,5,0,131.03,19,2.5,0,0,0,0,21.5
38,69,41,5,0,92.68,19,2.5,0,0,0,0,21.5
38,34,26,5,0,146.15,19,2.5,0,0,0,0,21.5
37,41,31,5,0,119.35,18.5,2.5,0,0,0,0,21
37,47,33,5,0,112.12,18.5,2.5,0,0,0,0,21
35,29,20,5,0,175,17.5,2.5,0,0,0,0,20
35,52,31,5,0,112.9,17.5,2.5,0,0,0,0,20
34,37,25,5,0,136,17,2.5,0,0,0,0,19.5
33,66,36,5,0,91.66,16.5,2.5,0,0,0,0,19
33,41,23,5,0,143.47,16.5,2.5,0,0,0,0,19
32,40,28,5,0,114.28,16,2.5,0,0,0,0,18.5
32,52,24,5,0,133.33,16,2.5,0,0,0,0,18.5
32,33,23,5,0,139.13,16,2.5,0,0,0,0,18.5
32,57,29,5,0,110.34,16,2.5,0,0,0,0,18.5
31,40,28,5,0,110.71,15.5,2.5,0,0,0,0,18
31,28,17,5,0,182.35,15.5,2.5,0,0,0,0,18
31,30,23,5,0,134.78,15.5,2.5,0,0,0,0,18
31,48,23,5,0,134.78,15.5,2.5,0,0,0,0,18
31,27,21,5,0,147.61,15.5,2.5,0,0,0,0,18
30,29,25,5,0,120,15,2.5,0,0,0,0,17.5
30,40,22,5,0,136.36,15,2.5,0,0,0,0,17.5
30,38,32,5,0,93.75,15,2.5,0,0,0,0,17.5
30,40,21,5,0,142.85,15,2.5,0,0,0,0,17.5
30,37,25,5,0,120,15,2.5,0,0,0,0,17.5
30,36,29,5,0,103.44,15,2.5,0,0,0,0,17.5
29,37,27,5,0,107.4,14.5,2.5,0,0,0,0,17
28,36,27,5,0,103.7,14,2.5,0,0,0,0,16.5
28,29,20,5,0,140,14,2.5,0,0,0,0,16.5
28,37,24,5,0,116.66,14,2.5,0,0,0,0,16.5
26,18,14,5,0,185.71,13,2.5,0,0,0,0,15.5
26,16,18,5,0,144.44,13,2.5,0,0,0,0,15.5
26,25,21,5,0,123.8,13,2.5,0,0,0,0,15.5
26,24,22,5,0,118.18,13,2.5,0,0,0,0,15.5
25,27,19,5,0,131.57,12.5,2.5,0,0,0,0,15
25,23,22,5,0,113.63,12.5,2.5,0,0,0,0,15
25,24,20,5,0,125,12.5,2.5,0,0,0,0,15
24,27,21,5,0,114.28,12,2.5,0,0,0,0,14.5
24,27,15,5,0,160,12,2.5,0,0,0,0,14.5
24,20,15,5,0,160,12,2.5,0,0,0,0,14.5
24,22,18,5,0,133.33,12,2.5,0,0,0,0,14.5
24,9,10,5,0,240,12,2.5,0,0,0,0,14.5
24,26,16,5,0,150,12,2.5,0,0,0,0,14.5
23,22,17,5,0,135.29,11.5,2.5,0,0,0,0,14
23,26,20,5,0,115,11.5,2.5,0,0,0,0,14
23,12,15,5,0,153.33,11.5,2.5,0,0,0,0,14
23,17,13,5,0,176.92,11.5,2.5,0,0,0,0,14
23,24,14,5,0,164.28,11.5,2.5,0,0,0,0,14
21,23,12,5,0,175,10.5,2.5,0,0,0,0,13
21,12,14,5,0,150,10.5,2.5,0,0,0,0,13
20,14,11,5,0,181.81,10,2.5,0,0,0,0,12.5
85,82,50,4,9,170,42.5,2,9,4,0,0,57.5
82,52,32,4,8,256.25,41,2,8,4,0,0,55
81,76,48,4,8,168.75,40.5,2,8,4,0,0,54.5
76,53,38,4,8,200,38,2,8,4,0,0,52
73,51,32,4,8,228.12,36.5,2,8,4,0,0,50.5
77,93,53,4,6,145.28,38.5,2,6,4,0,0,50.5
62,50,32,4,6,193.75,31,2,6,4,0,0,43
74,87,50,4,5,148,37,2,5,4,0,0,48
73,84,50,4,5,146,36.5,2,5,4,0,0,47.5
65,64,35,4,5,185.71,32.5,2,5,4,0,0,43.5
64,54,30,4,5,213.33,32,2,5,4,0,0,43
64,49,32,4,5,200,32,2,5,4,0,0,43
63,34,28,4,5,225,31.5,2,5,4,0,0,42.5
58,43,25,4,5,232,29,2,5,4,0,0,40
57,58,38,4,5,150,28.5,2,5,4,0,0,39.5
74,96,45,4,4,164.44,37,2,4,4,0,0,47
68,60,40,4,4,170,34,2,4,4,0,0,44
66,59,38,4,4,173.68,33,2,4,4,0,0,43
66,82,49,4,4,134.69,33,2,4,4,0,0,43
65,72,37,4,4,175.67,32.5,2,4,4,0,0,42.5
56,47,39,4,4,143.58,28,2,4,4,0,0,38
55,51,32,4,4,171.87,27.5,2,4,4,0,0,37.5
53,27,29,4,4,182.75,26.5,2,4,4,0,0,36.5
53,55,28,4,4,189.28,26.5,2,4,4,0,0,36.5
51,47,25,4,4,204,25.5,2,4,4,0,0,35.5
51,44,27,4,4,188.88,25.5,2,4,4,0,0,35.5
71,77,50,4,3,142,35.5,2,3,4,0,0,44.5
69,95,49,4,3,140.81,34.5,2,3,4,0,0,43.5
67,65,43,4,3,155.81,33.5,2,3,4,0,0,42.5
67,68,52,4,3,128.84,33.5,2,3,4,0,0,42.5
62,66,44,4,3,140.9,31,2,3,4,0,0,40
61,52,32,4,3,190.62,30.5,2,3,4,0,0,39.5
60,66,38,4,3,157.89,30,2,3,4,0,0,39
59,66,41,4,3,143.9,29.5,2,3,4,0,0,38.5
58,64,38,4,3,152.63,29,2,3,4,0,0,38
55,61,41,4,3,134.14,27.5,2,3,4,0,0,36.5
54,54,40,4,3,135,27,2,3,4,0,0,36
53,50,27,4,3,196.29,26.5,2,3,4,0,0,35.5
52,68,43,4,3,120.93,26,2,3,4,0,0,35
51,57,35,4,3,145.71,25.5,2,3,4,0,0,34.5
51,47,30,4,3,170,25.5,2,3,4,0,0,34.5
50,53,36,4,3,138.88,25,2,3,4,0,0,34
49,43,29,4,3,168.96,24.5,2,3,0,0,0,29.5
45,21,16,4,3,281.25,22.5,2,3,0,0,0,27.5
45,23,18,4,3,250,22.5,2,3,0,0,0,27.5
45,34,23,4,3,195.65,22.5,2,3,0,0,0,27.5
44,36,22,4,3,200,22,2,3,0,0,0,27
43,30,22,4,3,195.45,21.5,2,3,0,0,0,26.5
42,20,18,4,3,233.33,21,2,3,0,0,0,26
41,34,29,4,3,141.37,20.5,2,3,0,0,0,25.5
40,30,18,4,3,222.22,20,2,3,0,0,0,25
39,27,19,4,3,205.26,19.5,2,3,0,0,0,24.5
38,7,9,4,3,422.22,19,2,3,0,0,0,24
37,20,18,4,3,205.55,18.5,2,3,0,0,0,23.5
37,29,18,4,3,205.55,18.5,2,3,0,0,0,23.5
35,14,10,4,3,350,17.5,2,3,0,0,0,22.5
62,92,46,4,2,134.78,31,2,2,4,0,0,39
60,69,48,4,2,125,30,2,2,4,0,0,38
58,79,48,4,2,120.83,29,2,2,4,0,0,37
58,90,48,4,2,120.83,29,2,2,4,0,0,37
57,95,45,4,2,126.66,28.5,2,2,4,0,0,36.5
56,63,36,4,2,155.55,28,2,2,4,0,0,36
54,44,27,4,2,200,27,2,2,4,0,0,35
53,43,36,4,2,147.22,26.5,2,2,4,0,0,34.5
51,44,35,4,2,145.71,25.5,2,2,4,0,0,33.5
51,61,42,4,2,121.42,25.5,2,2,4,0,0,33.5
50,96,42,4,2,119.04,25,2,2,4,0,0,33
48,64,44,4,2,109.09,24,2,2,0,0,0,28
47,67,41,4,2,114.63,23.5,2,2,0,0,0,27.5
47,61,43,4,2,109.3,23.5,2,2,0,0,0,27.5
46,46,39,4,2,117.94,23,2,2,0,0,0,27
44,39,26,4,2,169.23,22,2,2,0,0,0,26
43,51,29,4,2,148.27,21.5,2,2,0,0,0,25.5
41,52,37,4,2,110.81,20.5,2,2,0,0,0,24.5
40,50,31,4,2,129.03,20,2,2,0,0,0,24
40,45,28,4,2,142.85,20,2,2,0,0,0,24
39,47,23,4,2,169.56,19.5,2,2,0,0,0,23.5
38,23,19,4,2,200,19,2,2,0,0,0,23
38,36,23,4,2,165.21,19,2,2,0,0,0,23
38,23,20,4,2,190,19,2,2,0,0,0,23
38,32,23,4,2,165.21,19,2,2,0,0,0,23
37,28,20,4,2,185,18.5,2,2,0,0,0,22.5
37,34,23,4,2,160.86,18.5,2,2,0,0,0,22.5
37,28,18,4,2,205.55,18.5,2,2,0,0,0,22.5
36,29,17,4,2,211.76,18,2,2,0,0,0,22
36,17,17,4,2,211.76,18,2,2,0,0,0,22
36,32,22,4,2,163.63,18,2,2,0,0,0,22
35,31,27,4,2,129.62,17.5,2,2,0,0,0,21.5
35,35,24,4,2,145.83,17.5,2,2,0,0,0,21.5
34,28,13,4,2,261.53,17,2,2,0,0,0,21
34,43,21,4,2,161.9,17,2,2,0,0,0,21
31,13,15,4,2,206.66,15.5,2,2,0,0,0,19.5
30,27,19,4,2,157.89,15,2,2,0,0,0,19
30,16,17,4,2,176.47,15,2,2,0,0,0,19
64,94,52,4,1,123.07,32,2,1,4,0,0,39
55,87,48,4,1,114.58,27.5,2,1,4,0,0,34.5
54,85,46,4,1,117.39,27,2,1,4,0,0,34
52,109,43,4,1,120.93,26,2,1,4,0,0,33
51,56,37,4,1,137.83,25.5,2,1,4,0,0,32.5
50,76,50,4,1,100,25,2,1,4,0,0,32
49,80,44,4,1,111.36,24.5,2,1,0,0,0,27.5
49,72,40,4,1,122.5,24.5,2,1,0,0,0,27.5
49,64,35,4,1,140,24.5,2,1,0,0,0,27.5
47,92,50,4,1,94,23.5,2,1,0,0,0,26.5
47,52,34,4,1,138.23,23.5,2,1,0,0,0,26.5
46,62,45,4,1,102.22,23,2,1,0,0,0,26
46,57,41,4,1,112.19,23,2,1,0,0,0,26
44,54,34,4,1,129.41,22,2,1,0,0,0,25
44,45,25,4,1,176,22,2,1,0,0,0,25
44,44,28,4,1,157.14,22,2,1,0,0,0,25
44,63,39,4,1,112.82,22,2,1,0,0,0,25
44,49,35,4,1,125.71,22,2,1,0,0,0,25
42,54,35,4,1,120,21,2,1,0,0,0,24
42,51,30,4,1,140,21,2,1,0,0,0,24
42,78,41,4,1,102.43,21,2,1,0,0,0,24
41,45,36,4,1,113.88,20.5,2,1,0,0,0,23.5
41,38,29,4,1,141.37,20.5,2,1,0,0,0,23.5
41,49,31,4,1,132.25,20.5,2,1,0,0,0,23.5
41,62,35,4,1,117.14,20.5,2,1,0,0,0,23.5
40,55,33,4,1,121.21,20,2,1,0,0,0,23
40,61,36,4,1,111.11,20,2,1,0,0,0,23
40,58,34,4,1,117.64,20,2,1,0,0,0,23
40,51,28,4,1,142.85,20,2,1,0,0,0,23
39,41,25,4,1,156,19.5,2,1,0,0,0,22.5
38,47,31,4,1,122.58,19,2,1,0,0,0,22
38,34,23,4,1,165.21,19,2,1,0,0,0,22
38,44,32,4,1,118.75,19,2,1,0,0,0,22
37,46,29,4,1,127.58,18.5,2,1,0,0,0,21.5
37,37,25,4,1,148,18.5,2,1,0,0,0,21.5
37,43,32,4,1,115.62,18.5,2,1,0,0,0,21.5
37,49,29,4,1,127.58,18.5,2,1,0,0,0,21.5
37,38,27,4,1,137.03,18.5,2,1,0,0,0,21.5
37,36,28,4,1,132.14,18.5,2,1,0,0,0,21.5
37,45,32,4,1,115.62,18.5,2,1,0,0,0,21.5
36,43,35,4,1,102.85,18,2,1,0,0,0,21
36,34,22,4,1,163.63,18,2,1,0,0,0,21
36,33,21,4,1,171.42,18,2,1,0,0,0,21
36,46,24,4,1,150,18,2,1,0,0,0,21
36,56,35,4,1,102.85,18,2,1,0,0,0,21
36,25,17,4,1,211.76,18,2,1,0,0,0,21
36,46,26,4,1,138.46,18,2,1,0,0,0,21
35,49,25,4,1,140,17.5,2,1,0,0,0,20.5
35,48,22,4,1,159.09,17.5,2,1,0,0,0,20.5
34,32,22,4,1,154.54,17,2,1,0,0,0,20
34,30,24,4,1,141.66,17,2,1,0,0,0,20
34,56,31,4,1,109.67,17,2,1,0,0,0,20
34,44,32,4,1,106.25,17,2,1,0,0,0,20
34,26,21,4,1,161.9,17,2,1,0,0,0,20
34,55,30,4,1,113.33,17,2,1,0,0,0,20
34,36,20,4,1,170,17,2,1,0,0,0,20
33,28,26,4,1,126.92,16.5,2,1,0,0,0,19.5
33,26,21,4,1,157.14,16.5,2,1,0,0,0,19.5
33,21,20,4,1,165,16.5,2,1,0,0,0,19.5
33,30,18,4,1,183.33,16.5,2,1,0,0,0,19.5
33,37,21,4,1,157.14,16.5,2,1,0,0,0,19.5
32,38,32,4,1,100,16,2,1,0,0,0,19
32,33,22,4,1,145.45,16,2,1,0,0,0,19
32,42,31,4,1,103.22,16,2,1,0,0,0,19
32,33,28,4,1,114.28,16,2,1,0,0,0,19
31,30,25,4,1,124,15.5,2,1,0,0,0,18.5
31,38,16,4,1,193.75,15.5,2,1,0,0,0,18.5
31,18,18,4,1,172.22,15.5,2,1,0,0,0,18.5
30,33,27,4,1,111.11,15,2,1,0,0,0,18
30,32,24,4,1,125,15,2,1,0,0,0,18
30,21,21,4,1,142.85,15,2,1,0,0,0,18
29,39,22,4,1,131.81,14.5,2,1,0,0,0,17.5
29,16,12,4,1,241.66,14.5,2,1,0,0,0,17.5
29,32,25,4,1,116,14.5,2,1,0,0,0,17.5
29,21,16,4,1,181.25,14.5,2,1,0,0,0,17.5
28,30,19,4,1,147.36,14,2,1,0,0,0,17
28,23,21,4,1,133.33,14,2,1,0,0,0,17
28,24,19,4,1,147.36,14,2,1,0,0,0,17
28,38,17,4,1,164.7,14,2,1,0,0,0,17
28,14,20,4,1,140,14,2,1,0,0,0,17
27,25,13,4,1,207.69,13.5,2,1,0,0,0,16.5
27,40,26,4,1,103.84,13.5,2,1,0,0,0,16.5
27,12,13,4,1,207.69,13.5,2,1,0,0,0,16.5
27,28,26,4,1,103.84,13.5,2,1,0,0,0,16.5
27,22,18,4,1,150,13.5,2,1,0,0,0,16.5
27,27,21,4,1,128.57,13.5,2,1,0,0,0,16.5
26,26,22,4,1,118.18,13,2,1,0,0,0,16
26,27,19,4,1,136.84,13,2,1,0,0,0,16
24,13,14,4,1,171.42,12,2,1,0,0,0,15
24,20,18,4,1,133.33,12,2,1,0,0,0,15
24,12,11,4,1,218.18,12,2,1,0,0,0,15
23,11,11,4,1,209.09,11.5,2,1,0,0,0,14.5
52,66,44,4,0,118.18,26,2,0,4,0,0,32
46,60,39,4,0,117.94,23,2,0,0,0,0,25
45,69,44,4,0,102.27,22.5,2,0,0,0,0,24.5
42,70,39,4,0,107.69,21,2,0,0,0,0,23
41,44,34,4,0,120.58,20.5,2,0,0,0,0,22.5
41,79,45,4,0,91.11,20.5,2,0,0,0,0,22.5
41,73,37,4,0,110.81,20.5,2,0,0,0,0,22.5
41,70,34,4,0,120.58,20.5,2,0,0,0,0,22.5
39,49,32,4,0,121.87,19.5,2,0,0,0,0,21.5
37,44,33,4,0,112.12,18.5,2,0,0,0,0,20.5
37,45,38,4,0,97.36,18.5,2,0,0,0,0,20.5
37,44,33,4,0,112.12,18.5,2,0,0,0,0,20.5
37,64,39,4,0,94.87,18.5,2,0,0,0,0,20.5
37,56,36,4,0,102.77,18.5,2,0,0,0,0,20.5
37,60,32,4,0,115.62,18.5,2,0,0,0,0,20.5
35,49,35,4,0,100,17.5,2,0,0,0,0,19.5
35,52,28,4,0,125,17.5,2,0,0,0,0,19.5
34,45,29,4,0,117.24,17,2,0,0,0,0,19
34,59,35,4,0,97.14,17,2,0,0,0,0,19
34,40,29,4,0,117.24,17,2,0,0,0,0,19
34,39,26,4,0,130.76,17,2,0,0,0,0,19
34,35,27,4,0,125.92,17,2,0,0,0,0,19
33,52,30,4,0,110,16.5,2,0,0,0,0,18.5
33,55,29,4,0,113.79,16.5,2,0,0,0,0,18.5
33,36,22,4,0,150,16.5,2,0,0,0,0,18.5
33,39,22,4,0,150,16.5,2,0,0,0,0,18.5
33,31,20,4,0,165,16.5,2,0,0,0,0,18.5
33,31,19,4,0,173.68,16.5,2,0,0,0,0,18.5
33,42,27,4,0,122.22,16.5,2,0,0,0,0,18.5
32,30,27,4,0,118.51,16,2,0,0,0,0,18
32,42,24,4,0,133.33,16,2,0,0,0,0,18
31,42,26,4,0,119.23,15.5,2,0,0,0,0,17.5
31,42,26,4,0,119.23,15.5,2,0,0,0,0,17.5
31,41,24,4,0,129.16,15.5,2,0,0,0,0,17.5
31,52,37,4,0,83.78,15.5,2,0,0,0,0,17.5
31,32,21,4,0,147.61,15.5,2,0,0,0,0,17.5
30,48,28,4,0,107.14,15,2,0,0,0,0,17
30,44,23,4,0,130.43,15,2,0,0,0,0,17
30,52,32,4,0,93.75,15,2,0,0,0,0,17
30,37,19,4,0,157.89,15,2,0,0,0,0,17
29,57,26,4,0,111.53,14.5,2,0,0,0,0,16.5
28,40,28,4,0,100,14,2,0,0,0,0,16
28,35,20,4,0,140,14,2,0,0,0,0,16
28,58,24,4,0,116.66,14,2,0,0,0,0,16
28,31,24,4,0,116.66,14,2,0,0,0,0,16
28,45,26,4,0,107.69,14,2,0,0,0,0,16
27,35,25,4,0,108,13.5,2,0,0,0,0,15.5
27,43,27,4,0,100,13.5,2,0,0,0,0,15.5
27,41,20,4,0,135,13.5,2,0,0,0,0,15.5
27,41,34,4,0,79.41,13.5,2,0,0,0,0,15.5
27,30,20,4,0,135,13.5,2,0,0,0,0,15.5
27,44,28,4,0,96.42,13.5,2,0,0,0,0,15.5
27,30,19,4,0,142.1,13.5,2,0,0,0,0,15.5
26,38,25,4,0,104,13,2,0,0,0,0,15
26,27,20,4,0,130,13,2,0,0,0,0,15
26,34,22,4,0,118.18,13,2,0,0,0,0,15
26,33,22,4,0,118.18,13,2,0,0,0,0,15
26,42,30,4,0,86.66,13,2,0,0,0,0,15
26,25,17,4,0,152.94,13,2,0,0,0,0,15
26,51,29,4,0,89.65,13,2,0,0,0,0,15
25,34,18,4,0,138.88,12.5,2,0,0,0,0,14.5
25,30,23,4,0,108.69,12.5,2,0,0,0,0,14.5
25,40,22,4,0,113.63,12.5,2,0,0,0,0,14.5
25,30,23,4,0,108.69,12.5,2,0,0,0,0,14.5
25,24,16,4,0,156.25,12.5,2,0,0,0,0,14.5
25,36,22,4,0,113.63,12.5,2,0,0,0,0,14.5
25,17,17,4,0,147.05,12.5,2,0,0,0,0,14.5
25,53,27,4,0,92.59,12.5,2,0,0,0,0,14.5
25,20,16,4,0,156.25,12.5,2,0,0,0,0,14.5
24,19,26,4,0,92.3,12,2,0,0,0,0,14
24,43,27,4,0,88.88,12,2,0,0,0,0,14
24,39,23,4,0,104.34,12,2,0,0,0,0,14
24,29,18,4,0,133.33,12,2,0,0,0,0,14
24,42,24,4,0,100,12,2,0,0,0,0,14
24,42,17,4,0,141.17,12,2,0,0,0,0,14
24,36,22,4,0,109.09,12,2,0,0,0,0,14
23,38,19,4,0,121.05,11.5,2,0,0,0,0,13.5
23,16,15,4,0,153.33,11.5,2,0,0,0,0,13.5
23,10,11,4,0,209.09,11.5,2,0,0,0,0,13.5
23,30,15,4,0,153.33,11.5,2,0,0,0,0,13.5
23,43,20,4,0,115,11.5,2,0,0,0,0,13.5
23,29,17,4,0,135.29,11.5,2,0,0,0,0,13.5
23,27,20,4,0,115,11.5,2,0,0,0,0,13.5
23,28,22,4,0,104.54,11.5,2,0,0,0,0,13.5
22,17,13,4,0,169.23,11,2,0,0,0,0,13
22,22,16,4,0,137.5,11,2,0,0,0,0,13
22,19,14,4,0,157.14,11,2,0,0,0,0,13
22,30,17,4,0,129.41,11,2,0,0,0,0,13
22,22,16,4,0,137.5,11,2,0,0,0,0,13
22,24,18,4,0,122.22,11,2,0,0,0,0,13
22,16,15,4,0,146.66,11,2,0,0,0,0,13
22,19,13,4,0,169.23,11,2,0,0,0,0,13
21,19,20,4,0,105,10.5,2,0,0,0,0,12.5
21,30,19,4,0,110.52,10.5,2,0,0,0,0,12.5
21,16,17,4,0,123.52,10.5,2,0,0,0,0,12.5
21,35,24,4,0,87.5,10.5,2,0,0,0,0,12.5
21,15,17,4,0,123.52,10.5,2,0,0,0,0,12.5
21,17,15,4,0,140,10.5,2,0,0,0,0,12.5
21,27,15,4,0,140,10.5,2,0,0,0,0,12.5
20,27,15,4,0,133.33,10,2,0,0,0,0,12
20,25,15,4,0,133.33,10,2,0,0,0,0,12
20,10,10,4,0,200,10,2,0,0,0,0,12
20,21,10,4,0,200,10,2,0,0,0,0,12
19,20,17,4,0,111.76,9.5,2,0,0,0,0,11.5
19,34,19,4,0,100,9.5,2,0,0,0,0,11.5
19,15,13,4,0,146.15,9.5,2,0,0,0,0,11.5
19,14,8,4,0,237.5,9.5,2,0,0,0,0,11.5
19,15,8,4,0,237.5,9.5,2,0,0,0,0,11.5
19,19,13,4,0,146.15,9.5,2,0,0,0,0,11.5
19,22,15,4,0,126.66,9.5,2,0,0,0,0,11.5
19,20,14,4,0,135.71,9.5,2,0,0,0,0,11.5
19,22,12,4,0,158.33,9.5,2,0,0,0,0,11.5
18,16,15,4,0,120,9,2,0,0,0,0,11
18,26,10,4,0,180,9,2,0,0,0,0,11
18,17,10,4,0,180,9,2,0,0,0,0,11
18,9,11,4,0,163.63,9,2,0,0,0,0,11
17,6,5,4,0,340,8.5,2,0,0,0,0,10.5
16,9,11,4,0,145.45,8,2,0,0,0,0,10
89,93,46,3,9,193.47,44.5,1.5,9,4,0,0,59
78,95,50,3,6,156,39,1.5,6,4,0,0,50.5
57,42,31,3,6,183.87,28.5,1.5,6,4,0,0,40
75,112,47,3,5,159.57,37.5,1.5,5,4,0,0,48
70,77,47,3,5,148.93,35,1.5,5,4,0,0,45.5
65,62,51,3,5,127.45,32.5,1.5,5,4,0,0,43
63,73,45,3,5,140,31.5,1.5,5,4,0,0,42
62,56,32,3,5,193.75,31,1.5,5,4,0,0,41.5
62,47,45,3,5,137.77,31,1.5,5,4,0,0,41.5
60,52,40,3,5,150,30,1.5,5,4,0,0,40.5
59,41,23,3,5,256.52,29.5,1.5,5,4,0,0,40
58,33,26,3,5,223.07,29,1.5,5,4,0,0,39.5
68,81,53,3,4,128.3,34,1.5,4,4,0,0,43.5
60,66,37,3,4,162.16,30,1.5,4,4,0,0,39.5
57,70,36,3,4,158.33,28.5,1.5,4,4,0,0,38
54,40,25,3,4,216,27,1.5,4,4,0,0,36.5
52,52,34,3,4,152.94,26,1.5,4,4,0,0,35.5
47,42,24,3,4,195.83,23.5,1.5,4,0,0,0,29
44,41,24,3,4,183.33,22,1.5,4,0,0,0,27.5
43,24,22,3,4,195.45,21.5,1.5,4,0,0,0,27
42,36,26,3,4,161.53,21,1.5,4,0,0,0,26.5
42,28,15,3,4,280,21,1.5,4,0,0,0,26.5
39,26,15,3,4,260,19.5,1.5,4,0,0,0,25
59,87,49,3,3,120.4,29.5,1.5,3,4,0,0,38
58,57,45,3,3,128.88,29,1.5,3,4,0,0,37.5
56,82,39,3,3,143.58,28,1.5,3,4,0,0,36.5
52,55,34,3,3,152.94,26,1.5,3,4,0,0,34.5
52,54,29,3,3,179.31,26,1.5,3,4,0,0,34.5
52,78,40,3,3,130,26,1.5,3,4,0,0,34.5
51,62,38,3,3,134.21,25.5,1.5,3,4,0,0,34
51,86,44,3,3,115.9,25.5,1.5,3,4,0,0,34
51,37,30,3,3,170,25.5,1.5,3,4,0,0,34
50,48,30,3,3,166.66,25,1.5,3,4,0,0,33.5
