R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
28.00,27.00,26.00,3.00,0.00,107.69,14.00,1.50,0.00,0.00,0.00,0.00,15.50
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
22.00,15.00,8.00,1.00,2.00,275.00,11.00,0.50,2.00,0.00,0.00,0.00,13.50
1.00,3.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
12.00,38.00,16.00,0.00,0.00,75.00,6.00,0.00,0.00,0.00,0.00,0.00,6.00
5.00,8.00,9.00,1.00,0.00,55.55,2.50,0.50,0.00,0.00,0.00,-2.00,1.00
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
22.00,18.00,16.00,3.00,0.00,137.50,11.00,1.50,0.00,0.00,0.00,0.00,12.50
15.00,20.00,14.00,1.00,0.00,107.14,7.50,0.50,0.00,0.00,0.00,0.00,8.00
42.00,47.00,33.00,2.00,1.00,127.27,21.00,1.00,1.00,0.00,0.00,0.00,23.00
17.00,23.00,13.00,0.00,1.00,130.76,8.50,0.00,1.00,0.00,0.00,0.00,9.50
4.00,11.00,6.00,0.00,0.00,66.66,2.00,0.00,0.00,0.00,0.00,-1.00,1.00
4.00,9.00,6.00,0.00,0.00,66.66,2.00,0.00,0.00,0.00,0.00,-1.00,1.00
0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,1.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
25.00,41.00,19.00,3.00,1.00,131.57,12.50,1.50,1.00,0.00,0.00,0.00,15.00
19.00,20.00,14.00,3.00,1.00,135.71,9.50,1.50,1.00,0.00,0.00,0.00,12.00
17.00,25.00,21.00,2.00,1.00,80.95,8.50,1.00,1.00,0.00,0.00,0.00,10.50
29.00,58.00,29.00,1.00,0.00,100.00,14.50,0.50,0.00,0.00,0.00,0.00,15.00
3.00,10.00,6.00,0.00,0.00,50.00,1.50,0.00,0.00,0.00,0.00,-2.00,-0.50
5.00,5.00,7.00,1.00,0.00,71.42,2.50,0.50,0.00,0.00,0.00,0.00,3.00
15.00,29.00,20.00,0.00,0.00,75.00,7.50,0.00,0.00,0.00,0.00,0.00,7.50
9.00,6.00,4.00,2.00,0.00,225.00,4.50,1.00,0.00,0.00,0.00,0.00,5.50
39.00,26.00,17.00,6.00,1.00,229.41,19.50,3.00,1.00,0.00,0.00,0.00,23.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
15.00,32.00,20.00,2.00,0.00,75.00,7.50,1.00,0.00,0.00,0.00,0.00,8.50
16.00,28.00,26.00,1.00,0.00,61.53,8.00,0.50,0.00,0.00,0.00,-1.00,7.50
13.00,36.00,18.00,0.00,0.00,72.22,6.50,0.00,0.00,0.00,0.00,0.00,6.50
38.00,46.00,28.00,3.00,2.00,135.71,19.00,1.50,2.00,0.00,0.00,0.00,22.50
4.00,9.00,4.00,0.00,0.00,100.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
2.00,6.00,1.00,0.00,0.00,200.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
10.00,3.00,4.00,1.00,1.00,250.00,5.00,0.50,1.00,0.00,0.00,0.00,6.50
1.00,11.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
57.00,64.00,45.00,9.00,1.00,126.66,28.50,4.50,1.00,4.00,0.00,0.00,38.00
27.00,41.00,20.00,4.00,0.00,135.00,13.50,2.00,0.00,0.00,0.00,0.00,15.50
27.00,31.00,18.00,3.00,1.00,150.00,13.50,1.50,1.00,0.00,0.00,0.00,16.00
45.00,38.00,21.00,6.00,1.00,214.28,22.50,3.00,1.00,0.00,0.00,0.00,26.50
11.00,14.00,8.00,2.00,0.00,137.50,5.50,1.00,0.00,0.00,0.00,0.00,6.50
6.00,6.00,2.00,0.00,1.00,300.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
32.00,29.00,12.00,3.00,3.00,266.66,16.00,1.50,3.00,0.00,0.00,0.00,20.50
8.00,16.00,10.00,2.00,0.00,80.00,4.00,1.00,0.00,0.00,0.00,0.00,5.00
20.00,14.00,11.00,5.00,0.00,181.81,10.00,2.50,0.00,0.00,0.00,0.00,12.50
30.00,52.00,32.00,4.00,0.00,93.75,15.00,2.00,0.00,0.00,0.00,0.00,17.00
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
24.00,53.00,30.00,1.00,1.00,80.00,12.00,0.50,1.00,0.00,0.00,0.00,13.50
27.00,12.00,13.00,4.00,1.00,207.69,13.50,2.00,1.00,0.00,0.00,0.00,16.50
0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,6.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
2.00,3.00,2.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
80.00,100.00,58.00,7.00,1.00,137.93,40.00,3.50,1.00,4.00,0.00,0.00,48.50
19.00,23.00,16.00,0.00,2.00,118.75,9.50,0.00,2.00,0.00,0.00,0.00,11.50
3.00,18.00,10.00,0.00,0.00,30.00,1.50,0.00,0.00,0.00,0.00,-3.00,-1.50
2.00,5.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
55.00,51.00,32.00,4.00,4.00,171.87,27.50,2.00,4.00,4.00,0.00,0.00,37.50
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
1.00,15.00,7.00,0.00,0.00,14.28,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
5.00,5.00,4.00,1.00,0.00,125.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
3.00,10.00,8.00,0.00,0.00,37.50,1.50,0.00,0.00,0.00,0.00,-3.00,-1.50
42.00,78.00,41.00,4.00,1.00,102.43,21.00,2.00,1.00,0.00,0.00,0.00,24.00
18.00,20.00,16.00,3.00,0.00,112.50,9.00,1.50,0.00,0.00,0.00,0.00,10.50
3.00,10.00,7.00,0.00,0.00,42.85,1.50,0.00,0.00,0.00,0.00,-3.00,-1.50
22.00,39.00,26.00,0.00,1.00,84.61,11.00,0.00,1.00,0.00,0.00,0.00,12.00
7.00,7.00,6.00,1.00,0.00,116.66,3.50,0.50,0.00,0.00,0.00,0.00,4.00
8.00,3.00,3.00,0.00,1.00,266.66,4.00,0.00,1.00,0.00,0.00,0.00,5.00
52.00,60.00,40.00,6.00,1.00,130.00,26.00,3.00,1.00,4.00,0.00,0.00,34.00
54.00,54.00,40.00,4.00,3.00,135.00,27.00,2.00,3.00,4.00,0.00,0.00,36.00
5.00,3.00,4.00,1.00,0.00,125.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
38.00,47.00,31.00,4.00,1.00,122.58,19.00,2.00,1.00,0.00,0.00,0.00,22.00
23.00,24.00,14.00,5.00,0.00,164.28,11.50,2.50,0.00,0.00,0.00,0.00,14.00
13.00,31.00,14.00,1.00,0.00,92.85,6.50,0.50,0.00,0.00,0.00,0.00,7.00
27.00,27.00,21.00,2.00,1.00,128.57,13.50,1.00,1.00,0.00,0.00,0.00,15.50
53.00,50.00,27.00,4.00,3.00,196.29,26.50,2.00,3.00,4.00,0.00,0.00,35.50
24.00,27.00,14.00,2.00,1.00,171.42,12.00,1.00,1.00,0.00,0.00,0.00,14.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
16.00,17.00,12.00,2.00,0.00,133.33,8.00,1.00,0.00,0.00,0.00,0.00,9.00
28.00,41.00,23.00,2.00,2.00,121.73,14.00,1.00,2.00,0.00,0.00,0.00,17.00
76.00,72.00,46.00,7.00,3.00,165.21,38.00,3.50,3.00,4.00,0.00,0.00,48.50
23.00,31.00,20.00,2.00,0.00,115.00,11.50,1.00,0.00,0.00,0.00,0.00,12.50
7.00,18.00,6.00,1.00,0.00,116.66,3.50,0.50,0.00,0.00,0.00,0.00,4.00
9.00,18.00,6.00,1.00,0.00,150.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
1.00,2.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
6.00,5.00,5.00,0.00,0.00,120.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00
1.00,1.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
23.00,35.00,21.00,3.00,0.00,109.52,11.50,1.50,0.00,0.00,0.00,0.00,13.00
12.00,21.00,8.00,2.00,0.00,150.00,6.00,1.00,0.00,0.00,0.00,0.00,7.00
45.00,24.00,17.00,5.00,3.00,264.70,22.50,2.50,3.00,0.00,0.00,0.00,28.00
12.00,13.00,7.00,1.00,1.00,171.42,6.00,0.50,1.00,0.00,0.00,0.00,7.50
11.00,10.00,6.00,0.00,1.00,183.33,5.50,0.00,1.00,0.00,0.00,0.00,6.50
0.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
21.00,21.00,9.00,0.00,3.00,233.33,10.50,0.00,3.00,0.00,0.00,0.00,13.50
34.00,37.00,20.00,2.00,3.00,170.00,17.00,1.00,3.00,0.00,0.00,0.00,21.00
2.00,4.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
45.00,23.00,18.00,4.00,3.00,250.00,22.50,2.00,3.00,0.00,0.00,0.00,27.50
9.00,12.00,7.00,0.00,0.00,128.57,4.50,0.00,0.00,0.00,0.00,0.00,4.50
61.00,41.00,28.00,11.00,1.00,217.85,30.50,5.50,1.00,4.00,0.00,0.00,41.00
37.00,60.00,32.00,4.00,0.00,115.62,18.50,2.00,0.00,0.00,0.00,0.00,20.50
19.00,8.00,9.00,1.00,2.00,211.11,9.50,0.50,2.00,0.00,0.00,0.00,12.00
32.00,48.00,27.00,1.00,2.00,118.51,16.00,0.50,2.00,0.00,0.00,0.00,18.50
20.00,17.00,12.00,3.00,1.00,166.66,10.00,1.50,1.00,0.00,0.00,0.00,12.50
6.00,5.00,6.00,1.00,0.00,100.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
8.00,12.00,5.00,1.00,0.00,160.00,4.00,0.50,0.00,0.00,0.00,0.00,4.50
4.00,1.00,2.00,1.00,0.00,200.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
21.00,24.00,19.00,3.00,1.00,110.52,10.50,1.50,1.00,0.00,0.00,0.00,13.00
12.00,8.00,5.00,3.00,0.00,240.00,6.00,1.50,0.00,0.00,0.00,0.00,7.50
23.00,27.00,15.00,0.00,3.00,153.33,11.50,0.00,3.00,0.00,0.00,0.00,14.50
33.00,36.00,22.00,4.00,0.00,150.00,16.50,2.00,0.00,0.00,0.00,0.00,18.50
20.00,26.00,16.00,2.00,0.00,125.00,10.00,1.00,0.00,0.00,0.00,0.00,11.00
15.00,22.00,11.00,1.00,1.00,136.36,7.50,0.50,1.00,0.00,0.00,0.00,9.00
25.00,36.00,20.00,3.00,0.00,125.00,12.50,1.50,0.00,0.00,0.00,0.00,14.00
14.00,15.00,12.00,0.00,0.00,116.66,7.00,0.00,0.00,0.00,0.00,0.00,7.00
71.00,85.00,56.00,9.00,1.00,126.78,35.50,4.50,1.00,4.00,0.00,0.00,45.00
59.00,50.00,36.00,5.00,3.00,163.88,29.50,2.50,3.00,4.00,0.00,0.00,39.00
26.00,25.00,20.00,2.00,0.00,130.00,13.00,1.00,0.00,0.00,0.00,0.00,14.00
7.00,11.00,7.00,0.00,0.00,100.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50
4.00,2.00,1.00,1.00,0.00,400.00,2.00,0.50,0.00,0.00,0.00,0.00,2.50
39.00,51.00,34.00,3.00,1.00,114.70,19.50,1.50,1.00,0.00,0.00,0.00,22.00
2.00,5.00,5.00,0.00,0.00,40.00,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
12.00,16.00,9.00,2.00,0.00,133.33,6.00,1.00,0.00,0.00,0.00,0.00,7.00
43.00,53.00,37.00,3.00,1.00,116.21,21.50,1.50,1.00,0.00,0.00,0.00,24.00
21.00,38.00,18.00,1.00,0.00,116.66,10.50,0.50,0.00,0.00,0.00,0.00,11.00
12.00,21.00,12.00,1.00,0.00,100.00,6.00,0.50,0.00,0.00,0.00,0.00,6.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
8.00,5.00,4.00,0.00,1.00,200.00,4.00,0.00,1.00,0.00,0.00,0.00,5.00
91.00,99.00,54.00,9.00,3.00,168.51,45.50,4.50,3.00,4.00,0.00,0.00,57.00
21.00,35.00,24.00,4.00,0.00,87.50,10.50,2.00,0.00,0.00,0.00,0.00,12.50
61.00,56.00,38.00,6.00,2.00,160.52,30.50,3.00,2.00,4.00,0.00,0.00,39.50
8.00,8.00,4.00,1.00,0.00,200.00,4.00,0.50,0.00,0.00,0.00,0.00,4.50
11.00,12.00,8.00,1.00,1.00,137.50,5.50,0.50,1.00,0.00,0.00,0.00,7.00
9.00,21.00,12.00,2.00,0.00,75.00,4.50,1.00,0.00,0.00,0.00,0.00,5.50
56.00,82.00,39.00,3.00,3.00,143.58,28.00,1.50,3.00,4.00,0.00,0.00,36.50
22.00,24.00,18.00,4.00,0.00,122.22,11.00,2.00,0.00,0.00,0.00,0.00,13.00
16.00,25.00,17.00,2.00,0.00,94.11,8.00,1.00,0.00,0.00,0.00,0.00,9.00
11.00,10.00,7.00,0.00,1.00,157.14,5.50,0.00,1.00,0.00,0.00,0.00,6.50
28.00,24.00,14.00,1.00,2.00,200.00,14.00,0.50,2.00,0.00,0.00,0.00,16.50
6.00,5.00,2.00,0.00,1.00,300.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00
1.00,6.00,3.00,0.00,0.00,33.33,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
20.00,25.00,15.00,4.00,0.00,133.33,10.00,2.00,0.00,0.00,0.00,0.00,12.00
52.00,72.00,46.00,5.00,1.00,113.04,26.00,2.50,1.00,4.00,0.00,0.00,33.50
24.00,47.00,20.00,0.00,1.00,120.00,12.00,0.00,1.00,0.00,0.00,0.00,13.00
29.00,22.00,18.00,2.00,2.00,161.11,14.50,1.00,2.00,0.00,0.00,0.00,17.50
3.00,11.00,4.00,0.00,0.00,75.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
13.00,15.00,7.00,1.00,1.00,185.71,6.50,0.50,1.00,0.00,0.00,0.00,8.00
2.00,6.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
4.00,8.00,7.00,1.00,0.00,57.14,2.00,0.50,0.00,0.00,0.00,-2.00,0.50
48.00,67.00,44.00,2.00,1.00,109.09,24.00,1.00,1.00,0.00,0.00,0.00,26.00
21.00,12.00,14.00,5.00,0.00,150.00,10.50,2.50,0.00,0.00,0.00,0.00,13.00
0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
23.00,43.00,20.00,4.00,0.00,115.00,11.50,2.00,0.00,0.00,0.00,0.00,13.50
8.00,14.00,8.00,1.00,0.00,100.00,4.00,0.50,0.00,0.00,0.00,0.00,4.50
17.00,27.00,14.00,2.00,0.00,121.42,8.50,1.00,0.00,0.00,0.00,0.00,9.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
1.00,10.00,7.00,0.00,0.00,14.28,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
0.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
30.00,45.00,27.00,3.00,0.00,111.11,15.00,1.50,0.00,0.00,0.00,0.00,16.50
31.00,30.00,23.00,5.00,0.00,134.78,15.50,2.50,0.00,0.00,0.00,0.00,18.00
33.00,26.00,26.00,1.00,2.00,126.92,16.50,0.50,2.00,0.00,0.00,0.00,19.00
1.00,3.00,3.00,0.00,0.00,33.33,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
8.00,13.00,7.00,0.00,0.00,114.28,4.00,0.00,0.00,0.00,0.00,0.00,4.00
30.00,37.00,19.00,4.00,0.00,157.89,15.00,2.00,0.00,0.00,0.00,0.00,17.00
12.00,15.00,6.00,1.00,1.00,200.00,6.00,0.50,1.00,0.00,0.00,0.00,7.50
6.00,3.00,3.00,1.00,0.00,200.00,3.00,0.50,0.00,0.00,0.00,0.00,3.50
9.00,11.00,6.00,1.00,0.00,150.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
4.00,2.00,3.00,1.00,0.00,133.33,2.00,0.50,0.00,0.00,0.00,0.00,2.50
15.00,25.00,15.00,3.00,0.00,100.00,7.50,1.50,0.00,0.00,0.00,0.00,9.00
0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
41.00,70.00,33.00,2.00,2.00,124.24,20.50,1.00,2.00,0.00,0.00,0.00,23.50
5.00,15.00,11.00,0.00,0.00,45.45,2.50,0.00,0.00,0.00,0.00,-3.00,-0.50
6.00,16.00,12.00,0.00,0.00,50.00,3.00,0.00,0.00,0.00,0.00,-2.00,1.00
1.00,5.00,2.00,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,-2.00,-1.50
32.00,27.00,20.00,0.00,3.00,160.00,16.00,0.00,3.00,0.00,0.00,0.00,19.00
12.00,23.00,16.00,1.00,0.00,75.00,6.00,0.50,0.00,0.00,0.00,0.00,6.50
11.00,10.00,4.00,1.00,1.00,275.00,5.50,0.50,1.00,0.00,0.00,0.00,7.00
1.00,2.00,1.00,0.00,0.00,100.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
19.00,26.00,18.00,3.00,0.00,105.55,9.50,1.50,0.00,0.00,0.00,0.00,11.00
28.00,30.00,19.00,3.00,2.00,147.36,14.00,1.50,2.00,0.00,0.00,0.00,17.50
16.00,26.00,15.00,0.00,1.00,106.66,8.00,0.00,1.00,0.00,0.00,0.00,9.00
57.00,62.00,44.00,7.00,2.00,129.54,28.50,3.50,2.00,4.00,0.00,0.00,38.00
12.00,20.00,10.00,0.00,1.00,120.00,6.00,0.00,1.00,0.00,0.00,0.00,7.00
13.00,27.00,11.00,2.00,0.00,118.18,6.50,1.00,0.00,0.00,0.00,0.00,7.50
3.00,6.00,2.00,0.00,0.00,150.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
13.00,41.00,13.00,1.00,0.00,100.00,6.50,0.50,0.00,0.00,0.00,0.00,7.00
5.00,9.00,8.00,1.00,0.00,62.50,2.50,0.50,0.00,0.00,0.00,-1.00,2.00
46.00,108.00,37.00,2.00,3.00,124.32,23.00,1.00,3.00,0.00,0.00,0.00,27.00
5.00,4.00,4.00,1.00,0.00,125.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
49.00,72.00,40.00,4.00,1.00,122.50,24.50,2.00,1.00,0.00,0.00,0.00,27.50
26.00,27.00,14.00,0.00,3.00,185.71,13.00,0.00,3.00,0.00,0.00,0.00,16.00
117.00,84.00,57.00,7.00,12.00,205.26,58.50,3.50,12.00,4.00,8.00,0.00,86.00
32.00,55.00,30.00,3.00,1.00,106.66,16.00,1.50,1.00,0.00,0.00,0.00,18.50
47.00,42.00,24.00,3.00,4.00,195.83,23.50,1.50,4.00,0.00,0.00,0.00,29.00
8.00,4.00,3.00,0.00,1.00,266.66,4.00,0.00,1.00,0.00,0.00,0.00,5.00
11.00,8.00,7.00,1.00,0.00,157.14,5.50,0.50,0.00,0.00,0.00,0.00,6.00
2.00,13.00,6.00,0.00,0.00,33.33,1.00,0.00,0.00,0.00,0.00,-3.00,-2.00
2.00,3.00,3.00,0.00,0.00,66.66,1.00,0.00,0.00,0.00,0.00,-1.00,0.00
13.00,24.00,11.00,1.00,1.00,118.18,6.50,0.50,1.00,0.00,0.00,0.00,8.00
1.00,3.00,5.00,0.00,0.00,20.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
7.00,12.00,10.00,1.00,0.00,70.00,3.50,0.50,0.00,0.00,0.00,0.00,4.00
2.00,9.00,4.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,-2.00,-1.00
40.00,37.00,21.00,5.00,2.00,190.47,20.00,2.50,2.00,0.00,0.00,0.00,24.50
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
4.00,9.00,7.00,0.00,0.00,57.14,2.00,0.00,0.00,0.00,0.00,-2.00,0.00
7.00,11.00,9.00,1.00,0.00,77.77,3.50,0.50,0.00,0.00,0.00,0.00,4.00
54.00,65.00,35.00,6.00,2.00,154.28,27.00,3.00,2.00,4.00,0.00,0.00,36.00
24.00,22.00,18.00,5.00,0.00,133.33,12.00,2.50,0.00,0.00,0.00,0.00,14.50
20.00,27.00,21.00,3.00,0.00,95.23,10.00,1.50,0.00,0.00,0.00,0.00,11.50
63.00,34.00,28.00,4.00,5.00,225.00,31.50,2.00,5.00,4.00,0.00,0.00,42.50
17.00,29.00,12.00,2.00,0.00,141.66,8.50,1.00,0.00,0.00,0.00,0.00,9.50
8.00,12.00,6.00,1.00,0.00,133.33,4.00,0.50,0.00,0.00,0.00,0.00,4.50
8.00,3.00,6.00,2.00,0.00,133.33,4.00,1.00,0.00,0.00,0.00,0.00,5.00
12.00,17.00,12.00,3.00,0.00,100.00,6.00,1.50,0.00,0.00,0.00,0.00,7.50
68.00,65.00,40.00,9.00,2.00,170.00,34.00,4.50,2.00,4.00,0.00,0.00,44.50
4.00,16.00,10.00,0.00,0.00,40.00,2.00,0.00,0.00,0.00,0.00,-3.00,-1.00
7.00,16.00,9.00,0.00,0.00,77.77,3.50,0.00,0.00,0.00,0.00,0.00,3.50
30.00,32.00,19.00,2.00,2.00,157.89,15.00,1.00,2.00,0.00,0.00,0.00,18.00
21.00,16.00,10.00,0.00,3.00,210.00,10.50,0.00,3.00,0.00,0.00,0.00,13.50
3.00,14.00,3.00,0.00,0.00,100.00,1.50,0.00,0.00,0.00,0.00,0.00,1.50
34.00,12.00,11.00,2.00,3.00,309.09,17.00,1.00,3.00,0.00,0.00,0.00,21.00
32.00,42.00,31.00,4.00,1.00,103.22,16.00,2.00,1.00,0.00,0.00,0.00,19.00
12.00,23.00,10.00,2.00,0.00,120.00,6.00,1.00,0.00,0.00,0.00,0.00,7.00
22.00,34.00,19.00,1.00,1.00,115.78,11.00,0.50,1.00,0.00,0.00,0.00,12.50
22.00,31.00,19.00,1.00,1.00,115.78,11.00,0.50,1.00,0.00,0.00,0.00,12.50
42.00,35.00,24.00,3.00,3.00,175.00,21.00,1.50,3.00,0.00,0.00,0.00,25.50
5.00,9.00,5.00,1.00,0.00,100.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
7.00,16.00,7.00,0.00,0.00,100.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50
17.00,6.00,5.00,4.00,0.00,340.00,8.50,2.00,0.00,0.00,0.00,0.00,10.50
25.00,40.00,28.00,3.00,1.00,89.28,12.50,1.50,1.00,0.00,0.00,0.00,15.00
40.00,46.00,35.00,3.00,2.00,114.28,20.00,1.50,2.00,0.00,0.00,0.00,23.50
25.00,28.00,16.00,2.00,1.00,156.25,12.50,1.00,1.00,0.00,0.00,0.00,14.50
10.00,12.00,6.00,0.00,1.00,166.66,5.00,0.00,1.00,0.00,0.00,0.00,6.00
0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
22.00,26.00,15.00,2.00,1.00,146.66,11.00,1.00,1.00,0.00,0.00,0.00,13.00
24.00,25.00,15.00,3.00,1.00,160.00,12.00,1.50,1.00,0.00,0.00,0.00,14.50
5.00,5.00,2.00,1.00,0.00,250.00,2.50,0.50,0.00,0.00,0.00,0.00,3.00
27.00,41.00,34.00,4.00,0.00,79.41,13.50,2.00,0.00,0.00,0.00,0.00,15.50
23.00,20.00,11.00,3.00,1.00,209.09,11.50,1.50,1.00,0.00,0.00,0.00,14.00
10.00,16.00,10.00,1.00,0.00,100.00,5.00,0.50,0.00,0.00,0.00,0.00,5.50
17.00,31.00,16.00,0.00,1.00,106.25,8.50,0.00,1.00,0.00,0.00,0.00,9.50
39.00,43.00,32.00,2.00,2.00,121.87,19.50,1.00,2.00,0.00,0.00,0.00,22.50
36.00,25.00,17.00,4.00,1.00,211.76,18.00,2.00,1.00,0.00,0.00,0.00,21.00
38.00,47.00,31.00,3.00,2.00,122.58,19.00,1.50,2.00,0.00,0.00,0.00,22.50
45.00,45.00,32.00,6.00,0.00,140.62,22.50,3.00,0.00,0.00,0.00,0.00,25.50
18.00,29.00,22.00,0.00,0.00,81.81,9.00,0.00,0.00,0.00,0.00,0.00,9.00
1.00,5.00,4.00,0.00,0.00,25.00,0.50,0.00,0.00,0.00,0.00,-3.00,-2.50
34.00,33.00,19.00,1.00,3.00,178.94,17.00,0.50,3.00,0.00,0.00,0.00,20.50
21.00,11.00,8.00,0.00,3.00,262.50,10.50,0.00,3.00,0.00,0.00,0.00,13.50
28.00,23.00,21.00,4.00,1.00,133.33,14.00,2.00,1.00,0.00,0.00,0.00,17.00
39.00,48.00,34.00,1.00,3.00,114.70,19.50,0.50,3.00,0.00,0.00,0.00,23.00
33.00,57.00,25.00,0.00,2.00,132.00,16.50,0.00,2.00,0.00,0.00,0.00,18.50
43.00,30.00,22.00,4.00,3.00,195.45,21.50,2.00,3.00,0.00,0.00,0.00,26.50
27.00,18.00,11.00,2.00,2.00,245.45,13.50,1.00,2.00,0.00,0.00,0.00,16.50
4.00,13.00,7.00,0.00,0.00,57.14,2.00,0.00,0.00,0.00,0.00,-2.00,0.00
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-3.00
17.00,16.00,11.00,3.00,0.00,154.54,8.50,1.50,0.00,0.00,0.00,0.00,10.00
24.00,39.00,23.00,4.00,0.00,104.34,12.00,2.00,0.00,0.00,0.00,0.00,14.00
22.00,16.00,15.00,4.00,0.00,146.66,11.00,2.00,0.00,0.00,0.00,0.00,13.00
9.00,16.00,9.00,1.00,0.00,100.00,4.50,0.50,0.00,0.00,0.00,0.00,5.00
