,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total,cluster_group
312,52.0,37.0,30,6,2,173.33,26.0,3.0,2,4,0,0,35.0,0.0
313,50.0,34.0,23,6,2,217.39,25.0,3.0,2,4,0,0,34.0,0.0
314,50.0,50.0,26,6,2,192.3,25.0,3.0,2,4,0,0,34.0,0.0
315,49.0,27.0,24,6,2,204.16,24.5,3.0,2,0,0,0,29.5,0.0
316,48.0,30.0,21,6,2,228.57,24.0,3.0,2,0,0,0,29.0,0.0
317,48.0,54.0,35,6,2,137.14,24.0,3.0,2,0,0,0,29.0,0.0
318,47.0,35.0,25,6,2,188.0,23.5,3.0,2,0,0,0,28.5,0.0
319,47.0,42.0,25,6,2,188.0,23.5,3.0,2,0,0,0,28.5,0.0
320,46.0,42.0,20,6,2,230.0,23.0,3.0,2,0,0,0,28.0,0.0
321,41.0,22.0,17,6,2,241.17,20.5,3.0,2,0,0,0,25.5,0.0
322,63.0,92.0,52,6,1,121.15,31.5,3.0,1,4,0,0,39.5,5.0
323,62.0,83.0,46,6,1,134.78,31.0,3.0,1,4,0,0,39.0,5.0
324,59.0,65.0,45,6,1,131.11,29.5,3.0,1,4,0,0,37.5,5.0
325,56.0,62.0,40,6,1,140.0,28.0,3.0,1,4,0,0,36.0,5.0
326,56.0,65.0,37,6,1,151.35,28.0,3.0,1,4,0,0,36.0,5.0
327,55.0,71.0,46,6,1,119.56,27.5,3.0,1,4,0,0,35.5,5.0
328,54.0,71.0,42,6,1,128.57,27.0,3.0,1,4,0,0,35.0,5.0
329,54.0,59.0,45,6,1,120.0,27.0,3.0,1,4,0,0,35.0,5.0
330,53.0,79.0,44,6,1,120.45,26.5,3.0,1,4,0,0,34.5,5.0
331,53.0,63.0,45,6,1,117.77,26.5,3.0,1,4,0,0,34.5,5.0
332,52.0,60.0,40,6,1,130.0,26.0,3.0,1,4,0,0,34.0,5.0
333,51.0,56.0,42,6,1,121.42,25.5,3.0,1,4,0,0,33.5,5.0
334,51.0,47.0,28,6,1,182.14,25.5,3.0,1,4,0,0,33.5,0.0
335,46.0,39.0,30,6,1,153.33,23.0,3.0,1,0,0,0,27.0,0.0
336,45.0,38.0,21,6,1,214.28,22.5,3.0,1,0,0,0,26.5,0.0
337,44.0,45.0,30,6,1,146.66,22.0,3.0,1,0,0,0,26.0,0.0
338,43.0,40.0,30,6,1,143.33,21.5,3.0,1,0,0,0,25.5,0.0
339,43.0,42.0,28,6,1,153.57,21.5,3.0,1,0,0,0,25.5,0.0
340,42.0,34.0,25,6,1,168.0,21.0,3.0,1,0,0,0,25.0,0.0
341,40.0,39.0,26,6,1,153.84,20.0,3.0,1,0,0,0,24.0,0.0
342,39.0,26.0,17,6,1,229.41,19.5,3.0,1,0,0,0,23.5,0.0
343,37.0,19.0,21,6,1,176.19,18.5,3.0,1,0,0,0,22.5,0.0
344,36.0,32.0,19,6,1,189.47,18.0,3.0,1,0,0,0,22.0,0.0
345,34.0,11.0,10,6,1,340.0,17.0,3.0,1,0,0,0,21.0,0.0
346,34.0,18.0,16,6,1,212.5,17.0,3.0,1,0,0,0,21.0,0.0
347,34.0,33.0,17,6,1,200.0,17.0,3.0,1,0,0,0,21.0,0.0
348,60.0,75.0,58,6,0,103.44,30.0,3.0,0,4,0,0,37.0,5.0
349,58.0,69.0,44,6,0,131.81,29.0,3.0,0,4,0,0,36.0,5.0
350,58.0,67.0,43,6,0,134.88,29.0,3.0,0,4,0,0,36.0,5.0
351,55.0,79.0,50,6,0,110.0,27.5,3.0,0,4,0,0,34.5,5.0
352,55.0,62.0,41,6,0,134.14,27.5,3.0,0,4,0,0,34.5,5.0
353,54.0,85.0,45,6,0,120.0,27.0,3.0,0,4,0,0,34.0,5.0
354,52.0,67.0,39,6,0,133.33,26.0,3.0,0,4,0,0,33.0,5.0
355,52.0,57.0,39,6,0,133.33,26.0,3.0,0,4,0,0,33.0,5.0
356,50.0,59.0,44,6,0,113.63,25.0,3.0,0,4,0,0,32.0,5.0
357,49.0,77.0,40,6,0,122.5,24.5,3.0,0,0,0,0,27.5,5.0
358,47.0,64.0,38,6,0,123.68,23.5,3.0,0,0,0,0,26.5,5.0
359,47.0,48.0,34,6,0,138.23,23.5,3.0,0,0,0,0,26.5,0.0
360,47.0,104.0,40,6,0,117.5,23.5,3.0,0,0,0,0,26.5,5.0
361,45.0,45.0,32,6,0,140.62,22.5,3.0,0,0,0,0,25.5,0.0
362,44.0,49.0,35,6,0,125.71,22.0,3.0,0,0,0,0,25.0,0.0
363,42.0,58.0,32,6,0,131.25,21.0,3.0,0,0,0,0,24.0,5.0
364,41.0,61.0,27,6,0,151.85,20.5,3.0,0,0,0,0,23.5,5.0
365,41.0,45.0,30,6,0,136.66,20.5,3.0,0,0,0,0,23.5,0.0
366,41.0,33.0,31,6,0,132.25,20.5,3.0,0,0,0,0,23.5,0.0
367,40.0,49.0,40,6,0,100.0,20.0,3.0,0,0,0,0,23.0,0.0
368,37.0,36.0,33,6,0,112.12,18.5,3.0,0,0,0,0,21.5,0.0
369,35.0,49.0,29,6,0,120.68,17.5,3.0,0,0,0,0,20.5,0.0
370,35.0,47.0,23,6,0,152.17,17.5,3.0,0,0,0,0,20.5,0.0
371,34.0,37.0,31,6,0,109.67,17.0,3.0,0,0,0,0,20.0,0.0
372,30.0,30.0,22,6,0,136.36,15.0,3.0,0,0,0,0,18.0,0.0
373,1.0,87.5,2,6,0,0.0,0.5,3.0,0,0,0,-3,0.5,5.0
374,109.0,94.0,55,5,8,198.18,54.5,2.5,8,4,8,0,77.0,1.0
375,77.0,60.0,38,5,7,202.63,38.5,2.5,7,4,0,0,52.0,1.0
376,82.0,89.0,59,5,6,138.98,41.0,2.5,6,4,0,0,53.5,1.0
377,73.0,57.0,41,5,6,178.04,36.5,2.5,6,4,0,0,49.0,1.0
378,72.0,39.0,34,5,6,211.76,36.0,2.5,6,4,0,0,48.5,1.0
379,64.0,33.0,24,5,6,266.66,32.0,2.5,6,4,0,0,44.5,0.0
380,82.0,64.0,42,5,5,195.23,41.0,2.5,5,4,0,0,52.5,1.0
381,81.0,75.0,47,5,5,172.34,40.5,2.5,5,4,0,0,52.0,1.0
382,80.0,77.0,41,5,5,195.12,40.0,2.5,5,4,0,0,51.5,1.0
383,79.0,80.0,47,5,5,168.08,39.5,2.5,5,4,0,0,51.0,1.0
384,76.0,57.0,42,5,5,180.95,38.0,2.5,5,4,0,0,49.5,0.0
385,75.0,81.0,45,5,5,166.66,37.5,2.5,5,4,0,0,49.0,1.0
386,73.0,64.0,43,5,5,169.76,36.5,2.5,5,4,0,0,48.0,0.0
387,69.0,53.0,37,5,5,186.48,34.5,2.5,5,4,0,0,46.0,0.0
388,65.0,68.0,34,5,5,191.17,32.5,2.5,5,4,0,0,44.0,0.0
389,60.0,37.0,26,5,5,230.76,30.0,2.5,5,4,0,0,41.5,0.0
390,77.0,65.0,43,5,4,179.06,38.5,2.5,4,4,0,0,49.0,0.0
391,71.0,54.0,46,5,4,154.34,35.5,2.5,4,4,0,0,46.0,0.0
392,69.0,70.0,43,5,4,160.46,34.5,2.5,4,4,0,0,45.0,5.0
393,68.0,59.0,39,5,4,174.35,34.0,2.5,4,4,0,0,44.5,0.0
394,67.0,90.0,42,5,4,159.52,33.5,2.5,4,4,0,0,44.0,5.0
395,66.0,63.0,43,5,4,153.48,33.0,2.5,4,4,0,0,43.5,0.0
396,63.0,63.0,35,5,4,180.0,31.5,2.5,4,4,0,0,42.0,0.0
397,61.0,55.0,37,5,4,164.86,30.5,2.5,4,4,0,0,41.0,0.0
398,61.0,60.0,40,5,4,152.5,30.5,2.5,4,4,0,0,41.0,0.0
399,59.0,57.0,33,5,4,178.78,29.5,2.5,4,4,0,0,40.0,0.0
400,59.0,50.0,32,5,4,184.37,29.5,2.5,4,4,0,0,40.0,0.0
401,57.0,63.0,32,5,4,178.12,28.5,2.5,4,4,0,0,39.0,0.0
402,57.0,40.0,22,5,4,259.09,28.5,2.5,4,4,0,0,39.0,0.0
403,51.0,30.0,21,5,4,242.85,25.5,2.5,4,4,0,0,36.0,0.0
404,50.0,32.0,22,5,4,227.27,25.0,2.5,4,4,0,0,35.5,0.0
405,49.0,28.0,31,5,4,158.06,24.5,2.5,4,0,0,0,31.0,0.0
406,75.0,80.0,51,5,3,147.05,37.5,2.5,3,4,0,0,47.0,5.0
407,68.0,66.0,40,5,3,170.0,34.0,2.5,3,4,0,0,43.5,0.0
408,68.0,97.0,53,5,3,128.3,34.0,2.5,3,4,0,0,43.5,5.0
409,65.0,53.0,40,5,3,162.5,32.5,2.5,3,4,0,0,42.0,0.0
410,62.0,53.0,39,5,3,158.97,31.0,2.5,3,4,0,0,40.5,0.0
411,61.0,56.0,34,5,3,179.41,30.5,2.5,3,4,0,0,40.0,0.0
412,60.0,81.0,45,5,3,133.33,30.0,2.5,3,4,0,0,39.5,5.0
413,59.0,50.0,36,5,3,163.88,29.5,2.5,3,4,0,0,39.0,0.0
414,59.0,51.0,31,5,3,190.32,29.5,2.5,3,4,0,0,39.0,0.0
415,54.0,56.0,39,5,3,138.46,27.0,2.5,3,4,0,0,36.5,0.0
416,53.0,46.0,30,5,3,176.66,26.5,2.5,3,4,0,0,36.0,0.0
417,52.0,64.0,31,5,3,167.74,26.0,2.5,3,4,0,0,35.5,0.0
418,51.0,55.0,26,5,3,196.15,25.5,2.5,3,4,0,0,35.0,0.0
419,50.0,67.0,38,5,3,131.57,25.0,2.5,3,4,0,0,34.5,5.0
420,50.0,61.0,29,5,3,172.41,25.0,2.5,3,4,0,0,34.5,0.0
421,49.0,51.0,32,5,3,153.12,24.5,2.5,3,0,0,0,30.0,0.0
422,47.0,32.0,17,5,3,276.47,23.5,2.5,3,0,0,0,29.0,0.0
423,47.0,29.0,21,5,3,223.8,23.5,2.5,3,0,0,0,29.0,0.0
424,45.0,23.0,26,5,3,173.07,22.5,2.5,3,0,0,0,28.0,0.0
425,45.0,24.0,17,5,3,264.7,22.5,2.5,3,0,0,0,28.0,0.0
426,41.0,22.0,11,5,3,372.72,20.5,2.5,3,0,0,0,26.0,2.0
427,64.0,54.0,35,5,2,182.85,32.0,2.5,2,4,0,0,40.5,0.0
428,62.0,67.0,47,5,2,131.91,31.0,2.5,2,4,0,0,39.5,5.0
429,61.0,91.0,47,5,2,129.78,30.5,2.5,2,4,0,0,39.0,5.0
430,60.0,69.0,45,5,2,133.33,30.0,2.5,2,4,0,0,38.5,5.0
431,57.0,32.0,46,5,2,123.91,28.5,2.5,2,4,0,0,37.0,0.0
432,54.0,65.0,41,5,2,131.7,27.0,2.5,2,4,0,0,35.5,5.0
433,54.0,63.0,35,5,2,154.28,27.0,2.5,2,4,0,0,35.5,0.0
434,53.0,63.0,49,5,2,108.16,26.5,2.5,2,4,0,0,35.0,5.0
435,52.0,73.0,37,5,2,140.54,26.0,2.5,2,4,0,0,34.5,5.0
436,51.0,44.0,26,5,2,196.15,25.5,2.5,2,4,0,0,34.0,0.0
437,50.0,52.0,35,5,2,142.85,25.0,2.5,2,4,0,0,33.5,0.0
438,50.0,50.0,31,5,2,161.29,25.0,2.5,2,4,0,0,33.5,0.0
439,46.0,40.0,28,5,2,164.28,23.0,2.5,2,0,0,0,27.5,0.0
440,46.0,56.0,40,5,2,115.0,23.0,2.5,2,0,0,0,27.5,0.0
441,45.0,45.0,26,5,2,173.07,22.5,2.5,2,0,0,0,27.0,0.0
442,45.0,52.0,35,5,2,128.57,22.5,2.5,2,0,0,0,27.0,0.0
443,45.0,58.0,27,5,2,166.66,22.5,2.5,2,0,0,0,27.0,0.0
444,44.0,49.0,31,5,2,141.93,22.0,2.5,2,0,0,0,26.5,0.0
445,43.0,40.0,33,5,2,130.3,21.5,2.5,2,0,0,0,26.0,0.0
446,43.0,41.0,22,5,2,195.45,21.5,2.5,2,0,0,0,26.0,0.0
447,42.0,37.0,26,5,2,161.53,21.0,2.5,2,0,0,0,25.5,0.0
448,42.0,41.0,24,5,2,175.0,21.0,2.5,2,0,0,0,25.5,0.0
449,40.0,37.0,21,5,2,190.47,20.0,2.5,2,0,0,0,24.5,0.0
450,39.0,39.0,20,5,2,195.0,19.5,2.5,2,0,0,0,24.0,0.0
451,38.0,20.0,16,5,2,237.5,19.0,2.5,2,0,0,0,23.5,0.0
452,36.0,17.0,13,5,2,276.92,18.0,2.5,2,0,0,0,22.5,0.0
453,35.0,15.0,10,5,2,350.0,17.5,2.5,2,0,0,0,22.0,2.0
454,63.0,85.0,50,5,1,126.0,31.5,2.5,1,4,0,0,39.0,5.0
455,63.0,82.0,45,5,1,140.0,31.5,2.5,1,4,0,0,39.0,5.0
456,60.0,81.0,52,5,1,115.38,30.0,2.5,1,4,0,0,37.5,5.0
457,56.0,79.0,50,5,1,112.0,28.0,2.5,1,4,0,0,35.5,5.0
458,56.0,74.0,41,5,1,136.58,28.0,2.5,1,4,0,0,35.5,5.0
459,56.0,55.0,39,5,1,143.58,28.0,2.5,1,4,0,0,35.5,0.0
460,56.0,60.0,43,5,1,130.23,28.0,2.5,1,4,0,0,35.5,0.0
461,55.0,56.0,41,5,1,134.14,27.5,2.5,1,4,0,0,35.0,0.0
462,54.0,76.0,52,5,1,103.84,27.0,2.5,1,4,0,0,34.5,5.0
463,52.0,72.0,46,5,1,113.04,26.0,2.5,1,4,0,0,33.5,5.0
464,52.0,60.0,32,5,1,162.5,26.0,2.5,1,4,0,0,33.5,0.0
465,52.0,59.0,41,5,1,126.82,26.0,2.5,1,4,0,0,33.5,0.0
466,52.0,67.0,41,5,1,126.82,26.0,2.5,1,4,0,0,33.5,5.0
467,50.0,60.0,31,5,1,161.29,25.0,2.5,1,4,0,0,32.5,0.0
468,48.0,71.0,40,5,1,120.0,24.0,2.5,1,0,0,0,27.5,5.0
469,48.0,76.0,43,5,1,111.62,24.0,2.5,1,0,0,0,27.5,5.0
470,47.0,43.0,33,5,1,142.42,23.5,2.5,1,0,0,0,27.0,0.0
471,46.0,52.0,44,5,1,104.54,23.0,2.5,1,0,0,0,26.5,0.0
472,45.0,42.0,27,5,1,166.66,22.5,2.5,1,0,0,0,26.0,0.0
473,45.0,65.0,40,5,1,112.5,22.5,2.5,1,0,0,0,26.0,5.0
474,45.0,66.0,34,5,1,132.35,22.5,2.5,1,0,0,0,26.0,5.0
475,45.0,41.0,32,5,1,140.62,22.5,2.5,1,0,0,0,26.0,0.0
476,44.0,46.0,32,5,1,137.5,22.0,2.5,1,0,0,0,25.5,0.0
477,44.0,65.0,31,5,1,141.93,22.0,2.5,1,0,0,0,25.5,5.0
478,44.0,40.0,29,5,1,151.72,22.0,2.5,1,0,0,0,25.5,0.0
479,44.0,35.0,23,5,1,191.3,22.0,2.5,1,0,0,0,25.5,0.0
480,44.0,71.0,35,5,1,125.71,22.0,2.5,1,0,0,0,25.5,5.0
481,42.0,70.0,43,5,1,97.67,21.0,2.5,1,0,0,0,24.5,5.0
482,42.0,48.0,34,5,1,123.52,21.0,2.5,1,0,0,0,24.5,0.0
483,42.0,56.0,36,5,1,116.66,21.0,2.5,1,0,0,0,24.5,0.0
484,41.0,47.0,35,5,1,117.14,20.5,2.5,1,0,0,0,24.0,0.0
485,41.0,58.0,29,5,1,141.37,20.5,2.5,1,0,0,0,24.0,0.0
486,40.0,69.0,35,5,1,114.28,20.0,2.5,1,0,0,0,23.5,5.0
487,38.0,36.0,23,5,1,165.21,19.0,2.5,1,0,0,0,22.5,0.0
488,38.0,45.0,32,5,1,118.75,19.0,2.5,1,0,0,0,22.5,0.0
489,38.0,43.0,32,5,1,118.75,19.0,2.5,1,0,0,0,22.5,0.0
490,36.0,49.0,25,5,1,144.0,18.0,2.5,1,0,0,0,21.5,0.0
491,36.0,28.0,18,5,1,200.0,18.0,2.5,1,0,0,0,21.5,0.0
492,34.0,40.0,27,5,1,125.92,17.0,2.5,1,0,0,0,20.5,0.0
493,34.0,28.0,18,5,1,188.88,17.0,2.5,1,0,0,0,20.5,0.0
494,34.0,36.0,21,5,1,161.9,17.0,2.5,1,0,0,0,20.5,0.0
495,34.0,35.0,25,5,1,136.0,17.0,2.5,1,0,0,0,20.5,0.0
496,33.0,41.0,22,5,1,150.0,16.5,2.5,1,0,0,0,20.0,0.0
497,33.0,33.0,23,5,1,143.47,16.5,2.5,1,0,0,0,20.0,0.0
498,33.0,26.0,17,5,1,194.11,16.5,2.5,1,0,0,0,20.0,0.0
499,32.0,25.0,20,5,1,160.0,16.0,2.5,1,0,0,0,19.5,0.0
500,31.0,35.0,25,5,1,124.0,15.5,2.5,1,0,0,0,19.0,0.0
501,31.0,12.0,12,5,1,258.33,15.5,2.5,1,0,0,0,19.0,0.0
502,30.0,36.0,15,5,1,200.0,15.0,2.5,1,0,0,0,18.5,0.0
503,53.0,61.0,41,5,0,129.26,26.5,2.5,0,4,0,0,33.0,0.0
504,53.0,62.0,45,5,0,117.77,26.5,2.5,0,4,0,0,33.0,5.0
505,53.0,69.0,43,5,0,123.25,26.5,2.5,0,4,0,0,33.0,5.0
506,50.0,48.0,36,5,0,138.88,25.0,2.5,0,4,0,0,31.5,0.0
507,46.0,45.0,39,5,0,117.94,23.0,2.5,0,0,0,0,25.5,0.0
508,44.0,54.0,40,5,0,110.0,22.0,2.5,0,0,0,0,24.5,0.0
509,44.0,53.0,38,5,0,115.78,22.0,2.5,0,0,0,0,24.5,0.0
510,42.0,59.0,34,5,0,123.52,21.0,2.5,0,0,0,0,23.5,5.0
511,41.0,55.0,43,5,0,95.34,20.5,2.5,0,0,0,0,23.0,0.0
512,40.0,58.0,38,5,0,105.26,20.0,2.5,0,0,0,0,22.5,5.0
513,40.0,51.0,31,5,0,129.03,20.0,2.5,0,0,0,0,22.5,0.0
514,40.0,39.0,25,5,0,160.0,20.0,2.5,0,0,0,0,22.5,0.0
515,39.0,53.0,36,5,0,108.33,19.5,2.5,0,0,0,0,22.0,0.0
516,38.0,52.0,29,5,0,131.03,19.0,2.5,0,0,0,0,21.5,0.0
517,38.0,69.0,41,5,0,92.68,19.0,2.5,0,0,0,0,21.5,5.0
518,38.0,34.0,26,5,0,146.15,19.0,2.5,0,0,0,0,21.5,0.0
519,37.0,41.0,31,5,0,119.35,18.5,2.5,0,0,0,0,21.0,0.0
520,37.0,47.0,33,5,0,112.12,18.5,2.5,0,0,0,0,21.0,0.0
521,35.0,29.0,20,5,0,175.0,17.5,2.5,0,0,0,0,20.0,0.0
522,35.0,52.0,31,5,0,112.9,17.5,2.5,0,0,0,0,20.0,0.0
523,34.0,37.0,25,5,0,136.0,17.0,2.5,0,0,0,0,19.5,0.0
524,33.0,66.0,36,5,0,91.66,16.5,2.5,0,0,0,0,19.0,5.0
525,33.0,41.0,23,5,0,143.47,16.5,2.5,0,0,0,0,19.0,0.0
526,32.0,40.0,28,5,0,114.28,16.0,2.5,0,0,0,0,18.5,0.0
527,32.0,52.0,24,5,0,133.33,16.0,2.5,0,0,0,0,18.5,0.0
528,32.0,33.0,23,5,0,139.13,16.0,2.5,0,0,0,0,18.5,0.0
529,32.0,57.0,29,5,0,110.34,16.0,2.5,0,0,0,0,18.5,5.0
530,31.0,40.0,28,5,0,110.71,15.5,2.5,0,0,0,0,18.0,0.0
531,31.0,28.0,17,5,0,182.35,15.5,2.5,0,0,0,0,18.0,0.0
532,31.0,30.0,23,5,0,134.78,15.5,2.5,0,0,0,0,18.0,0.0
533,31.0,48.0,23,5,0,134.78,15.5,2.5,0,0,0,0,18.0,0.0
534,31.0,27.0,21,5,0,147.61,15.5,2.5,0,0,0,0,18.0,0.0
535,30.0,29.0,25,5,0,120.0,15.0,2.5,0,0,0,0,17.5,0.0
536,30.0,40.0,22,5,0,136.36,15.0,2.5,0,0,0,0,17.5,0.0
537,30.0,38.0,32,5,0,93.75,15.0,2.5,0,0,0,0,17.5,0.0
538,30.0,40.0,21,5,0,142.85,15.0,2.5,0,0,0,0,17.5,0.0
539,30.0,37.0,25,5,0,120.0,15.0,2.5,0,0,0,0,17.5,0.0
540,30.0,36.0,29,5,0,103.44,15.0,2.5,0,0,0,0,17.5,0.0
541,29.0,37.0,27,5,0,107.4,14.5,2.5,0,0,0,0,17.0,0.0
542,28.0,36.0,27,5,0,103.7,14.0,2.5,0,0,0,0,16.5,0.0
543,28.0,29.0,20,5,0,140.0,14.0,2.5,0,0,0,0,16.5,0.0
544,28.0,37.0,24,5,0,116.66,14.0,2.5,0,0,0,0,16.5,0.0
545,26.0,18.0,14,5,0,185.71,13.0,2.5,0,0,0,0,15.5,0.0
546,26.0,16.0,18,5,0,144.44,13.0,2.5,0,0,0,0,15.5,0.0
547,26.0,25.0,21,5,0,123.8,13.0,2.5,0,0,0,0,15.5,0.0
548,26.0,24.0,22,5,0,118.18,13.0,2.5,0,0,0,0,15.5,0.0
549,25.0,27.0,19,5,0,131.57,12.5,2.5,0,0,0,0,15.0,0.0
550,25.0,23.0,22,5,0,113.63,12.5,2.5,0,0,0,0,15.0,0.0
551,25.0,24.0,20,5,0,125.0,12.5,2.5,0,0,0,0,15.0,0.0
552,24.0,27.0,21,5,0,114.28,12.0,2.5,0,0,0,0,14.5,0.0
553,24.0,27.0,15,5,0,160.0,12.0,2.5,0,0,0,0,14.5,0.0
554,24.0,20.0,15,5,0,160.0,12.0,2.5,0,0,0,0,14.5,0.0
555,24.0,22.0,18,5,0,133.33,12.0,2.5,0,0,0,0,14.5,0.0
556,24.0,9.0,10,5,0,240.0,12.0,2.5,0,0,0,0,14.5,0.0
557,24.0,26.0,16,5,0,150.0,12.0,2.5,0,0,0,0,14.5,0.0
558,23.0,22.0,17,5,0,135.29,11.5,2.5,0,0,0,0,14.0,0.0
559,23.0,26.0,20,5,0,115.0,11.5,2.5,0,0,0,0,14.0,0.0
560,23.0,12.0,15,5,0,153.33,11.5,2.5,0,0,0,0,14.0,0.0
561,23.0,17.0,13,5,0,176.92,11.5,2.5,0,0,0,0,14.0,0.0
562,23.0,24.0,14,5,0,164.28,11.5,2.5,0,0,0,0,14.0,0.0
563,21.0,23.0,12,5,0,175.0,10.5,2.5,0,0,0,0,13.0,0.0
564,21.0,12.0,14,5,0,150.0,10.5,2.5,0,0,0,0,13.0,0.0
565,20.0,14.0,11,5,0,181.81,10.0,2.5,0,0,0,0,12.5,0.0
566,85.0,82.0,50,4,9,170.0,42.5,2.0,9,4,0,0,57.5,1.0
567,82.0,52.0,32,4,8,256.25,41.0,2.0,8,4,0,0,55.0,1.0
568,81.0,76.0,48,4,8,168.75,40.5,2.0,8,4,0,0,54.5,1.0
569,76.0,53.0,38,4,8,200.0,38.0,2.0,8,4,0,0,52.0,1.0
570,73.0,51.0,32,4,8,228.12,36.5,2.0,8,4,0,0,50.5,1.0
571,77.0,93.0,53,4,6,145.28,38.5,2.0,6,4,0,0,50.5,1.0
572,62.0,50.0,32,4,6,193.75,31.0,2.0,6,4,0,0,43.0,0.0
573,74.0,87.0,50,4,5,148.0,37.0,2.0,5,4,0,0,48.0,1.0
574,73.0,84.0,50,4,5,146.0,36.5,2.0,5,4,0,0,47.5,1.0
575,65.0,64.0,35,4,5,185.71,32.5,2.0,5,4,0,0,43.5,0.0
576,64.0,54.0,30,4,5,213.33,32.0,2.0,5,4,0,0,43.0,0.0
577,64.0,49.0,32,4,5,200.0,32.0,2.0,5,4,0,0,43.0,0.0
578,63.0,34.0,28,4,5,225.0,31.5,2.0,5,4,0,0,42.5,0.0
579,58.0,43.0,25,4,5,232.0,29.0,2.0,5,4,0,0,40.0,0.0
580,57.0,58.0,38,4,5,150.0,28.5,2.0,5,4,0,0,39.5,0.0
581,74.0,96.0,45,4,4,164.44,37.0,2.0,4,4,0,0,47.0,5.0
582,68.0,60.0,40,4,4,170.0,34.0,2.0,4,4,0,0,44.0,0.0
583,66.0,59.0,38,4,4,173.68,33.0,2.0,4,4,0,0,43.0,0.0
584,66.0,82.0,49,4,4,134.69,33.0,2.0,4,4,0,0,43.0,5.0
585,65.0,72.0,37,4,4,175.67,32.5,2.0,4,4,0,0,42.5,0.0
586,56.0,47.0,39,4,4,143.58,28.0,2.0,4,4,0,0,38.0,0.0
587,55.0,51.0,32,4,4,171.87,27.5,2.0,4,4,0,0,37.5,0.0
588,53.0,27.0,29,4,4,182.75,26.5,2.0,4,4,0,0,36.5,0.0
589,53.0,55.0,28,4,4,189.28,26.5,2.0,4,4,0,0,36.5,0.0
590,51.0,47.0,25,4,4,204.0,25.5,2.0,4,4,0,0,35.5,0.0
591,51.0,44.0,27,4,4,188.88,25.5,2.0,4,4,0,0,35.5,0.0
592,71.0,77.0,50,4,3,142.0,35.5,2.0,3,4,0,0,44.5,5.0
593,69.0,95.0,49,4,3,140.81,34.5,2.0,3,4,0,0,43.5,5.0
594,67.0,65.0,43,4,3,155.81,33.5,2.0,3,4,0,0,42.5,0.0
595,67.0,68.0,52,4,3,128.84,33.5,2.0,3,4,0,0,42.5,0.0
596,62.0,66.0,44,4,3,140.9,31.0,2.0,3,4,0,0,40.0,0.0
597,61.0,52.0,32,4,3,190.62,30.5,2.0,3,4,0,0,39.5,0.0
598,60.0,66.0,38,4,3,157.89,30.0,2.0,3,4,0,0,39.0,0.0
599,59.0,66.0,41,4,3,143.9,29.5,2.0,3,4,0,0,38.5,0.0
600,58.0,64.0,38,4,3,152.63,29.0,2.0,3,4,0,0,38.0,0.0
601,55.0,61.0,41,4,3,134.14,27.5,2.0,3,4,0,0,36.5,0.0
602,54.0,54.0,40,4,3,135.0,27.0,2.0,3,4,0,0,36.0,0.0
603,53.0,50.0,27,4,3,196.29,26.5,2.0,3,4,0,0,35.5,0.0
604,52.0,68.0,43,4,3,120.93,26.0,2.0,3,4,0,0,35.0,0.0
605,51.0,57.0,35,4,3,145.71,25.5,2.0,3,4,0,0,34.5,0.0
606,51.0,47.0,30,4,3,170.0,25.5,2.0,3,4,0,0,34.5,0.0
607,50.0,53.0,36,4,3,138.88,25.0,2.0,3,4,0,0,34.0,0.0
608,49.0,43.0,29,4,3,168.96,24.5,2.0,3,0,0,0,29.5,0.0
609,45.0,21.0,16,4,3,281.25,22.5,2.0,3,0,0,0,27.5,0.0
610,45.0,23.0,18,4,3,250.0,22.5,2.0,3,0,0,0,27.5,0.0
611,45.0,34.0,23,4,3,195.65,22.5,2.0,3,0,0,0,27.5,0.0
612,44.0,36.0,22,4,3,200.0,22.0,2.0,3,0,0,0,27.0,0.0
613,43.0,30.0,22,4,3,195.45,21.5,2.0,3,0,0,0,26.5,0.0
614,42.0,20.0,18,4,3,233.33,21.0,2.0,3,0,0,0,26.0,0.0
615,41.0,34.0,29,4,3,141.37,20.5,2.0,3,0,0,0,25.5,0.0
616,40.0,30.0,18,4,3,222.22,20.0,2.0,3,0,0,0,25.0,0.0
617,39.0,27.0,19,4,3,205.26,19.5,2.0,3,0,0,0,24.5,0.0
618,38.0,7.0,9,4,3,422.22,19.0,2.0,3,0,0,0,24.0,2.0
619,37.0,20.0,18,4,3,205.55,18.5,2.0,3,0,0,0,23.5,0.0
620,37.0,29.0,18,4,3,205.55,18.5,2.0,3,0,0,0,23.5,0.0
621,35.0,14.0,10,4,3,350.0,17.5,2.0,3,0,0,0,22.5,2.0
622,62.0,92.0,46,4,2,134.78,31.0,2.0,2,4,0,0,39.0,5.0
623,60.0,69.0,48,4,2,125.0,30.0,2.0,2,4,0,0,38.0,0.0
624,58.0,79.0,48,4,2,120.83,29.0,2.0,2,4,0,0,37.0,5.0
625,58.0,90.0,48,4,2,120.83,29.0,2.0,2,4,0,0,37.0,5.0
626,57.0,95.0,45,4,2,126.66,28.5,2.0,2,4,0,0,36.5,5.0
627,56.0,63.0,36,4,2,155.55,28.0,2.0,2,4,0,0,36.0,0.0
