,BATSMEN,R,M,B,4s,6s,SR
657,RAJadeja,4,19,9,0,0,44.44
658,DJBravo,12,9,4,0,1,300
659,SBadrinath,1,5,1,0,0,100
661,PAPatel?Çá,1,6,5,0,0,20
662,SDhawan,36,44,29,3,0,124.13
663,CLWhite,77,71,53,9,2,145.28
664,KCSangakkara(c),1,5,5,0,0,20
665,DTChristian,27,37,24,2,1,112.5
666,AAshishReddy,3,7,3,0,0,100
667,AAJhunjhunwala,1,1,1,0,0,100
668,GGambhir(c),56,63,36,4,2,155.55
669,BBMcCullum?Çá,42,70,43,5,1,97.67
670,YKPathan,11,30,15,0,0,73.33
671,JHKallis,1,6,4,0,0,25
672,DBDas,15,26,18,0,1,83.33
673,LRShukla,0,3,1,0,0,0
674,MKTiwary,6,5,4,0,0,150
676,RVUthappa?Çá,17,16,14,2,0,121.42
677,MJClarke,1,5,2,0,0,50
678,MKPandey,17,23,15,2,0,113.33
679,SPDSmith,14,21,16,1,0,87.5
680,MManhas,1,4,3,0,0,33.33
681,ADMathews,35,59,27,0,3,129.62
682,SCGanguly(c),36,43,35,4,1,102.85
683,WDParnell,1,4,2,0,0,50
684,BKumar,11,10,7,2,0,157.14
685,MKartik,0,3,0,0,0,-
686,RDravid(c),46,60,39,8,0,117.94
687,AMRahane,5,5,6,1,0,83.33
688,SRWatson,36,29,17,4,2,211.76
689,ALMenaria,34,35,27,1,2,125.92
690,BJHodge,36,28,23,2,2,156.52
691,JBotha,14,19,8,2,0,175
692,STRBinny,0,1,1,0,0,0
694,SEMarsh,34,40,27,5,1,125.92
695,MandeepSingh,7,5,6,0,1,116.66
696,NSaini?Çá,2,19,9,0,0,22.22
697,DJHussey(c),8,8,6,2,0,133.33
698,AzharMahmood,24,34,24,2,1,100
699,GurkeeratSingh,23,37,24,2,0,95.83
700,AMNayar,9,25,8,0,0,112.5
701,PPChawla,5,3,4,1,0,125
702,RJHarris,3,3,5,0,0,60
703,PKumar,7,8,8,1,0,87.5
704,MVijay,41,34,29,4,3,141.37
705,FduPlessis,9,26,11,0,0,81.81
706,SKRaina,36,47,21,3,2,171.42
707,DJBravo,40,55,33,4,1,121.21
708,MSDhoni(c)?Çá,25,22,15,2,1,166.66
709,JAMorkel,3,7,3,0,0,100
710,RAJadeja,9,7,6,0,1,150
711,SBadrinath,1,7,1,0,0,100
712,RAshwin,0,2,1,0,0,0
714,JECFranklin,1,10,9,0,0,11.11
715,SRTendulkar,74,73,44,11,1,168.18
716,RGSharma,60,74,46,6,2,130.43
717,KDKarthik?Çá,11,6,5,2,0,220
718,ATRayudu,0,2,2,0,0,0
719,DRSmith,24,16,9,2,2,266.66
720,RJPeterson,0,4,2,0,0,0
721,HarbhajanSingh(c),0,2,1,0,0,0
722,SLMalinga,0,2,1,0,0,0
723,RPSingh,1,3,1,0,0,100
724,DJHarris,47,50,41,2,4,114.63
725,SDhawan,73,92,52,10,1,140.38
726,CLWhite,45,35,24,2,3,187.5
727,KCSangakkara(c),10,5,3,1,1,333.33
729,TMDilshan,71,77,54,8,2,131.48
730,CHGayle,26,52,22,1,2,118.18
731,VKohli(c),9,10,9,1,0,100
732,AUKPathan,4,1,4,0,0,100
733,ABdeVilliers?Çá,47,32,17,5,3,276.47
734,MAAgarwal,18,9,6,1,2,300
735,JSyedMohammad,4,10,1,1,0,400
736,DAWarner,21,27,19,2,1,110.52
737,VSehwag(c),23,17,9,3,1,255.55
738,DPMDJayawardene,30,45,27,3,1,111.11
739,LRPLTaylor,16,44,27,0,0,59.25
740,IKPathan,36,34,22,4,1,163.63
741,YNagar,10,13,7,1,0,142.85
742,NVOjha?Çá,2,9,6,0,0,33.33
743,MMorkel,0,2,0,0,0,-
744,SNadeem,0,2,2,0,0,0
745,VRAaron,1,1,1,0,0,100
747,BBMcCullum?Çá,56,69,44,7,0,127.27
748,GGambhir(c),36,33,21,4,1,171.42
749,JHKallis,30,34,27,3,0,111.11
750,MKTiwary,8,14,6,0,0,133.33
751,YKPathan,7,19,11,0,0,63.63
752,DBDas,1,5,3,0,0,33.33
753,SCGanguly(c),14,27,18,1,0,77.77
754,MJClarke,16,31,18,1,0,88.88
755,RVUthappa?Çá,13,35,19,0,0,68.42
756,APMajumdar,30,24,20,1,2,150
757,SPDSmith,18,41,22,1,0,81.81
758,ADMathews,11,19,12,0,0,91.66
759,MManhas,11,9,9,1,0,122.22
760,WDParnell,2,4,2,0,0,100
762,RDravid(c),14,29,16,2,0,87.5
763,AMRahane,0,6,3,0,0,0
764,SRWatson,90,71,51,10,4,176.47
765,ALMenaria,18,36,21,1,0,85.71
766,OAShah,4,11,7,0,0,57.14
767,MandeepSingh,75,72,48,8,3,156.25
768,SEMarsh,22,27,20,3,0,110
769,NSaini?Çá,2,4,4,0,0,50
770,DJHussey(c),16,22,16,1,1,100
771,AzharMahmood,14,26,9,2,0,155.55
772,DAMiller,28,23,18,3,1,155.55
773,SDChitnis,6,13,5,0,0,120
775,DJHarris,30,46,29,2,1,103.44
776,SDhawan,8,6,6,1,0,133.33
777,PAPatel?Çá,17,13,13,1,1,130.76
778,CLWhite,8,27,14,1,0,57.14
779,KCSangakkara(c),4,4,6,0,0,66.66
780,PAReddy,24,24,13,2,1,184.61
781,AAJhunjhunwala,19,25,20,0,1,95
782,AAshishReddy,8,8,8,1,0,100
783,JTheron,7,11,6,1,0,116.66
784,AMishra,8,6,5,1,0,160
785,JECFranklin,1,6,6,0,0,16.66
786,SRTendulkar,24,43,27,4,0,88.88
787,RGSharma,0,3,3,0,0,0
788,KDKarthik?Çá,44,67,39,3,1,112.82
789,ATRayudu,22,29,17,2,0,129.41
790,DRSmith,2,7,3,0,0,66.66
791,KAPollard,21,23,13,0,2,161.53
792,HarbhajanSingh(c),20,21,12,3,0,166.66
794,TMDilshan,19,45,25,3,0,76
795,CHGayle,82,89,59,5,6,138.98
796,VKohli(c),36,43,25,1,2,144
797,DJHarris,19,20,17,4,0,111.76
798,SDhawan,84,82,49,9,5,171.42
799,KCSangakkara(c),4,4,5,1,0,80
800,CLWhite,65,66,40,7,2,162.5
801,JPDuminy,13,11,9,2,0,144.44
802,PAPatel?Çá,0,1,0,0,0,-
804,VSehwag(c),4,1,2,1,0,200
805,DAWarner,109,79,54,10,7,201.85
806,NVOjha?Çá,64,77,46,2,5,139.13
807,RDravid(c),4,7,9,1,0,44.44
808,AMRahane,17,39,22,2,0,77.27
809,SRWatson,5,20,11,1,0,45.45
810,STRBinny,27,27,18,3,1,150
811,BJHodge,33,43,28,2,1,117.85
812,JBotha,12,25,20,0,0,60
813,ALMenaria,6,10,5,1,0,120
814,DHYagnik?Çá,10,6,7,2,0,142.85
816,MEKHussey,19,57,32,2,0,59.37
817,MVijay,0,5,5,0,0,0
818,SKRaina,23,22,17,5,0,135.29
819,DJBravo,10,22,15,0,0,66.66
820,MSDhoni(c)?Çá,10,23,16,1,0,62.5
821,RAJadeja,16,22,13,1,1,123.07
822,JAMorkel,18,18,6,1,2,300
823,SAnirudha,18,13,6,1,2,300
824,CHGayle,57,42,31,3,6,183.87
825,TMDilshan,53,79,44,6,1,120.45
826,VKohli(c),9,8,12,1,0,75
827,SSTiwary,36,39,30,3,1,120
828,ABdeVilliers?Çá,9,11,4,0,1,225
830,MDMishra,4,4,4,1,0,100
831,MJClarke,13,21,10,2,0,130
832,MKPandey,0,1,2,0,0,0
833,RVUthappa?Çá,38,36,23,5,1,165.21
834,APMajumdar,31,42,26,4,0,119.23
835,ADMathews,4,8,10,0,0,40
836,SPDSmith(c),24,39,25,1,0,96
837,BKumar,2,5,4,0,0,50
838,ACThomas,7,9,6,1,0,116.66
839,RSharma,0,3,2,0,0,0
840,KUpadhyay,11,7,8,0,1,137.5
841,HHGibbs,66,88,58,7,2,113.79
842,SRTendulkar,2,11,2,0,0,100
843,RGSharma,109,76,60,12,5,181.66
845,MSBisla?Çá,1,6,2,0,0,50
846,GGambhir(c),0,2,2,0,0,0
847,JHKallis,79,94,60,7,3,131.66
848,MKTiwary,27,35,25,4,0,108
849,YKPathan,40,56,31,2,1,129.03
850,DBDas,4,1,1,1,0,400
851,DAWarner,8,10,9,1,0,88.88
852,VSehwag(c),4,2,2,1,0,200
853,NVOjha?Çá,3,21,11,0,0,27.27
854,DPMDJayawardene,8,15,10,1,0,80
855,YVenugopalRao,27,32,24,0,2,112.5
856,YNagar,44,61,47,1,1,93.61
857,IKPathan,13,30,17,0,0,76.47
859,MEKHussey,38,45,32,5,1,118.75
860,MVijay,48,71,40,5,1,120
861,SKRaina,28,25,20,1,2,140
862,RDravid(c),21,19,20,4,0,105
863,AMRahane,61,92,47,7,0,129.78
864,SRWatson,58,47,31,6,4,187.09
865,BJHodge,14,19,14,0,0,100
866,STRBinny,6,8,5,0,0,120
867,JBotha,7,3,3,1,0,233.33
869,SCGanguly(c),2,5,4,0,0,50
870,JDRyder,1,3,2,0,0,50
871,RVUthappa?Çá,6,7,6,1,0,100
872,APMajumdar,9,15,8,2,0,112.5
873,CJFerguson,23,34,26,2,0,88.46
874,SPDSmith,37,41,31,5,0,119.35
875,ADMathews,23,32,19,1,0,121.05
876,BKumar,3,9,5,0,0,60
877,MKartik,8,17,9,0,0,88.88
878,RSharma,0,3,3,0,0,0
879,ANehra,9,7,8,1,0,112.5
880,SDhawan,71,77,50,4,3,142
881,PAPatel?Çá,18,22,16,2,0,112.5
882,KCSangakkara(c),1,4,4,0,0,25
883,CLWhite,67,65,41,8,1,163.41
884,DTChristian,24,13,10,1,2,240
885,PAReddy,0,1,0,0,0,-
887,NSaini?Çá,3,11,10,0,0,30
888,MandeepSingh,28,29,20,5,0,140
889,SEMarsh,11,9,7,2,0,157.14
890,AzharMahmood,31,42,20,2,1,155
891,DJHussey(c),65,64,35,4,5,185.71
892,SDChitnis,11,19,13,1,0,84.61
893,PPChawla,8,2,3,2,0,266.66
894,GurkeeratSingh,29,16,12,4,1,241.66
895,CHGayle,6,10,8,0,1,75
896,TMDilshan,47,92,50,4,1,94
897,VKohli(c),3,2,1,0,0,300
898,SSTiwary,21,25,16,1,2,131.25
899,ABdeVilliers?Çá,14,19,13,1,0,107.69
900,MAAgarwal,64,47,30,6,4,213.33
901,RVinayKumar,1,2,2,0,0,50
902,ZKhan,1,11,3,0,0,33.33
904,HHGibbs,2,7,6,0,0,33.33
905,SRTendulkar,0,4,1,0,0,0
906,RGSharma,5,15,7,1,0,71.42
907,KDKarthik?Çá,16,35,14,3,0,114.28
908,ATRayudu,81,93,54,6,4,150
909,DRSmith,6,5,5,1,0,120
910,KAPollard,52,64,31,5,3,167.74
911,GGambhir(c),62,50,43,6,3,144.18
912,BBMcCullum?Çá,37,46,29,4,1,127.58
913,JHKallis,4,12,9,0,0,44.44
914,MKTiwary,12,20,14,1,0,85.71
915,YKPathan,11,9,8,0,1,137.5
916,DBDas,19,15,10,2,1,190
917,LRShukla,9,10,6,0,1,150
918,RBhatia,1,2,1,0,0,100
920,MEKHussey,56,47,39,4,4,143.58
921,MVijay,36,49,25,5,1,144
922,SKRaina,8,15,10,1,0,80
923,FduPlessis,13,33,16,0,0,81.25
924,MSDhoni(c)?Çá,28,31,21,3,1,133.33
925,DJBravo,11,16,7,0,1,157.14
926,RAJadeja,3,4,2,0,0,150
927,MandeepSingh,21,23,12,5,0,175
928,SEMarsh,13,13,15,3,0,86.66
929,NSaini?Çá,15,18,15,2,0,100
930,DJHussey(c),40,69,35,5,1,114.28
931,DAMiller,4,11,7,0,0,57.14
932,AzharMahmood,9,9,7,1,0,128.57
933,GurkeeratSingh,8,3,5,2,0,160
934,PPChawla,10,20,14,0,0,71.42
935,PKumar,8,4,5,1,0,160
936,PAwana,4,8,5,0,0,80
938,DAWarner,14,10,8,3,0,175
939,VSehwag(c),8,15,9,0,1,88.88
940,YVenugopalRao,7,14,7,1,0,100
941,DPMDJayawardene,56,71,49,8,0,114.28
942,LRPLTaylor,0,1,2,0,0,0
943,NVOjha?Çá,34,33,29,3,2,117.24
944,IKPathan,19,25,10,3,0,190
945,GGambhir(c),27,40,23,3,1,117.39
946,BBMcCullum?Çá,1,4,5,0,0,20
947,JHKallis,0,1,1,0,0,0
948,MKTiwary,41,58,43,2,2,95.34
949,ShakibAlHasan,13,19,12,1,0,108.33
950,YKPathan,21,40,21,2,0,100
951,DBDas,2,6,3,0,0,66.66
952,RBhatia,12,17,7,2,0,171.42
953,SPNarine,9,10,6,2,0,150
955,HHGibbs,13,23,24,1,0,54.16
956,SRTendulkar,27,45,24,3,1,112.5
957,KDKarthik?Çá,21,29,26,3,0,80.76
958,RGSharma,12,38,14,1,0,85.71
959,ATRayudu,11,13,8,0,1,137.5
960,KAPollard,8,7,5,1,0,160
961,DRSmith,0,1,1,0,0,0
962,HarbhajanSingh(c),1,1,2,0,0,50
963,SLMalinga,8,10,6,0,1,133.33
964,RPSingh,3,7,5,0,0,60
965,MMPatel,0,1,0,0,0,-
966,MVijay,10,13,14,2,0,71.42
967,MEKHussey,7,19,10,1,0,70
968,SKRaina,17,20,13,0,2,130.76
969,MSDhoni(c)?Çá,6,28,16,1,0,37.5
970,DJBravo,48,59,43,2,3,111.62
971,RAJadeja,13,21,14,2,0,92.85
972,JAMorkel,14,17,8,1,1,175
973,SAnirudha,1,13,1,0,0,100
974,RAshwin,0,1,1,0,0,0
976,ACGilchrist(c)?Çá,64,82,46,9,2,139.13
977,MandeepSingh,24,27,21,5,0,114.28
978,NSaini,1,2,4,0,0,25
979,DJHussey,9,9,9,1,0,100
980,SDChitnis,11,27,12,1,0,91.66
981,AzharMahmood,9,8,7,2,0,128.57
982,CHGayle,128,95,62,7,13,206.45
983,TMDilshan,10,10,7,2,0,142.85
984,VKohli(c),73,84,53,9,1,137.73
986,UBTChand,18,19,10,2,1,180
987,DAWarner,15,7,9,2,1,166.66
988,YVenugopalRao,36,46,24,4,1,150
989,DPMDJayawardene(c),9,18,14,0,0,64.28
990,LRPLTaylor,55,43,26,7,2,211.53
991,NVOjha?Çá,13,23,12,1,0,108.33
992,ADRussell,31,21,15,1,3,206.66
993,IKPathan,4,7,4,0,0,100
994,PNegi,6,11,4,1,0,150
995,UTYadav,0,1,2,0,0,0
996,RDravid(c),39,53,36,5,0,108.33
997,AMRahane,6,5,7,1,0,85.71
998,SRWatson,13,21,13,1,1,100
999,STRBinny,7,9,8,1,0,87.5
1000,OAShah,28,58,32,1,0,87.5
1001,ALMenaria,20,26,17,1,1,117.64
1002,JBotha,3,8,4,0,0,75
1003,SPGoswami?Çá,3,4,3,0,0,100
1004,AChandila,0,1,1,0,0,0
1006,PAReddy,42,54,35,4,1,120
1007,SDhawan,26,39,24,2,2,108.33
1008,JPDuminy,24,46,31,0,0,77.41
1009,CLWhite(c),1,4,4,0,0,25
1010,CALynn,6,12,9,1,0,66.66
1011,PAPatel?Çá,10,15,5,1,0,200
1012,AAshishReddy,10,3,4,2,0,250
1013,ACGilchrist(c)?Çá,9,17,12,2,0,75
1014,MandeepSingh,0,5,1,0,0,0
1015,PCValthaty,2,17,10,0,0,20
1016,DJHussey,3,11,6,0,0,50
1017,SDChitnis,38,48,32,5,1,118.75
1018,AzharMahmood,36,59,38,4,1,94.73
1019,GurkeeratSingh,26,18,11,4,1,236.36
1020,PPChawla,1,3,2,0,0,50
1021,RJHarris,15,6,6,1,1,250
1022,PKumar,3,3,2,0,0,150
1024,UBTChand,18,46,24,0,2,75
1025,DAWarner,79,62,44,10,4,179.54
1026,YVenugopalRao,21,43,19,2,1,110.52
1027,IKPathan,5,7,7,1,0,71.42
1028,DPMDJayawardene(c),8,12,10,1,0,80
1029,NVOjha?Çá,5,6,6,1,0,83.33
1030,BBMcCullum?Çá,41,73,43,5,0,95.34
1031,GGambhir(c),10,19,12,1,0,83.33
1032,JHKallis,13,16,18,1,0,72.22
1033,ShakibAlHasan,42,44,30,3,2,140
1034,MKTiwary,8,19,9,0,0,88.88
1035,YKPathan,15,11,10,2,0,150
1037,RVUthappa?Çá,8,10,8,1,0,100
1038,JDRyder,22,44,24,0,2,91.66
1039,MJClarke,13,22,18,0,0,72.22
1040,SCGanguly(c),5,17,8,0,0,62.5
1041,APMajumdar,17,27,22,0,0,77.27
1042,CJFerguson,12,28,18,0,0,66.66
1043,HarpreetSingh,6,10,6,0,0,100
1044,WDParnell,3,6,5,0,0,60
1045,BKumar,3,8,6,0,0,50
1046,AGMurtaza,3,4,5,0,0,60
