,BATSMEN,R,M,B,4s,6s,SR
97,SCGanguly(c),20,19,18,3,0,111.11
98,MNSamuels,46,46,39,4,2,117.94
99,RVUthappa?Çá,40,59,33,2,2,121.21
100,CJFerguson,3,7,6,0,0,50
101,SPDSmith,25,17,12,0,3,208.33
102,MKPandey,12,11,4,1,1,300
103,RSharma,0,2,2,0,0,0
105,ACGilchrist(c)?Çá,6,16,11,1,0,54.54
106,PCValthaty,1,9,5,0,0,20
107,MandeepSingh,24,37,23,3,0,104.34
108,AMNayar,24,44,28,2,0,85.71
109,DJHussey,18,19,17,0,1,105.88
110,PPChawla,16,11,8,2,1,200
111,ADMascarenhas,5,13,5,0,0,100
112,BipulSharma,35,23,18,3,2,194.44
113,JPFaulkner,3,10,4,0,0,75
114,PKumar,1,4,2,0,0,50
115,PAPatel?Çá,1,6,5,0,0,20
116,SDhawan,41,30,24,2,4,170.83
117,BChipli,1,5,6,0,0,16.66
118,DTChristian,39,73,36,1,2,108.33
119,KCSangakkara(c),14,30,19,1,0,73.68
120,CLWhite,30,36,22,1,2,136.36
121,DBRaviTeja,4,1,2,1,0,200
122,AMishra,0,2,2,0,0,0
123,DWSteyn,2,4,2,0,0,100
124,AnkitSharma,1,1,2,0,0,50
126,TLSuman,5,7,9,1,0,55.55
127,RELevi,3,15,9,0,0,33.33
128,RGSharma,73,84,50,4,5,146
129,ATRayudu,19,30,24,1,0,79.16
130,KAPollard,24,21,18,0,3,133.33
131,KDKarthik?Çá,7,12,6,1,0,116.66
132,JECFranklin,7,10,4,1,0,175
133,JHKallis,22,28,23,3,1,95.65
134,GGambhir(c),64,77,39,9,1,164.1
135,MSBisla?Çá,46,29,29,2,3,158.62
136,YKPathan,1,3,3,0,0,33.33
137,MKTiwary,2,17,5,0,0,40
138,RNtenDoeschate,3,5,4,0,0,75
139,ShakibAlHasan,4,8,4,0,0,100
140,LRShukla,5,10,8,0,0,62.5
141,BLee,8,8,4,0,1,200
142,RBhatia,4,3,1,1,0,400
144,CAPujara,6,9,9,0,1,66.66
145,CHGayle,2,17,8,0,0,25
146,VKohli,6,20,14,1,0,42.85
147,ABdeVilliers?Çá,10,19,10,1,0,100
148,SSTiwary,18,45,19,1,0,94.73
149,MAAgarwal,5,11,6,0,0,83.33
150,DLVettori(c),20,13,12,3,1,166.66
151,RVinayKumar,25,34,26,0,1,96.15
152,HVPatel,10,15,9,1,0,111.11
153,ZKhan,11,6,7,1,0,157.14
154,FduPlessis,15,14,12,3,0,125
155,MVijay,0,1,0,0,0,-
156,SKRaina,17,28,16,0,2,106.25
157,SBadrinath,15,31,16,1,1,93.75
158,RAJadeja,13,18,17,1,0,76.47
159,DJBravo,22,32,31,1,0,70.96
160,MSDhoni(c)?Çá,11,23,18,0,0,61.11
161,JAMorkel,2,12,3,0,0,66.66
162,RAshwin,8,3,5,1,0,160
163,SBJakati,1,2,2,0,0,50
165,NVOjha?Çá,14,17,12,3,0,116.66
166,VSehwag(c),33,26,21,4,1,157.14
167,KPPietersen,43,36,26,3,2,165.38
168,DPMDJayawardene,20,27,21,1,0,95.23
169,RELevi,29,39,22,4,1,131.81
170,TLSuman,10,13,10,0,1,100
171,RGSharma,21,14,13,2,1,161.53
172,ATRayudu,47,64,32,1,3,146.87
173,KAPollard,64,39,33,6,4,193.93
174,KDKarthik?Çá,0,3,1,0,0,0
175,JECFranklin,2,4,3,0,0,66.66
176,HarbhajanSingh(c),18,4,6,1,2,300
178,RDravid(c),3,6,5,0,0,60
179,AMRahane,40,50,31,4,2,129.03
180,SPGoswami?Çá,0,1,1,0,0,0
181,OAShah,76,57,42,5,5,180.95
182,ALMenaria,20,38,15,2,1,133.33
183,JBotha,2,2,3,0,0,66.66
184,KKCooper,14,14,6,0,2,233.33
185,AAChavan,4,6,2,1,0,200
186,GBHogg,2,12,5,0,0,40
187,ASingh,0,1,3,0,0,0
188,SKTrivedi,5,8,6,0,0,83.33
189,MAAgarwal,45,23,26,5,3,173.07
190,CHGayle,68,80,35,2,6,194.28
191,VKohli,57,32,46,5,2,123.91
192,ABdeVilliers?Çá,4,5,2,1,0,200
193,SSTiwary,8,6,6,1,0,133.33
194,RRBhatkal,0,4,2,0,0,0
195,CAPujara,0,1,1,0,0,0
196,DLVettori(c),1,1,1,0,0,100
197,RVinayKumar,6,1,1,0,1,600
198,ZKhan,0,1,0,0,0,-
200,MVijay,11,22,15,1,0,73.33
201,FduPlessis,71,54,46,5,4,154.34
202,SKRaina,23,14,14,3,1,164.28
203,MSDhoni(c)?Çá,41,41,24,1,2,170.83
204,DJBravo,25,33,15,2,1,166.66
205,JAMorkel,28,8,7,2,3,400
206,RAJadeja,4,9,1,1,0,400
207,JDRyder,7,13,11,1,0,63.63
208,SCGanguly(c),16,28,9,3,0,177.77
209,MNSamuels,2,17,12,0,0,16.66
210,RVUthappa?Çá,17,33,16,0,1,106.25
211,ADMathews,11,14,9,2,0,122.22
212,MManhas,31,40,28,3,1,110.71
213,SPDSmith,13,12,13,1,0,100
214,MKPandey,0,6,3,0,0,0
215,RSharma,2,7,4,0,0,50
216,ANehra,2,9,4,0,0,50
217,ABDinda,2,6,5,0,0,40
219,PCValthaty,0,1,1,0,0,0
220,ACGilchrist(c)?Çá,21,36,17,3,0,123.52
221,SEMarsh,64,79,54,7,1,118.51
222,MandeepSingh,10,17,10,1,0,100
223,PPChawla,21,26,24,3,0,87.5
224,RDravid(c),28,36,27,5,0,103.7
225,AMRahane,19,27,16,3,0,118.75
226,ALMenaria,1,5,6,0,0,16.66
227,SPGoswami?Çá,24,37,22,1,1,109.09
228,OAShah,31,43,33,3,0,93.93
229,BJHodge,12,19,9,0,1,133.33
230,JBotha,6,10,7,1,0,85.71
232,JHKallis,31,48,38,3,0,81.57
233,GGambhir(c),11,18,11,2,0,100
234,MSBisla?Çá,29,48,29,3,0,100
235,MKTiwary,24,29,18,1,1,133.33
236,ShakibAlHasan,16,21,10,1,1,160
237,YKPathan,7,15,7,1,0,100
238,RNtenDoeschate,7,4,3,0,1,233.33
239,FduPlessis,43,40,33,5,2,130.3
240,MVijay,8,24,11,0,0,72.72
241,SKRaina,20,30,19,2,0,105.26
242,MSDhoni(c)?Çá,26,52,28,1,0,92.85
243,RAJadeja,44,39,26,4,2,169.23
244,JAMorkel,3,6,3,0,0,100
245,DJBravo,5,4,2,1,0,250
247,RVUthappa?Çá,10,12,7,0,1,142.85
248,JDRyder,73,91,56,7,1,130.35
249,SCGanguly(c),16,22,16,1,0,100
250,MNSamuels,8,18,15,0,0,53.33
251,SPDSmith,44,36,22,4,3,200
252,ACGilchrist(c)?Çá,5,11,9,0,0,55.55
253,MandeepSingh,38,56,34,3,1,111.76
254,SEMarsh,1,7,6,0,0,16.66
255,DJHussey,32,48,31,1,1,103.22
256,PDogra,6,23,11,0,0,54.54
257,BipulSharma,12,18,11,0,1,109.09
258,ADMascarenhas,0,2,1,0,0,0
259,PPChawla,13,14,8,0,1,162.5
260,PKumar,0,1,1,0,0,0
261,HarmeetSingh,14,6,6,3,0,233.33
262,BABhatt,6,2,2,0,1,300
264,JHKallis,1,8,5,0,0,20
265,GGambhir(c),22,17,13,4,0,169.23
266,MSBisla?Çá,27,46,25,1,1,108
267,MKTiwary,20,33,27,1,0,74.07
268,ShakibAlHasan,4,14,8,0,0,50
269,YKPathan,0,1,3,0,0,0
270,DBDas,35,35,23,3,1,152.17
271,RNtenDoeschate,11,22,14,1,0,78.57
272,RBhatia,3,3,2,0,0,150
273,RDravid(c),25,40,32,2,0,78.12
274,AMRahane,103,86,60,12,5,171.66
275,OAShah,60,37,26,5,5,230.76
276,BJHodge,1,7,2,0,0,50
278,MAAgarwal,34,20,21,3,3,161.9
279,CHGayle,8,22,9,0,1,88.88
280,VKohli,22,29,18,2,0,122.22
281,ABdeVilliers?Çá,6,16,9,0,0,66.66
282,SSTiwary,17,27,16,0,1,106.25
283,MKaif,14,24,16,1,0,87.5
284,DLVettori(c),1,2,2,0,0,50
285,RVinayKumar,11,12,9,1,0,122.22
286,ZKhan,0,10,3,0,0,0
287,SAravind,14,12,8,3,0,175
288,MMuralitharan,6,9,8,0,0,75
289,RELevi,1,14,4,0,0,25
290,DJJacobs,0,7,10,0,0,0
291,RGSharma,29,37,27,5,0,107.4
292,ATRayudu,4,16,11,0,0,36.36
293,KAPollard,1,6,3,0,0,33.33
294,KDKarthik?Çá,3,10,4,0,0,75
295,HarbhajanSingh(c),33,41,22,5,1,150
296,CJMcKay,8,21,15,0,0,53.33
297,RPSingh,0,4,4,0,0,0
298,PPOjha,3,15,12,0,0,25
299,MMPatel,1,4,5,0,0,20
301,NVOjha?Çá,13,23,15,2,0,86.66
302,VSehwag(c),32,55,36,2,1,88.88
303,KPPietersen,9,11,8,1,0,112.5
304,DPMDJayawardene,17,32,20,1,0,85
305,LRPLTaylor,11,12,10,1,0,110
306,KCSangakkara(c)?Çá,44,46,32,5,1,137.5
307,SDhawan,52,57,43,8,0,120.93
308,DTChristian,29,44,19,2,1,152.63
309,JPDuminy,58,33,26,3,5,223.07
311,RDravid(c),42,26,24,7,1,175
312,AMRahane,44,65,31,5,1,141.93
313,ALMenaria,22,28,20,1,1,110
314,OAShah,12,16,11,1,0,109.09
315,BJHodge,48,30,21,6,2,228.57
316,JBotha,14,19,9,0,1,155.55
317,DHYagnik?Çá,9,9,3,2,0,300
318,RVUthappa?Çá,69,60,45,9,2,153.33
319,JDRyder,34,32,22,4,1,154.54
320,SCGanguly(c),6,22,8,0,0,75
321,MNSamuels,34,29,20,1,2,170
322,SPDSmith,16,20,14,0,1,114.28
323,ADMathews,10,10,7,0,1,142.85
324,MManhas,6,9,4,1,0,150
325,BKumar,0,2,0,0,0,-
327,TMDilshan,4,12,8,0,0,50
328,CHGayle,81,76,48,4,8,168.75
329,MAAgarwal,9,18,10,0,1,90
330,VKohli,16,26,19,1,0,84.21
331,SSTiwary,36,46,23,1,2,156.52
332,ABdeVilliers?Çá,33,26,14,2,3,235.71
333,ACGilchrist(c)?Çá,40,42,30,3,1,133.33
334,PCValthaty,8,14,8,1,0,100
335,SEMarsh,33,52,30,4,0,110
336,MandeepSingh,6,17,10,0,0,60
337,DJHussey,10,26,14,0,0,71.42
338,PDogra,6,18,8,0,0,75
339,ADMascarenhas,9,10,10,1,0,90
340,PPChawla,9,11,10,0,0,90
342,BBMcCullum,15,25,18,3,0,83.33
343,GGambhir(c),66,71,44,7,1,150
344,MSBisla?Çá,11,18,14,0,1,78.57
345,JHKallis,30,26,23,2,1,130.43
346,KCSangakkara(c),1,9,7,0,0,14.28
347,SDhawan,44,40,29,5,1,151.72
348,PAPatel?Çá,45,42,27,5,1,166.66
349,DTChristian,19,30,21,1,0,90.47
350,JPDuminy,4,6,5,0,0,80
351,BChipli,25,30,17,3,1,147.05
352,AAJhunjhunwala,4,4,5,1,0,80
353,DWSteyn,2,2,3,0,0,66.66
354,AMishra,6,9,6,0,0,100
355,AnkitSharma,1,2,1,0,0,100
357,NVOjha?Çá,1,2,4,0,0,25
358,VSehwag(c),7,16,5,1,0,140
359,KPPietersen,103,92,64,6,9,160.93
360,DPMDJayawardene,6,6,5,1,0,120
361,LRPLTaylor,13,22,11,1,0,118.18
362,IKPathan,5,21,11,0,0,45.45
363,YNagar,23,26,15,3,0,153.33
364,FduPlessis,58,79,48,4,2,120.83
365,SBadrinath,57,81,48,8,0,118.75
366,SKRaina,0,6,2,0,0,0
367,MSDhoni(c)?Çá,28,24,12,3,1,233.33
368,DJBravo,12,12,8,0,1,150
369,RAJadeja,7,6,3,0,1,233.33
371,RVUthappa?Çá,8,7,5,2,0,160
372,JDRyder,9,12,10,2,0,90
373,SCGanguly(c),24,19,26,4,0,92.3
374,MKPandey,13,11,6,0,1,216.66
375,MNSamuels,26,32,24,2,1,108.33
376,SPDSmith,23,44,21,0,0,109.52
377,ADMathews,27,33,22,1,0,122.72
378,BKumar,2,14,4,0,0,50
379,MKartik,4,6,3,0,0,133.33
380,NSaini?Çá,14,11,12,1,0,116.66
381,PCValthaty,6,22,12,1,0,50
382,SEMarsh,26,24,17,3,1,152.94
383,DJHussey(c),41,44,34,4,0,120.58
384,DAMiller,8,23,13,0,0,61.53
385,MandeepSingh,20,27,15,0,0,133.33
386,AzharMahmood,33,24,14,3,2,235.71
387,PPChawla,7,3,3,1,0,233.33
389,MAAgarwal,1,6,3,0,0,33.33
390,CHGayle,87,89,56,8,4,155.35
391,VKohli,4,4,4,1,0,100
392,SSTiwary,4,14,7,0,0,57.14
393,ABdeVilliers,52,67,39,6,0,133.33
394,ABMcDonald,8,9,6,1,0,133.33
395,DLVettori(c),2,4,3,0,0,66.66
396,RDravid(c),26,44,28,3,1,92.85
397,AMRahane,15,19,10,3,0,150
398,OAShah,52,68,43,4,3,120.93
399,ALMenaria,36,38,34,2,1,105.88
400,BJHodge,3,3,5,0,0,60
402,SBadrinath,15,31,22,1,0,68.18
403,FduPlessis,73,78,52,6,2,140.38
404,SKRaina,26,49,24,3,0,108.33
405,MSDhoni(c)?Çá,15,20,12,1,0,125
406,DJBravo,16,17,10,1,0,160
407,RVUthappa?Çá,10,16,13,2,0,76.92
408,JDRyder,86,90,58,7,4,148.27
409,SCGanguly(c),41,47,35,5,1,117.14
410,SPDSmith,34,28,13,4,2,261.53
411,ADMathews,6,2,2,1,0,300
413,DPMDJayawardene,7,10,7,1,0,100
414,VSehwag(c),57,63,32,5,4,178.12
415,KPPietersen,32,34,23,1,3,139.13
416,IKPathan,15,14,11,0,1,136.36
417,PNegi,8,13,8,1,0,100
418,LRPLTaylor,12,27,13,1,0,92.3
419,YNagar,24,28,19,3,0,126.31
420,NVOjha?Çá,11,14,6,0,1,183.33
421,MMorkel,1,4,1,0,0,100
422,JECFranklin,79,91,51,6,4,154.9
423,SRTendulkar,23,40,23,3,0,100
424,RGSharma,2,4,5,0,0,40
425,KDKarthik?Çá,35,29,20,5,0,175
426,KAPollard,7,10,10,1,0,70
427,HarbhajanSingh(c),4,7,3,1,0,133.33
428,NLTCPerera,4,9,5,0,0,80
429,ATRayudu,3,8,3,0,0,100
431,NSaini?Çá,30,29,25,5,0,120
432,MandeepSingh,24,40,21,3,0,114.28
433,SEMarsh,68,66,40,5,3,170
434,DJHussey(c),21,28,19,2,0,110.52
435,AzharMahmood,10,13,7,0,1,142.85
436,DAMiller,5,12,5,0,0,100
437,KCSangakkara(c),12,23,15,1,0,80
438,SDhawan,50,76,50,4,1,100
439,PAPatel?Çá,23,31,19,2,0,121.05
440,CLWhite,10,13,9,1,0,111.11
441,JPDuminy,16,30,15,1,0,106.66
442,IRJaggi,3,9,7,0,0,42.85
443,AnkitSharma,1,5,2,0,0,50
444,DWSteyn,7,4,3,0,1,233.33
445,AMishra,1,2,1,0,0,100
447,BBMcCullum,10,13,9,1,0,111.11
448,GGambhir(c),30,48,28,4,0,107.14
449,MSBisla?Çá,10,19,13,2,0,76.92
450,JHKallis,23,46,24,2,0,95.83
451,YKPathan,6,4,4,0,1,150
452,MKTiwary,30,44,28,2,0,107.14
453,DBDas,9,17,8,1,0,112.5
454,VKohli,16,14,16,2,0,100
455,TMDilshan,76,95,58,10,1,131.03
456,MAAgarwal,15,30,17,2,0,88.23
457,CHGayle,4,7,8,0,0,50
458,ABdeVilliers?Çá,59,41,23,3,5,256.52
460,RDravid(c),58,61,42,8,0,138.09
461,AMRahane,13,35,18,1,0,72.22
462,OAShah,10,15,15,0,1,66.66
463,SPGoswami?Çá,1,3,2,0,0,50
464,BJHodge,10,12,8,1,0,125
465,STRBinny,20,29,18,2,0,111.11
466,KKCooper,8,7,6,2,0,133.33
467,GBHogg,13,14,11,1,0,118.18
468,JDRyder,0,1,2,0,0,0
469,MKPandey,80,82,56,7,3,142.85
470,SCGanguly(c),1,4,4,0,0,25
471,RVUthappa?Çá,60,75,58,6,0,103.44
473,DPMDJayawardene,18,14,14,3,0,128.57
474,VSehwag(c),87,75,48,10,3,181.25
475,KPPietersen,27,39,21,1,2,128.57
476,LRPLTaylor,9,20,13,0,0,69.23
477,NSaini?Çá,17,35,22,2,0,77.27
478,MandeepSingh,22,22,16,4,0,137.5
479,SEMarsh,17,35,26,1,0,65.38
480,DJHussey(c),68,60,40,4,4,170
481,DAMiller,34,37,17,1,3,200
483,JECFranklin,22,36,22,2,0,100
484,SRTendulkar,34,45,29,4,0,117.24
485,RGSharma,50,48,30,3,3,166.66
486,KDKarthik?Çá,3,7,6,0,0,50
487,KAPollard,3,11,7,0,0,42.85
488,ATRayudu,34,38,17,2,2,200
489,HarbhajanSingh(c),0,1,2,0,0,0
490,RJPeterson,16,16,7,2,1,228.57
491,PAPatel?Çá,24,24,18,3,1,133.33
492,SDhawan,16,17,11,1,1,145.45
493,CLWhite,78,64,46,6,5,169.56
494,KCSangakkara(c),12,23,14,1,0,85.71
495,JPDuminy,26,46,24,0,1,108.33
496,IRJaggi,10,14,7,0,0,142.85
498,MKPandey,21,22,20,2,1,105
499,JDRyder,7,7,6,1,0,116.66
500,SCGanguly(c),23,36,20,3,1,115
501,RVUthappa?Çá,29,39,27,2,1,107.4
502,MNSamuels,3,21,8,0,0,37.5
503,SPDSmith,26,14,13,0,3,200
504,MManhas,22,36,14,0,2,157.14
505,ACThomas,12,22,9,0,1,133.33
506,BKumar,7,2,4,1,0,175
507,DPMDJayawardene,55,65,42,8,0,130.95
508,VSehwag(c),73,76,39,8,4,187.17
509,KPPietersen,50,37,26,6,3,192.3
510,IKPathan,0,1,1,0,0,0
511,LRPLTaylor,15,12,7,0,2,214.28
512,YNagar,0,1,1,0,0,0
513,NVOjha?Çá,5,9,4,0,0,125
515,ACBlizzard,0,1,3,0,0,0
516,SRTendulkar,7,9,7,0,1,100
517,RGSharma,12,11,6,1,1,200
518,KDKarthik?Çá,40,47,28,7,0,142.85
519,ATRayudu,62,53,39,5,3,158.97
520,KAPollard,16,11,9,1,1,177.77
521,RJPeterson,2,8,2,0,0,100
522,HarbhajanSingh(c),15,21,12,2,0,125
523,SLMalinga,11,16,13,1,0,84.61
524,RPSingh,1,1,1,0,0,100
525,MandeepSingh,56,79,50,5,1,112
526,SEMarsh,32,33,22,4,1,145.45
527,AzharMahmood,18,17,12,0,2,150
528,DAMiller,19,20,15,2,0,126.66
529,DJHussey(c),7,9,4,1,0,175
530,BipulSharma,7,10,5,1,0,140
531,PPChawla,0,2,2,0,0,0
532,NSaini?Çá,6,10,4,1,0,150
533,PKumar,6,7,6,0,0,100
534,PAwana,0,1,0,0,0,-
536,FduPlessis,29,23,20,3,2,145
537,SBadrinath,25,34,18,4,0,138.88
538,SKRaina,15,23,17,1,0,88.23
539,WPSaha,6,23,14,0,0,42.85
540,RAJadeja,17,19,11,1,1,154.54
541,MSDhoni(c)?Çá,1,3,4,0,0,25
542,DJBravo,30,26,21,0,2,142.85
543,JAMorkel,8,23,9,0,0,88.88
544,KMDNKulasekara,5,8,3,1,0,166.66
545,RAshwin,7,6,3,1,0,233.33
546,BBMcCullum?Çá,43,52,37,8,0,116.21
547,GGambhir(c),93,91,51,9,5,182.35
548,JHKallis,41,43,27,1,3,151.85
549,YKPathan,7,7,4,0,1,175
550,MKTiwary,1,2,1,0,0,100
552,TMDilshan,1,2,3,0,0,33.33
553,CHGayle,86,90,58,7,6,148.27
554,VKohli,18,20,19,3,0,94.73
555,ABdeVilliers?Çá,0,1,1,0,0,0
556,SSTiwary,19,32,22,1,1,86.36
557,MAAgarwal,10,21,13,1,0,76.92
558,DLVettori(c),4,11,4,0,0,100
559,RVinayKumar,0,1,1,0,0,0
560,DPMDJayawardene,6,7,5,1,0,120
561,VSehwag(c),63,60,39,8,2,161.53
562,KPPietersen,5,3,5,1,0,100
563,LRPLTaylor,25,55,35,0,0,71.42
564,YNagar,27,32,20,2,2,135
565,NVOjha?Çá,11,15,11,0,1,100
566,IKPathan,7,11,5,1,0,140
567,ABAgarkar,0,1,0,0,0,-
569,RDravid(c),40,58,38,5,0,105.26
570,AMRahane,84,89,63,9,1,133.33
571,BJHodge,22,25,18,3,0,122.22
572,OAShah,1,4,1,0,0,100
573,FduPlessis,3,8,4,0,0,75
574,MEKHussey,18,24,19,2,0,94.73
575,SKRaina,44,54,34,4,1,129.41
576,DJBravo,12,25,12,0,1,100
577,MSDhoni(c)?Çá,34,46,30,2,0,113.33
578,RAJadeja,9,21,13,0,0,69.23
579,JAMorkel,13,11,8,0,0,162.5
581,GGambhir(c),63,92,52,6,1,121.15
582,BBMcCullum?Çá,2,12,8,0,0,25
583,JHKallis,26,48,31,1,1,83.87
584,MKTiwary,13,18,13,1,0,100
585,YKPathan,12,21,11,0,0,109.09
586,DBDas,11,10,4,2,0,275
587,LRShukla,0,1,0,0,0,-
588,PAPatel?Çá,0,1,1,0,0,0
589,SDhawan,13,20,18,2,0,72.22
590,CLWhite,74,96,45,4,4,164.44
591,KCSangakkara(c),82,74,52,10,2,157.69
592,JPDuminy,4,7,3,0,0,133.33
593,BBSamantray,2,2,2,0,0,100
595,MKPandey,0,1,1,0,0,0
596,MJClarke,41,62,31,7,0,132.25
597,SCGanguly(c),45,65,40,5,1,112.5
598,SPDSmith,47,44,27,3,2,174.07
599,RVUthappa?Çá,26,31,18,1,1,144.44
600,MManhas,7,5,4,0,1,175
601,MNSamuels,1,1,1,0,0,100
602,RDravid(c),57,76,43,7,0,132.55
603,AMRahane,42,36,32,7,0,131.25
604,SRWatson,8,7,9,0,1,88.88
605,OAShah,1,4,3,0,0,33.33
606,BJHodge,1,3,2,0,0,50
607,ALMenaria,2,2,4,0,0,50
608,SPGoswami?Çá,18,27,21,1,0,85.71
609,AAChavan,7,7,6,1,0,116.66
611,DPMDJayawardene,0,2,3,0,0,0
612,VSehwag(c),73,70,38,12,1,192.1
613,KPPietersen,36,47,34,3,1,105.88
614,LRPLTaylor,6,7,5,1,0,120
615,YNagar,9,15,9,1,0,100
616,NVOjha?Çá,11,3,3,1,1,366.66
617,MAAgarwal,7,6,9,0,1,77.77
618,CHGayle,71,65,42,6,4,169.04
619,VKohli,45,66,42,3,2,107.14
620,ABdeVilliers?Çá,17,20,13,1,1,130.76
621,ABMcDonald,9,10,10,1,0,90
622,AUKPathan,2,4,3,0,0,66.66
623,SSTiwary,1,2,1,0,0,100
625,MandeepSingh,43,40,30,6,1,143.33
626,SEMarsh,8,21,10,1,0,80
627,NSaini?Çá,50,48,36,5,0,138.88
628,DJHussey(c),45,42,29,2,4,155.17
629,AzharMahmood,2,5,4,0,0,50
630,AMNayar,2,8,3,0,0,66.66
631,PDogra,3,9,5,0,0,60
632,PPChawla,6,7,2,0,1,300
633,JECFranklin,25,37,23,3,1,108.69
634,SRTendulkar,34,59,35,4,0,97.14
635,RGSharma,3,6,5,0,0,60
636,RJPeterson,13,23,14,1,0,92.85
637,KDKarthik?Çá,18,42,22,1,0,81.81
638,ATRayudu,1,7,3,0,0,33.33
639,NLTCPerera,0,4,4,0,0,0
640,HarbhajanSingh(c),0,2,1,0,0,0
641,SLMalinga,14,15,14,1,1,100
642,PPOjha,1,1,1,0,0,100
644,RVUthappa?Çá,18,17,18,2,1,100
645,JDRyder,9,30,13,1,0,69.23
646,MJClarke,14,21,15,2,0,93.33
647,SCGanguly(c),16,53,24,1,0,66.66
648,SPDSmith,2,5,6,0,0,33.33
649,MManhas,42,59,34,5,0,123.52
650,WDParnell,2,8,4,0,0,50
651,BKumar,10,11,6,1,0,166.66
652,FduPlessis,42,63,35,2,1,120
653,MVijay,14,10,11,2,0,127.27
654,SKRaina,32,34,24,2,2,133.33
655,MSDhoni(c)?Çá,34,51,28,2,0,121.42
656,JAMorkel,13,9,9,1,0,144.44
