,BATSMEN,R,M,B,4s,6s,SR,sumpts_r,sumpts_4,sumpts_6,sumpts_50,sumpts_100,sumpts_sr,total
1325,PAPatel,12,13,9,2,0,133.33,6,1,0,0,0,0,7
1326,QdeKock,2,8,8,0,0,25,1,0,0,0,0,-3,-2
1327,GHVihari,1,15,8,0,0,12.5,0.5,0,0,0,0,-3,-2.5
1328,CLWhite,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1329,BBSamantray,37,54,37,3,1,100,18.5,1.5,1,0,0,0,21
1330,KVSharma,7,21,13,0,0,53.84,3.5,0,0,0,0,-2,1.5
1331,NLTCPerera,2,5,4,0,0,50,1,0,0,0,0,-2,-1
1332,AMishra,30,42,24,3,0,125,15,1.5,0,0,0,0,16.5
1333,AAshishReddy,19,24,15,0,1,126.66,9.5,0,1,0,0,0,10.5
1334,DWSteyn,4,1,1,1,0,400,2,0.5,0,0,0,0,2.5
1335,RVUthappa,22,19,14,4,0,157.14,11,2,0,0,0,0,13
1336,AJFinch,16,21,13,3,0,123.07,8,1.5,0,0,0,0,9.5
1337,TLSuman,12,17,14,1,0,85.71,6,0.5,0,0,0,0,6.5
1338,SPDSmith,17,33,25,0,0,68,8.5,0,0,0,0,-1,7.5
1339,ADMathews,20,46,24,1,0,83.33,10,0.5,0,0,0,0,10.5
1340,MRMarsh,14,19,13,1,1,107.69,7,0.5,1,0,0,0,8.5
1341,AMNayar,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1342,MKPandey,7,12,6,1,0,116.66,3.5,0.5,0,0,0,0,4
1343,BKumar,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1344,RSharma,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1345,ABDinda,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1346,SRWatson,31,35,25,5,1,124,15.5,2.5,1,0,0,0,19
1347,AMRahane,68,96,54,8,1,125.92,34,4,1,4,0,0,43
1348,DHYagnik,34,30,24,4,1,141.66,17,2,1,0,0,0,20
1349,STRBinny,4,9,4,0,0,100,2,0,0,0,0,0,2
1350,BJHodge,27,15,15,0,2,180,13.5,0,2,0,0,0,15.5
1351,SRTendulkar,1,2,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
1352,RTPonting,4,10,9,0,0,44.44,2,0,0,0,0,-3,-1
1353,KDKarthik,30,51,32,3,0,93.75,15,1.5,0,0,0,0,16.5
1354,RGSharma,2,12,7,0,0,28.57,1,0,0,0,0,-3,-2
1355,KAPollard,1,7,7,0,0,14.28,0.5,0,0,0,0,-3,-2.5
1356,ATRayudu,27,47,29,2,0,93.1,13.5,1,0,0,0,0,14.5
1357,RDhawan,0,3,1,0,0,0,0,0,0,0,0,-3,-3
1358,HarbhajanSingh,1,3,1,0,0,100,0.5,0,0,0,0,0,0.5
1359,MGJohnson,11,12,9,2,0,122.22,5.5,1,0,0,0,0,6.5
1360,SLMalinga,7,8,11,1,0,63.63,3.5,0.5,0,0,0,-1,3
1361,PPOjha,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
1362,MEKHussey,65,97,50,6,2,130,32.5,3,2,4,0,0,41.5
1363,MVijay,18,18,13,3,0,138.46,9,1.5,0,0,0,0,10.5
1364,SKRaina,30,38,32,5,0,93.75,15,2.5,0,0,0,0,17.5
1365,MSDhoni,44,35,23,5,1,191.3,22,2.5,1,0,0,0,25.5
1366,DJBravo,3,3,2,0,0,150,1.5,0,0,0,0,0,1.5
1367,DAWarner,1,7,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1368,VSehwag,17,27,13,1,1,130.76,8.5,0.5,1,0,0,0,10
1369,MCJuneja,2,3,3,0,0,66.66,1,0,0,0,0,-1,0
1370,DPMDJayawardene,6,13,11,1,0,54.54,3,0.5,0,0,0,-2,1.5
1371,BMAJMendis,12,26,17,0,0,70.58,6,0,0,0,0,0,6
1372,KMJadhav,31,46,28,3,0,110.71,15.5,1.5,0,0,0,0,17
1373,IKPathan,2,6,6,0,0,33.33,1,0,0,0,0,-3,-2
1374,ABAgarkar,3,3,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
1375,MMorkel,2,4,4,0,0,50,1,0,0,0,0,-2,-1
1376,SNadeem,2,11,7,0,0,28.57,1,0,0,0,0,-3,-2
1377,UTYadav,1,5,5,0,0,20,0.5,0,0,0,0,-3,-2.5
1378,MandeepSingh,10,12,11,1,0,90.9,5,0.5,0,0,0,0,5.5
1379,ACGilchrist,26,38,25,4,0,104,13,2,0,0,0,0,15
1380,PCValthaty,6,29,17,0,0,35.29,3,0,0,0,0,-3,0
1381,DJHussey,22,38,24,1,1,91.66,11,0.5,1,0,0,0,12.5
1382,PPChawla,23,22,15,1,2,153.33,11.5,0.5,2,0,0,0,14
1383,GurkeeratSingh,17,21,12,1,1,141.66,8.5,0.5,1,0,0,0,10
1384,AzharMahmood,4,3,4,1,0,100,2,0.5,0,0,0,0,2.5
1386,MVohra,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1387,ADMascarenhas,5,8,5,0,0,100,2.5,0,0,0,0,0,2.5
1388,PKumar,3,6,6,0,0,50,1.5,0,0,0,0,-2,-0.5
1389,QdeKock,0,2,4,0,0,0,0,0,0,0,0,-3,-3
1390,PAReddy,19,32,17,2,0,111.76,9.5,1,0,0,0,0,10.5
1391,GHVihari,46,45,39,5,0,117.94,23,2.5,0,0,0,0,25.5
1392,CLWhite,16,33,23,1,0,69.56,8,0.5,0,0,0,-1,7.5
1393,BBSamantray,10,23,12,1,0,83.33,5,0.5,0,0,0,0,5.5
1394,NLTCPerera,23,20,11,0,3,209.09,11.5,0,3,0,0,0,14.5
1395,AAshishReddy,7,14,7,1,0,100,3.5,0.5,0,0,0,0,4
1396,GGambhir,25,27,19,5,0,131.57,12.5,2.5,0,0,0,0,15
1397,YKPathan,25,40,22,4,0,113.63,12.5,2,0,0,0,0,14.5
1399,EJGMorgan,2,7,7,0,0,28.57,1,0,0,0,0,-3,-2
1400,MKTiwary,13,26,18,0,0,72.22,6.5,0,0,0,0,0,6.5
1401,DBDas,19,18,15,0,2,126.66,9.5,0,2,0,0,0,11.5
1402,RBhatia,1,9,10,0,0,10,0.5,0,0,0,0,-3,-2.5
1403,LRShukla,1,17,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
1404,SMSMSenanayake,7,19,13,0,0,53.84,3.5,0,0,0,0,-2,1.5
1405,SPNarine,13,5,6,0,2,216.66,6.5,0,2,0,0,0,8.5
1406,LBalaji,9,9,7,1,0,128.57,4.5,0.5,0,0,0,0,5
1407,MEKHussey,40,75,51,2,1,78.43,20,1,1,0,0,0,22
1408,RAshwin,11,17,13,2,0,84.61,5.5,1,0,0,0,0,6.5
1409,MVijay,2,9,5,0,0,40,1,0,0,0,0,-3,-2
1410,SKRaina,7,6,8,1,0,87.5,3.5,0.5,0,0,0,0,4
1411,MSDhoni,9,13,7,0,0,128.57,4.5,0,0,0,0,0,4.5
1412,SBadrinath,6,19,13,0,0,46.15,3,0,0,0,0,-3,0
1413,RAJadeja,36,17,14,3,3,257.14,18,1.5,3,0,0,0,22.5
1414,DJBravo,7,10,4,1,0,175,3.5,0.5,0,0,0,0,4
1415,SRWatson,6,9,9,1,0,66.66,3,0.5,0,0,0,-1,2.5
1416,AMRahane,14,22,13,2,1,107.69,7,1,1,0,0,0,9
1417,RDravid,35,52,31,5,0,112.9,17.5,2.5,0,0,0,0,20
1418,STRBinny,33,21,20,4,1,165,16.5,2,1,0,0,0,19.5
1419,BJHodge,13,23,17,1,0,76.47,6.5,0.5,0,0,0,0,7
1420,DHYagnik,5,13,4,1,0,125,2.5,0.5,0,0,0,0,3
1421,JPFaulkner,3,5,7,0,0,42.85,1.5,0,0,0,0,-3,-1.5
1422,AChandila,4,15,6,0,0,66.66,2,0,0,0,0,-1,1
1423,SSreesanth,0,3,2,0,0,0,0,0,0,0,0,-3,-3
1424,SWTait,1,2,3,0,0,33.33,0.5,0,0,0,0,-3,-2.5
1425,SKTrivedi,3,6,6,0,0,50,1.5,0,0,0,0,-2,-0.5
1426,TMDilshan,25,23,22,5,0,113.63,12.5,2.5,0,0,0,0,15
1427,CHGayle,49,80,44,4,1,111.36,24.5,2,1,0,0,0,27.5
1428,VKohli,1,4,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1429,ABdeVilliers,7,6,8,1,0,87.5,3.5,0.5,0,0,0,0,4
1430,SSTiwary,25,38,29,2,1,86.2,12.5,1,1,0,0,0,14.5
1431,DRSmith,8,13,12,1,0,66.66,4,0.5,0,0,0,-1,3.5
1432,SRTendulkar,54,76,47,3,2,114.89,27,1.5,2,4,0,0,34.5
1433,KDKarthik,2,9,6,0,0,33.33,1,0,0,0,0,-3,-2
1434,RGSharma,73,64,43,5,5,169.76,36.5,2.5,5,4,0,0,48
1435,KAPollard,19,16,10,1,1,190,9.5,0.5,1,0,0,0,11
1436,ATRayudu,2,4,2,0,0,100,1,0,0,0,0,0,1
1437,DPMDJayawardene,59,74,43,8,1,137.2,29.5,4,1,4,0,0,38.5
1438,VSehwag,95,83,57,13,2,166.66,47.5,6.5,2,4,0,0,60
1439,DAWarner,7,9,5,1,0,140,3.5,0.5,0,0,0,0,4
1440,RVUthappa,37,44,33,4,0,112.12,18.5,2,0,0,0,0,20.5
1441,AJFinch,64,66,42,8,2,152.38,32,4,2,4,0,0,42
1442,YuvrajSingh,34,35,24,2,3,141.66,17,1,3,0,0,0,21
1443,SPDSmith,6,28,9,0,0,66.66,3,0,0,0,0,-1,2
1444,LJWright,34,11,10,6,1,340,17,3,1,0,0,0,21
1445,AMNayar,2,2,2,0,0,100,1,0,0,0,0,0,1
1446,ACGilchrist,4,1,3,1,0,133.33,2,0.5,0,0,0,0,2.5
1447,MandeepSingh,77,97,58,7,0,132.75,38.5,3.5,0,4,0,0,46
1448,AzharMahmood,0,3,4,0,0,0,0,0,0,0,0,-3,-3
1449,MVohra,22,23,13,3,0,169.23,11,1.5,0,0,0,0,12.5
1450,DAMiller,80,77,41,5,5,195.12,40,2.5,5,4,0,0,51.5
1451,SRWatson,101,82,61,6,6,165.57,50.5,3,6,4,8,0,71.5
1452,AMRahane,16,32,15,1,0,106.66,8,0.5,0,0,0,0,8.5
1453,DHYagnik,7,9,8,1,0,87.5,3.5,0.5,0,0,0,0,4
1454,RDravid,6,19,9,0,0,66.66,3,0,0,0,0,-1,2
1455,STRBinny,36,32,22,3,1,163.63,18,1.5,1,0,0,0,20.5
1456,BJHodge,9,12,6,1,0,150,4.5,0.5,0,0,0,0,5
1457,MVijay,3,9,5,0,0,60,1.5,0,0,0,0,-1,0.5
1458,MEKHussey,88,75,51,13,1,172.54,44,6.5,1,4,0,0,55.5
1459,SKRaina,51,44,35,4,2,145.71,25.5,2,2,4,0,0,33.5
1460,MSDhoni,21,37,16,1,0,131.25,10.5,0.5,0,0,0,0,11
1461,RAJadeja,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1462,DJBravo,15,21,9,0,1,166.66,7.5,0,1,0,0,0,8.5
1463,CHMorris,1,6,1,0,0,100,0.5,0,0,0,0,0,0.5
1464,CHGayle,175,102,66,13,17,265.15,87.5,6.5,17,4,8,0,123
1465,TMDilshan,33,66,36,5,0,91.66,16.5,2.5,0,0,0,0,19
1466,VKohli,11,14,9,0,1,122.22,5.5,0,1,0,0,0,6.5
1467,ABdeVilliers,31,12,8,3,3,387.5,15.5,1.5,3,0,0,0,20
1468,SSTiwary,2,4,2,0,0,100,1,0,0,0,0,0,1
1469,RRampaul,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1470,RVUthappa,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1471,AJFinch,18,16,15,4,0,120,9,2,0,0,0,0,11
1472,YuvrajSingh,16,22,14,2,0,114.28,8,1,0,0,0,0,9
1473,LJWright,7,5,3,0,1,233.33,3.5,0,1,0,0,0,4.5
1474,SPDSmith,41,33,31,6,0,132.25,20.5,3,0,0,0,0,23.5
1475,MRMarsh,24,44,23,0,2,104.34,12,0,2,0,0,0,14
1476,MManhas,11,29,13,1,0,84.61,5.5,0.5,0,0,0,0,6
1477,BKumar,6,9,12,1,0,50,3,0.5,0,0,0,-2,1.5
1478,AGMurtaza,5,2,4,1,0,125,2.5,0.5,0,0,0,0,3
1479,ICPandey,0,1,2,0,0,0,0,0,0,0,0,-3,-3
1480,ABDinda,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
1481,DPMDJayawardene,4,2,4,1,0,100,2,0.5,0,0,0,0,2.5
1482,VSehwag,23,33,21,2,1,109.52,11.5,1,1,0,0,0,13.5
1483,REvanderMerwe,8,12,9,1,0,88.88,4,0.5,0,0,0,0,4.5
1484,DAWarner,40,61,36,4,1,111.11,20,2,1,0,0,0,23
1485,MCJuneja,14,23,20,1,0,70,7,0.5,0,0,0,0,7.5
1486,KMJadhav,0,2,2,0,0,0,0,0,0,0,0,-3,-3
1487,JBotha,1,5,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1488,IKPathan,14,23,17,1,0,82.35,7,0.5,0,0,0,0,7.5
1489,ABAgarkar,9,12,9,0,0,100,4.5,0,0,0,0,0,4.5
1490,ACGilchrist,6,2,3,1,0,200,3,0.5,0,0,0,0,3.5
1491,MandeepSingh,24,27,15,5,0,160,12,2.5,0,0,0,0,14.5
1492,LAPomersbach,18,20,10,3,0,180,9,1.5,0,0,0,0,10.5
1493,DAMiller,34,58,39,3,0,87.17,17,1.5,0,0,0,0,18.5
1494,MVohra,8,20,11,1,0,72.72,4,0.5,0,0,0,0,4.5
1495,DJHussey,20,25,21,1,1,95.23,10,0.5,1,0,0,0,11.5
1496,PPChawla,5,7,3,1,0,166.66,2.5,0.5,0,0,0,0,3
1497,YKPathan,19,7,6,3,1,316.66,9.5,1.5,1,0,0,0,12
1498,GGambhir,26,39,20,2,1,130,13,1,1,0,0,0,15
1499,JHKallis,37,45,38,4,0,97.36,18.5,2,0,0,0,0,20.5
1500,MKTiwary,33,53,24,2,1,137.5,16.5,1,1,0,0,0,18.5
1501,EJGMorgan,31,30,25,4,1,124,15.5,2,1,0,0,0,18.5
1502,DBDas,6,11,7,1,0,85.71,3,0.5,0,0,0,0,3.5
1503,RBhatia,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
1504,DRSmith,62,47,45,3,5,137.77,31,1.5,5,4,0,0,41.5
1505,SRTendulkar,2,21,6,0,0,33.33,1,0,0,0,0,-3,-2
1506,KDKarthik,7,12,6,1,0,116.66,3.5,0.5,0,0,0,0,4
1507,RGSharma,34,40,28,1,2,121.42,17,0.5,2,0,0,0,19.5
1508,KAPollard,33,38,24,2,1,137.5,16.5,1,1,0,0,0,18.5
1509,ATRayudu,13,14,8,1,0,162.5,6.5,0.5,0,0,0,0,7
1510,HarbhajanSingh,7,3,2,0,1,350,3.5,0,1,0,0,0,4.5
1511,QdeKock,4,1,3,1,0,133.33,2,0.5,0,0,0,0,2.5
1512,SDhawan,63,79,45,10,0,140,31.5,5,0,4,0,0,40.5
1513,GHVihari,2,8,3,0,0,66.66,1,0,0,0,0,-1,0
1514,CLWhite,2,12,3,0,0,66.66,1,0,0,0,0,-1,0
1515,AMishra,15,22,21,2,0,71.42,7.5,1,0,0,0,0,8.5
1516,XThalaivanSargunam,10,28,17,0,0,58.82,5,0,0,0,0,-2,3
1517,DJGSammy,19,18,12,2,1,158.33,9.5,1,1,0,0,0,11.5
1518,AAshishReddy,36,23,16,2,3,225,18,1,3,0,0,0,22
1519,MEKHussey,45,45,26,5,2,173.07,22.5,2.5,2,0,0,0,27
1520,MVijay,18,37,22,2,0,81.81,9,1,0,0,0,0,10
1521,SKRaina,16,25,13,1,0,123.07,8,0.5,0,0,0,0,8.5
1522,MSDhoni,67,57,37,7,4,181.08,33.5,3.5,4,4,0,0,45
1523,DJBravo,7,22,16,0,0,43.75,3.5,0,0,0,0,-3,0.5
1524,RAJadeja,1,9,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1525,CHMorris,0,6,1,0,0,0,0,0,0,0,0,-3,-3
1526,ACGilchrist,27,43,27,4,0,100,13.5,2,0,0,0,0,15.5
1527,MandeepSingh,25,24,20,5,0,125,12.5,2.5,0,0,0,0,15
1528,MVohra,31,33,21,3,1,147.61,15.5,1.5,1,0,0,0,18
1529,DJHussey,21,37,20,1,0,105,10.5,0.5,0,0,0,0,11
1530,DAMiller,10,9,8,0,1,125,5,0,1,0,0,0,6
1531,GurkeeratSingh,28,24,15,2,2,186.66,14,1,2,0,0,0,17
1532,AzharMahmood,2,5,7,0,0,28.57,1,0,0,0,0,-3,-2
1533,PPChawla,0,5,2,0,0,0,0,0,0,0,0,-3,-3
1534,MSBisla,51,86,44,3,3,115.9,25.5,1.5,3,4,0,0,34
1535,GGambhir,8,7,6,2,0,133.33,4,1,0,0,0,0,5
1536,YKPathan,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1537,JHKallis,37,36,33,6,0,112.12,18.5,3,0,0,0,0,21.5
1538,EJGMorgan,42,36,26,3,4,161.53,21,1.5,4,0,0,0,26.5
1539,SMSMSenanayake,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1540,PAReddy,2,2,5,0,0,40,1,0,0,0,0,-3,-2
1541,SDhawan,0,9,2,0,0,0,0,0,0,0,0,-3,-3
1542,KCSangakkara,4,2,4,1,0,100,2,0.5,0,0,0,0,2.5
1543,GHVihari,4,19,9,0,0,44.44,2,0,0,0,0,-3,-1
1544,KVSharma,6,4,8,1,0,75,3,0.5,0,0,0,0,3.5
1545,NLTCPerera,4,4,4,1,0,100,2,0.5,0,0,0,0,2.5
1546,DJGSammy,60,72,41,8,1,146.34,30,4,1,4,0,0,39
1547,AMishra,21,40,28,2,0,75,10.5,1,0,0,0,0,11.5
1548,AAshishReddy,14,17,11,1,0,127.27,7,0.5,0,0,0,0,7.5
1549,DWSteyn,18,10,8,2,1,225,9,1,1,0,0,0,11
1551,RDravid,36,56,35,4,1,102.85,18,2,1,0,0,0,21
1552,AMRahane,1,11,9,0,0,11.11,0.5,0,0,0,0,-3,-2.5
1553,SRWatson,98,70,53,13,4,184.9,49,6.5,4,4,0,0,63.5
1554,STRBinny,9,25,10,1,0,90,4.5,0.5,0,0,0,0,5
1555,DRSmith,50,53,36,4,3,138.88,25,2,3,4,0,0,34
1556,SRTendulkar,23,17,13,5,0,176.92,11.5,2.5,0,0,0,0,14
1557,KDKarthik,43,70,33,3,1,130.3,21.5,1.5,1,0,0,0,24
1558,RGSharma,10,10,8,1,0,125,5,0.5,0,0,0,0,5.5
1559,KAPollard,34,28,16,2,3,212.5,17,1,3,0,0,0,21
1561,HarbhajanSingh,16,10,8,3,0,200,8,1.5,0,0,0,0,9.5
1562,MGJohnson,9,12,5,0,1,180,4.5,0,1,0,0,0,5.5
1563,SLMalinga,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1564,CHGayle,18,36,20,2,1,90,9,1,1,0,0,0,11
1565,TMDilshan,13,29,18,2,0,72.22,6.5,1,0,0,0,0,7.5
1566,VKohli,1,9,4,0,0,25,0.5,0,0,0,0,-3,-2.5
1567,ABdeVilliers,2,6,3,0,0,66.66,1,0,0,0,0,-1,0
1568,SSTiwary,21,30,19,0,1,110.52,10.5,0,1,0,0,0,11.5
1569,KBArunKarthik,12,14,8,0,1,150,6,0,1,0,0,0,7
1570,JSyedMohammad,9,13,11,1,0,81.81,4.5,0.5,0,0,0,0,5
1571,RRampaul,23,29,18,3,0,127.77,11.5,1.5,0,0,0,0,13
1572,RVinayKumar,26,27,20,4,0,130,13,2,0,0,0,0,15
1573,WPSaha,39,47,23,4,2,169.56,19.5,2,2,0,0,0,23.5
1574,MEKHussey,95,73,59,11,2,161.01,47.5,5.5,2,4,0,0,59
1575,SKRaina,44,45,25,4,1,176,22,2,1,0,0,0,25
1576,MSDhoni,18,22,12,1,1,150,9,0.5,1,0,0,0,10.5
1577,RAJadeja,1,2,1,0,0,100,0.5,0,0,0,0,0,0.5
1578,MSBisla,92,99,61,14,2,150.81,46,7,2,4,0,0,59
1579,GGambhir,14,14,8,3,0,175,7,1.5,0,0,0,0,8.5
1580,BBMcCullum,6,15,7,1,0,85.71,3,0.5,0,0,0,0,3.5
1581,JHKallis,19,32,20,0,1,95,9.5,0,1,0,0,0,10.5
1582,EJGMorgan,32,45,22,2,2,145.45,16,1,2,0,0,0,19
1583,YKPathan,3,9,3,0,0,100,1.5,0,0,0,0,0,1.5
1584,DPMDJayawardene,12,24,17,2,0,70.58,6,1,0,0,0,0,7
1585,VSehwag,28,54,26,2,2,107.69,14,1,2,0,0,0,17
1586,UBTChand,17,31,19,2,0,89.47,8.5,1,0,0,0,0,9.5
1587,DAWarner,51,47,25,4,4,204,25.5,2,4,4,0,0,35.5
1588,BJRohrer,13,13,13,1,0,100,6.5,0.5,0,0,0,0,7
1589,KMJadhav,25,27,19,0,2,131.57,12.5,0,2,0,0,0,14.5
1590,IKPathan,4,3,1,1,0,400,2,0.5,0,0,0,0,2.5
1591,RVUthappa,37,44,33,4,0,112.12,18.5,2,0,0,0,0,20.5
1592,AJFinch,37,47,33,5,0,112.12,18.5,2.5,0,0,0,0,21
1593,YuvrajSingh,31,41,24,4,0,129.16,15.5,2,0,0,0,0,17.5
1594,LJWright,19,35,18,3,0,105.55,9.5,1.5,0,0,0,0,11
1595,SPDSmith,17,11,8,2,1,212.5,8.5,1,1,0,0,0,10.5
1596,MManhas,2,8,4,0,0,50,1,0,0,0,0,-2,-1
1597,AMukund,19,36,21,1,0,90.47,9.5,0.5,0,0,0,0,10
1598,CHGayle,34,18,16,6,1,212.5,17,3,1,0,0,0,21
1599,VKohli,32,51,35,3,0,91.42,16,1.5,0,0,0,0,17.5
1600,ABdeVilliers,21,17,13,3,0,161.53,10.5,1.5,0,0,0,0,12
1601,MCHenriques,22,30,19,2,1,115.78,11,1,1,0,0,0,13
1602,SSTiwary,8,23,8,0,0,100,4,0,0,0,0,0,4
1603,RRampaul,3,3,4,0,0,75,1.5,0,0,0,0,0,1.5
1604,RVinayKumar,22,4,6,0,3,366.66,11,0,3,0,0,0,14
1605,RDravid,22,30,17,4,0,129.41,11,2,0,0,0,0,13
1606,AMRahane,2,12,7,0,0,28.57,1,0,0,0,0,-3,-2
1607,SVSamson,63,53,41,7,2,153.65,31.5,3.5,2,4,0,0,41
1608,SRWatson,41,54,31,3,1,132.25,20.5,1.5,1,0,0,0,23
1609,BJHodge,32,23,18,1,2,177.77,16,0.5,2,0,0,0,18.5
1610,STRBinny,6,8,3,1,0,200,3,0.5,0,0,0,0,3.5
1611,OAShah,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
1612,JPFaulkner,1,1,1,0,0,100,0.5,0,0,0,0,0,0.5
1613,DRSmith,33,62,32,3,1,103.12,16.5,1.5,1,0,0,0,19
1614,SRTendulkar,9,13,10,2,0,90,4.5,1,0,0,0,0,5.5
1615,KDKarthik,25,25,19,2,1,131.57,12.5,1,1,0,0,0,14.5
1616,RGSharma,79,69,39,6,6,202.56,39.5,3,6,4,0,0,52.5
1617,KAPollard,20,44,21,1,1,95.23,10,0.5,1,0,0,0,11.5
1618,MandeepSingh,9,9,8,2,0,112.5,4.5,1,0,0,0,0,5.5
1619,SEMarsh,10,35,12,1,0,83.33,5,0.5,0,0,0,0,5.5
1620,MVohra,1,6,2,0,0,50,0.5,0,0,0,0,-2,-1.5
1621,DJHussey,34,28,18,5,1,188.88,17,2.5,1,0,0,0,20.5
1622,DAMiller,56,62,34,1,5,164.7,28,0.5,5,4,0,0,37.5
1623,GurkeeratSingh,2,5,4,0,0,50,1,0,0,0,0,-2,-1
1624,AzharMahmood,9,16,13,1,0,69.23,4.5,0.5,0,0,0,-1,4
1625,MSGony,0,3,3,0,0,0,0,0,0,0,0,-3,-3
1626,PPChawla,12,19,10,0,1,120,6,0,1,0,0,0,7
1627,PKumar,24,20,15,1,2,160,12,0.5,2,0,0,0,14.5
1628,PAwana,0,14,2,0,0,0,0,0,0,0,0,-3,-3
1629,MEKHussey,5,9,8,1,0,62.5,2.5,0.5,0,0,0,-1,2
1630,WPSaha,13,23,15,1,1,86.66,6.5,0.5,1,0,0,0,8
1631,SKRaina,63,85,50,5,1,126,31.5,2.5,1,4,0,0,39
1632,SBadrinath,34,49,31,2,0,109.67,17,1,0,0,0,0,18
1633,MSDhoni,45,21,16,4,3,281.25,22.5,2,3,0,0,0,27.5
1634,RVUthappa,10,17,11,0,1,90.9,5,0,1,0,0,0,6
1635,AJFinch,15,13,9,2,1,166.66,7.5,1,1,0,0,0,9.5
1636,TLSuman,0,1,1,0,0,0,0,0,0,0,0,-3,-3
1637,YuvrajSingh,5,9,4,1,0,125,2.5,0.5,0,0,0,0,3
1638,SPDSmith,35,48,39,3,0,89.74,17.5,1.5,0,0,0,0,19
1639,LJWright,2,11,6,0,0,33.33,1,0,0,0,0,-3,-2
1640,AMNayar,2,9,4,0,0,50,1,0,0,0,0,-2,-1
1641,KWRichardson,26,33,20,2,1,130,13,1,1,0,0,0,15
1642,BKumar,24,20,24,1,1,100,12,0.5,1,0,0,0,13.5
1643,RSharma,0,2,1,0,0,0,0,0,0,0,0,-3,-3
1644,ABDinda,2,2,2,0,0,100,1,0,0,0,0,0,1
1645,DRSmith,38,60,40,3,2,95,19,1.5,2,0,0,0,22.5
1646,SRTendulkar,14,22,12,2,0,116.66,7,1,0,0,0,0,8
1647,KDKarthik,0,3,2,0,0,0,0,0,0,0,0,-3,-3
1648,RGSharma,22,29,22,2,0,100,11,1,0,0,0,0,12
1649,KAPollard,14,39,19,1,0,73.68,7,0.5,0,0,0,0,7.5
1650,ATRayudu,34,35,27,4,0,125.92,17,2,0,0,0,0,19
1651,PAReddy,7,12,9,1,0,77.77,3.5,0.5,0,0,0,0,4
1652,SDhawan,73,89,55,9,1,132.72,36.5,4.5,1,4,0,0,46
1653,KCSangakkara,21,23,21,3,0,100,10.5,1.5,0,0,0,0,12
1654,GHVihari,25,47,23,2,0,108.69,12.5,1,0,0,0,0,13.5
1655,DJGSammy,1,4,1,0,0,100,0.5,0,0,0,0,0,0.5
1656,MSBisla,4,11,7,1,0,57.14,2,0.5,0,0,0,-2,0.5
1658,YKPathan,20,23,16,2,1,125,10,1,1,0,0,0,12
1659,JHKallis,12,28,15,2,0,80,6,1,0,0,0,0,7
1660,EJGMorgan,10,8,9,2,0,111.11,5,1,0,0,0,0,6
1661,DBDas,18,32,26,1,1,69.23,9,0.5,1,0,0,-1,9.5
1662,RBhatia,26,54,26,2,0,100,13,1,0,0,0,0,14
1663,SNarwal,23,16,15,4,0,153.33,11.5,2,0,0,0,0,13.5
1664,BLee,16,9,6,0,2,266.66,8,0,2,0,0,0,10
1665,DPMDJayawardene,5,20,8,0,0,62.5,2.5,0,0,0,0,-1,1.5
1666,VSehwag,17,17,15,3,0,113.33,8.5,1.5,0,0,0,0,10
1667,UBTChand,37,64,39,4,0,94.87,18.5,2,0,0,0,0,20.5
1668,DAWarner,66,67,42,6,3,157.14,33,3,3,4,0,0,43
1669,BJRohrer,10,5,3,0,1,333.33,5,0,1,0,0,0,6
1670,WPSaha,18,15,18,1,1,100,9,0.5,1,0,0,0,10.5
1671,MEKHussey,35,49,29,3,0,120.68,17.5,1.5,0,0,0,0,19
1672,SKRaina,100,82,53,7,6,188.67,50,3.5,6,4,8,0,71.5
1673,MSDhoni,2,5,2,0,0,100,1,0,0,0,0,0,1
1674,JAMorkel,23,33,16,2,1,143.75,11.5,1,1,0,0,0,13.5
1675,RAJadeja,5,8,2,1,0,250,2.5,0.5,0,0,0,0,3
1676,LAPomersbach,7,9,9,1,0,77.77,3.5,0.5,0,0,0,0,4
1677,MandeepSingh,15,28,15,2,0,100,7.5,1,0,0,0,0,8.5
