,Unnamed: 0,0s,4s,6s,Bowling,Econ,M,NB,O,R,Rajasthan Royals Team,Unnamed: 0.1,W,WD,sumpts_w,sumpts_4w,sumpts_5w,sumpts_econ,sumpts_maid,totalpoints
0,0,6.0,6.0,1.0,UT Yadav,12.0,0.0,0.0,3.0,36.0,,0,0.0,0.0,0.0,4,0,-3,0.0,1.0
1,1,15.0,3.0,0.0,M Morkel,4.5,1.0,0.0,4.0,18.0,,1,2.0,0.0,20.0,0,0,2,4.0,26.0
2,2,7.0,4.0,3.0,Shakib Al Hasan,12.0,0.0,0.0,4.0,48.0,,2,1.0,2.0,10.0,0,0,-3,0.0,7.0
3,3,10.0,3.0,1.0,SP Narine,7.0,0.0,0.0,4.0,28.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
4,4,7.0,0.0,2.0,AD Russell,7.0,0.0,0.0,3.0,21.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
5,5,3.0,2.0,0.0,PP Chawla,8.0,0.0,0.0,2.0,16.0,,5,0.0,0.0,0.0,0,0,0,0.0,0.0
6,6,12.0,1.0,2.0,SL Malinga,6.75,0.0,0.0,4.0,27.0,,0,0.0,1.0,0.0,0,0,0,0.0,0.0
7,7,11.0,2.0,1.0,R Vinay Kumar,6.0,0.0,0.0,3.3,21.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
8,8,5.0,1.0,2.0,CJ Anderson,10.5,0.0,0.0,2.0,21.0,,2,1.0,0.0,10.0,0,0,-2,0.0,8.0
9,9,7.0,2.0,4.0,JJ Bumrah,12.66,0.0,0.0,3.0,38.0,,3,1.0,1.0,10.0,0,0,-3,0.0,7.0
10,10,1.0,0.0,2.0,PP Ojha,11.5,0.0,0.0,2.0,23.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
11,11,4.0,5.0,0.0,Harbhajan Singh,9.5,0.0,0.0,4.0,38.0,,5,1.0,0.0,10.0,0,0,-1,0.0,9.0
12,12,7.0,5.0,0.0,JA Morkel,9.33,0.0,0.0,3.0,28.0,,0,0.0,1.0,0.0,0,0,-1,0.0,-1.0
13,13,14.0,2.0,2.0,NM Coulter-Nile,7.5,0.0,1.0,4.0,30.0,,1,3.0,0.0,30.0,0,0,0,0.0,30.0
14,14,10.0,3.0,0.0,DJ Muthuswami,6.0,0.0,0.0,3.0,18.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
15,15,8.0,2.0,0.0,Imran Tahir,6.75,0.0,0.0,4.0,27.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
16,16,10.0,0.0,1.0,A Mishra,5.25,0.0,0.0,4.0,21.0,,4,1.0,0.0,10.0,0,0,1,0.0,11.0
17,17,4.0,1.0,0.0,JP Duminy,7.5,0.0,0.0,2.0,15.0,,5,1.0,1.0,10.0,0,0,0,0.0,10.0
18,18,12.0,3.0,0.0,A Nehra,6.25,0.0,0.0,4.0,25.0,,0,3.0,1.0,30.0,0,0,0,0.0,30.0
19,19,8.0,3.0,1.0,MM Sharma,8.25,0.0,0.0,4.0,33.0,,1,1.0,1.0,10.0,0,0,0,0.0,10.0
20,20,9.0,4.0,0.0,IC Pandey,7.5,0.0,0.0,4.0,30.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
21,21,8.0,2.0,0.0,R Ashwin,6.25,0.0,0.0,4.0,25.0,,3,1.0,1.0,10.0,0,0,0,0.0,10.0
22,22,6.0,3.0,1.0,DJ Bravo,9.0,0.0,0.0,4.0,36.0,,4,2.0,2.0,20.0,0,0,-1,0.0,19.0
23,23,13.0,2.0,0.0,Sandeep Sharma,4.75,1.0,0.0,4.0,19.0,,0,1.0,1.0,10.0,0,0,2,4.0,16.0
24,24,12.0,1.0,1.0,Anureet Singh,5.75,0.0,0.0,4.0,23.0,,1,3.0,0.0,30.0,0,0,1,0.0,31.0
25,25,9.0,2.0,2.0,AR Patel,8.5,0.0,0.0,4.0,34.0,,2,1.0,2.0,10.0,0,0,0,0.0,10.0
26,26,4.0,3.0,2.0,Karanveer Singh,10.75,0.0,0.0,4.0,43.0,,3,0.0,0.0,0.0,0,0,-2,0.0,-2.0
27,27,16.0,2.0,2.0,MG Johnson,8.5,0.0,0.0,4.0,34.0,,4,2.0,5.0,20.0,0,0,0,0.0,20.0
28,28,13.0,4.0,1.0,TG Southee,9.0,0.0,0.0,4.0,36.0,,0,2.0,3.0,20.0,0,0,-1,0.0,19.0
29,29,14.0,1.0,1.0,CH Morris,5.25,0.0,0.0,4.0,21.0,,1,0.0,1.0,0.0,0,0,1,0.0,1.0
30,30,10.0,4.0,0.0,DS Kulkarni,7.0,0.0,0.0,3.0,21.0,,2,1.0,1.0,10.0,0,0,0,0.0,10.0
31,31,11.0,2.0,1.0,JP Faulkner,6.5,0.0,0.0,4.0,26.0,,3,3.0,0.0,30.0,0,0,0,0.0,30.0
32,32,7.0,1.0,0.0,PV Tambe,5.0,0.0,0.0,3.0,15.0,,4,0.0,0.0,0.0,0,0,1,0.0,1.0
33,33,6.0,2.0,0.0,STR Binny,7.5,0.0,0.0,2.0,15.0,,5,0.0,2.0,0.0,0,0,0,0.0,0.0
34,34,13.0,2.0,2.0,B Kumar,7.75,0.0,0.0,4.0,31.0,,0,0.0,3.0,0.0,0,0,0,0.0,0.0
35,35,12.0,5.0,1.0,TA Boult,8.5,0.0,0.0,4.0,34.0,,1,1.0,1.0,10.0,0,0,0,0.0,10.0
36,36,6.0,4.0,3.0,I Sharma,15.33,0.0,4.0,3.0,46.0,,2,0.0,0.0,0.0,0,0,-3,0.0,-3.0
37,37,8.0,0.0,7.0,KV Sharma,12.75,0.0,0.0,4.0,51.0,,3,0.0,0.0,0.0,0,0,-3,0.0,-3.0
38,38,7.0,4.0,0.0,RS Bopara,7.25,0.0,0.0,4.0,29.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
39,39,3.0,1.0,1.0,Parvez Rasool,11.0,0.0,0.0,1.0,11.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
40,40,8.0,4.0,0.0,A Nehra,7.75,0.0,0.0,4.0,31.0,,0,0.0,2.0,0.0,0,0,0,0.0,0.0
41,41,8.0,3.0,2.0,MM Sharma,9.0,0.0,0.0,4.0,36.0,,1,2.0,0.0,20.0,0,0,-1,0.0,19.0
42,42,7.0,1.0,2.0,IC Pandey,8.66,0.0,0.0,3.0,26.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
43,43,9.0,0.0,1.0,R Ashwin,5.5,0.0,0.0,4.0,22.0,,3,1.0,0.0,10.0,0,0,1,0.0,11.0
44,44,6.0,0.0,0.0,DJ Bravo,6.25,0.0,0.0,4.0,25.0,,4,2.0,2.0,20.0,0,0,0,0.0,20.0
45,45,0.0,0.0,2.0,RA Jadeja,17.0,0.0,0.0,1.0,17.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
46,46,3.0,5.0,1.0,SA Abbott,12.0,0.0,0.0,3.0,36.0,,0,0.0,0.0,0.0,0,0,-3,0.0,-3.0
47,47,9.0,5.0,1.0,HV Patel,9.25,0.0,0.0,4.0,37.0,,1,1.0,1.0,10.0,0,0,-1,0.0,9.0
48,48,10.0,7.0,0.0,VR Aaron,9.5,0.0,0.0,4.0,38.0,,2,1.0,2.0,10.0,0,0,-1,0.0,9.0
49,49,8.0,2.0,1.0,AN Ahmed,7.0,0.0,0.0,4.0,28.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
50,50,2.0,1.0,0.0,DJG Sammy,7.0,0.0,0.0,1.0,7.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
51,51,8.0,3.0,0.0,YS Chahal,7.0,0.0,0.0,4.0,28.0,,5,1.0,0.0,10.0,0,0,0,0.0,10.0
52,52,11.0,3.0,2.0,M Morkel,8.75,0.0,0.0,4.0,35.0,,0,1.0,0.0,10.0,0,0,0,0.0,10.0
53,53,10.0,2.0,1.0,SP Narine,6.5,0.0,0.0,4.0,26.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
54,54,3.0,3.0,2.0,KC Cariappa,14.0,0.0,0.0,2.0,28.0,,2,1.0,0.0,10.0,0,0,-3,0.0,7.0
55,55,5.0,3.0,0.0,AD Russell,8.0,0.0,0.0,2.0,16.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
56,56,7.0,1.0,4.0,YK Pathan,10.0,0.0,0.0,4.0,40.0,,4,2.0,0.0,20.0,0,0,-2,0.0,18.0
57,57,1.0,0.0,1.0,PP Chawla,10.0,0.0,0.0,1.0,10.0,,5,0.0,0.0,0.0,0,0,-2,0.0,-2.0
58,58,6.0,0.0,2.0,Shakib Al Hasan,8.5,0.0,0.0,2.0,17.0,,6,1.0,1.0,10.0,0,0,0,0.0,10.0
59,59,4.0,3.0,1.0,TG Southee,9.0,0.0,0.0,4.0,36.0,,0,0.0,1.0,0.0,0,0,-1,0.0,-1.0
60,60,10.0,1.0,3.0,CH Morris,8.75,0.0,0.0,4.0,35.0,,1,2.0,2.0,20.0,0,0,0,0.0,20.0
61,61,1.0,4.0,0.0,DS Kulkarni,18.0,0.0,0.0,1.0,18.0,,2,0.0,0.0,0.0,0,0,-3,0.0,-3.0
62,62,8.0,1.0,1.0,PV Tambe,6.0,0.0,0.0,3.0,18.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
63,63,9.0,0.0,0.0,DJ Hooda,5.0,0.0,0.0,4.0,20.0,,4,0.0,3.0,0.0,0,0,1,0.0,1.0
64,64,7.0,3.0,5.0,JP Faulkner,13.75,0.0,0.0,4.0,55.0,,5,0.0,1.0,0.0,0,0,-3,0.0,-3.0
65,65,7.0,1.0,3.0,JD Unadkat,10.0,0.0,0.0,3.0,30.0,,0,0.0,0.0,0.0,0,0,-2,0.0,-2.0
66,66,9.0,6.0,1.0,NM Coulter-Nile,10.5,0.0,0.0,4.0,42.0,,1,0.0,1.0,0.0,0,0,-2,0.0,-2.0
67,67,5.0,5.0,1.0,AD Mathews,10.5,0.0,0.0,4.0,42.0,,2,1.0,1.0,10.0,0,0,-2,0.0,8.0
68,68,8.0,3.0,0.0,A Mishra,8.0,0.0,0.0,4.0,32.0,,3,2.0,2.0,20.0,0,0,0,0.0,20.0
69,69,10.0,0.0,2.0,Imran Tahir,7.0,0.0,0.0,4.0,28.0,,4,4.0,1.0,40.0,0,0,0,0.0,40.0
70,70,0.0,0.0,1.0,Yuvraj Singh,11.0,0.0,0.0,1.0,11.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
71,71,8.0,6.0,2.0,R Vinay Kumar,11.5,0.0,0.0,4.0,46.0,,0,0.0,0.0,0.0,0,0,-3,0.0,-3.0
72,72,9.0,4.0,0.0,P Suyal,7.33,0.0,0.0,3.0,22.0,,1,0.0,1.0,0.0,0,0,0,0.0,0.0
73,73,8.0,4.0,1.0,SL Malinga,8.5,0.0,0.0,4.0,34.0,,2,2.0,1.0,20.0,0,0,0,0.0,20.0
74,74,9.0,1.0,0.0,Harbhajan Singh,5.0,0.0,0.0,4.0,20.0,,3,2.0,0.0,20.0,0,0,1,0.0,21.0
75,75,5.0,4.0,1.0,J Suchith,10.25,0.0,0.0,4.0,41.0,,4,1.0,1.0,10.0,0,0,-2,0.0,8.0
76,76,1.0,2.0,0.0,KA Pollard,11.0,0.0,0.0,1.0,11.0,,5,0.0,0.0,0.0,0,0,-3,0.0,-3.0
77,77,15.0,1.0,0.0,Sandeep Sharma,3.0,1.0,0.0,4.0,12.0,,0,1.0,0.0,10.0,0,0,3,4.0,17.0
78,78,13.0,2.0,4.0,Anureet Singh,10.25,0.0,1.0,4.0,41.0,,1,2.0,1.0,20.0,0,0,-2,0.0,18.0
79,79,17.0,2.0,2.0,MG Johnson,5.75,1.0,0.0,4.0,23.0,,2,2.0,0.0,20.0,0,0,1,4.0,25.0
80,80,9.0,3.0,1.0,AR Patel,7.5,0.0,0.0,4.0,30.0,,3,2.0,0.0,20.0,0,0,0,0.0,20.0
81,81,7.0,6.0,2.0,R Dhawan,12.5,0.0,1.0,4.0,50.0,,4,0.0,2.0,0.0,0,0,-3,0.0,-3.0
82,82,15.0,3.0,2.0,TA Boult,9.0,0.0,0.0,4.0,36.0,,0,3.0,5.0,30.0,0,0,-1,0.0,29.0
83,83,11.0,4.0,1.0,B Kumar,7.82,0.0,0.0,3.5,30.0,,1,2.0,1.0,20.0,0,0,0,0.0,20.0
84,84,13.0,4.0,2.0,P Kumar,8.5,0.0,0.0,4.0,34.0,,2,1.0,0.0,10.0,0,0,0,0.0,10.0
85,85,6.0,3.0,1.0,RS Bopara,10.33,0.0,0.0,3.0,31.0,,3,2.0,1.0,20.0,0,0,-2,0.0,18.0
86,86,8.0,1.0,0.0,KV Sharma,5.0,0.0,0.0,4.0,20.0,,4,1.0,0.0,10.0,0,0,1,0.0,11.0
87,87,2.0,0.0,1.0,A Ashish Reddy,11.0,0.0,0.0,1.0,11.0,,5,1.0,0.0,10.0,0,0,-3,0.0,7.0
88,88,3.0,3.0,0.0,SA Abbott,10.5,0.0,0.0,2.0,21.0,,0,0.0,2.0,0.0,0,0,-2,0.0,-2.0
89,89,4.0,3.0,1.0,HV Patel,11.5,0.0,0.0,2.0,23.0,,1,0.0,1.0,0.0,0,0,-3,0.0,-3.0
90,90,7.0,4.0,2.0,VR Aaron,10.8,0.0,0.0,3.2,36.0,,2,0.0,1.0,0.0,0,0,-2,0.0,-2.0
91,91,12.0,1.0,3.0,AN Ahmed,10.25,0.0,2.0,4.0,41.0,,3,0.0,1.0,0.0,0,0,-2,0.0,-2.0
92,92,1.0,2.0,0.0,DJG Sammy,9.0,0.0,0.0,2.0,18.0,,4,0.0,0.0,0.0,0,0,-1,0.0,-1.0
93,93,4.0,1.0,1.0,YS Chahal,7.0,0.0,0.0,4.0,28.0,,5,2.0,0.0,20.0,0,0,0,0.0,20.0
94,94,11.0,6.0,3.0,TG Southee,11.5,0.0,0.0,4.0,46.0,,0,1.0,0.0,10.0,0,0,-3,0.0,7.0
95,95,13.0,5.0,1.0,CH Morris,8.5,0.0,0.0,4.0,34.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
96,96,10.0,2.0,0.0,DS Kulkarni,5.0,0.0,1.0,3.0,15.0,,2,1.0,0.0,10.0,0,0,1,0.0,11.0
97,97,8.0,1.0,0.0,STR Binny,4.0,0.0,0.0,2.0,8.0,,3,1.0,0.0,10.0,0,0,2,0.0,12.0
98,98,3.0,0.0,0.0,DJ Hooda,3.0,0.0,0.0,1.0,3.0,,4,0.0,0.0,0.0,0,0,3,0.0,3.0
99,99,11.0,2.0,3.0,JP Faulkner,9.66,1.0,0.0,3.0,29.0,,5,0.0,0.0,0.0,0,0,-1,4.0,3.0
100,100,5.0,1.0,1.0,PV Tambe,8.33,0.0,0.0,3.0,25.0,,6,1.0,0.0,10.0,0,0,0,0.0,10.0
101,101,11.0,2.0,0.0,R Vinay Kumar,4.33,0.0,0.0,3.0,13.0,,0,1.0,0.0,10.0,0,0,2,0.0,12.0
102,102,6.0,4.0,1.0,P Suyal,11.25,0.0,3.0,4.0,45.0,,1,0.0,0.0,0.0,0,0,-3,0.0,-3.0
103,103,7.0,6.0,0.0,SL Malinga,10.25,0.0,0.0,4.0,41.0,,2,1.0,1.0,10.0,0,0,-2,0.0,8.0
104,104,4.0,2.0,0.0,J Suchith,7.75,0.0,0.0,4.0,31.0,,3,0.0,0.0,0.0,0,0,0,0.0,0.0
105,105,5.0,1.0,0.0,CJ Anderson,6.0,0.0,0.0,2.0,12.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
106,106,2.0,0.0,2.0,S Gopal,10.61,0.0,0.0,2.1,23.0,,5,1.0,0.0,10.0,0,0,-2,0.0,8.0
107,107,13.0,1.0,1.0,NM Coulter-Nile,4.66,0.0,0.0,3.0,14.0,,0,0.0,1.0,0.0,0,0,2,0.0,2.0
108,108,8.0,1.0,2.0,DJ Muthuswami,8.0,0.0,0.0,3.0,24.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
109,109,7.0,2.0,1.0,AD Mathews,7.66,0.0,0.0,3.0,23.0,,2,1.0,1.0,10.0,0,0,0,0.0,10.0
110,110,5.0,1.0,2.0,A Mishra,8.5,0.0,0.0,4.0,34.0,,3,1.0,1.0,10.0,0,0,0,0.0,10.0
111,111,6.0,2.0,3.0,Imran Tahir,10.75,0.0,0.0,4.0,43.0,,4,3.0,0.0,30.0,0,0,-2,0.0,28.0
112,112,0.0,0.0,0.0,Yuvraj Singh,9.0,0.0,0.0,1.0,9.0,,5,0.0,1.0,0.0,0,0,-1,0.0,-1.0
113,113,4.0,0.0,1.0,JP Duminy,8.0,0.0,0.0,2.0,16.0,,6,2.0,2.0,20.0,0,0,0,0.0,20.0
114,114,12.0,4.0,0.0,Sandeep Sharma,7.5,0.0,0.0,4.0,30.0,,0,1.0,3.0,10.0,0,0,0,0.0,10.0
115,115,12.0,4.0,1.0,Anureet Singh,8.25,0.0,1.0,4.0,33.0,,1,2.0,1.0,20.0,0,0,0,0.0,20.0
116,116,5.0,6.0,1.0,MG Johnson,10.5,0.0,0.0,4.0,42.0,,2,0.0,1.0,0.0,0,0,-2,0.0,-2.0
117,117,5.0,2.0,0.0,R Dhawan,7.66,0.0,0.0,3.0,23.0,,3,0.0,2.0,0.0,0,0,0,0.0,0.0
118,118,9.0,1.0,2.0,AR Patel,7.3,0.0,0.0,3.5,28.0,,4,1.0,0.0,10.0,0,0,0,0.0,10.0
119,119,1.0,0.0,1.0,GJ Maxwell,10.0,0.0,0.0,1.0,10.0,,5,0.0,0.0,0.0,0,0,-2,0.0,-2.0
120,120,11.0,1.0,2.0,TG Southee,7.5,0.0,0.0,4.0,30.0,,0,0.0,1.0,0.0,0,0,0,0.0,0.0
121,121,10.0,5.0,0.0,CH Morris,7.66,0.0,0.0,3.0,23.0,,1,0.0,0.0,0.0,0,0,0,0.0,0.0
122,122,6.0,1.0,0.0,DJ Hooda,5.5,0.0,0.0,2.0,11.0,,2,0.0,1.0,0.0,0,0,1,0.0,1.0
123,123,13.0,1.0,0.0,DS Kulkarni,3.0,1.0,0.0,3.0,9.0,,3,2.0,1.0,20.0,0,0,3,4.0,27.0
124,124,5.0,2.0,1.0,JP Faulkner,10.0,0.0,1.0,2.0,20.0,,4,0.0,1.0,0.0,0,0,-2,0.0,-2.0
125,125,4.0,1.0,0.0,STR Binny,6.0,0.0,0.0,2.0,12.0,,5,0.0,0.0,0.0,0,0,0,0.0,0.0
126,126,12.0,0.0,1.0,PV Tambe,5.25,0.0,0.0,4.0,21.0,,6,2.0,0.0,20.0,0,0,1,0.0,21.0
127,127,10.0,3.0,0.0,B Kumar,6.25,0.0,0.0,4.0,25.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0
128,128,11.0,5.0,0.0,TA Boult,7.75,0.0,0.0,4.0,31.0,,1,1.0,2.0,10.0,0,0,0,0.0,10.0
129,129,9.0,3.0,0.0,P Kumar,7.5,0.0,0.0,4.0,30.0,,2,0.0,2.0,0.0,0,0,0,0.0,0.0
130,130,7.0,2.0,0.0,KV Sharma,6.33,0.0,0.0,3.0,19.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
131,131,12.0,2.0,0.0,RS Bopara,4.5,0.0,0.0,4.0,18.0,,4,2.0,0.0,20.0,0,0,2,0.0,22.0
132,132,2.0,0.0,0.0,A Ashish Reddy,5.0,0.0,0.0,1.0,5.0,,5,0.0,0.0,0.0,0,0,1,0.0,1.0
133,133,13.0,2.0,0.0,A Nehra,5.75,0.0,0.0,4.0,23.0,,0,3.0,1.0,30.0,0,0,1,0.0,31.0
134,134,12.0,3.0,1.0,IC Pandey,7.33,1.0,0.0,3.0,22.0,,1,1.0,1.0,10.0,0,0,0,4.0,14.0
135,135,6.0,4.0,2.0,MM Sharma,10.75,0.0,0.0,4.0,43.0,,2,1.0,0.0,10.0,0,0,-2,0.0,8.0
136,136,8.0,2.0,5.0,RA Jadeja,12.25,0.0,0.0,4.0,49.0,,3,0.0,2.0,0.0,0,0,-3,0.0,-3.0
137,137,2.0,1.0,1.0,R Ashwin,13.0,0.0,0.0,1.0,13.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
138,138,7.0,2.0,1.0,DJ Bravo,7.5,0.0,0.0,4.0,30.0,,5,2.0,0.0,20.0,0,0,0,0.0,20.0
139,139,6.0,2.0,1.0,P Suyal,9.33,0.0,1.0,3.0,28.0,,0,0.0,2.0,0.0,0,0,-1,0.0,-1.0
140,140,9.0,5.0,1.0,SL Malinga,10.0,0.0,1.0,4.0,40.0,,1,1.0,3.0,10.0,0,0,-2,0.0,8.0
141,141,4.0,3.0,3.0,J Suchith,16.5,0.0,0.0,2.0,33.0,,2,0.0,1.0,0.0,0,0,-3,0.0,-3.0
142,142,9.0,6.0,2.0,Harbhajan Singh,11.0,0.0,0.0,4.0,44.0,,3,2.0,0.0,20.0,0,0,-3,0.0,17.0
143,143,5.0,2.0,1.0,R Vinay Kumar,9.0,0.0,0.0,2.0,18.0,,4,0.0,0.0,0.0,0,0,-1,0.0,-1.0
144,144,2.0,3.0,1.0,KA Pollard,15.6,0.0,1.0,1.4,26.0,,5,1.0,2.0,10.0,0,0,-3,0.0,7.0
145,145,9.0,2.0,3.0,P Kumar,9.5,0.0,0.0,4.0,38.0,,0,1.0,2.0,10.0,0,0,-1,0.0,9.0
146,146,11.0,2.0,1.0,DW Steyn,6.75,0.0,0.0,4.0,27.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
147,147,10.0,1.0,0.0,B Kumar,5.25,0.0,0.0,4.0,21.0,,2,1.0,1.0,10.0,0,0,1,0.0,11.0
148,148,6.0,4.0,1.0,RS Bopara,9.5,0.0,0.0,4.0,38.0,,3,0.0,2.0,0.0,0,0,-1,0.0,-1.0
149,149,2.0,0.0,3.0,KV Sharma,12.5,0.0,0.0,2.0,25.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
150,150,4.0,0.0,1.0,A Ashish Reddy,7.5,0.0,0.0,2.0,15.0,,5,1.0,1.0,10.0,0,0,0,0.0,10.0
151,151,10.0,1.0,1.0,NM Coulter-Nile,6.5,0.0,0.0,4.0,26.0,,0,1.0,0.0,10.0,0,0,0,0.0,10.0
152,152,7.0,0.0,1.0,JP Duminy,5.66,0.0,0.0,3.0,17.0,,1,4.0,1.0,40.0,0,0,1,0.0,41.0
153,153,6.0,4.0,0.0,DJ Muthuswami,10.0,0.0,0.0,2.0,20.0,,2,0.0,0.0,0.0,0,0,-2,0.0,-2.0
154,154,9.0,5.0,1.0,AD Mathews,9.5,0.0,0.0,4.0,38.0,,3,1.0,0.0,10.0,0,0,-1,0.0,9.0
155,155,6.0,0.0,3.0,Imran Tahir,8.75,0.0,0.0,4.0,35.0,,4,1.0,0.0,10.0,0,0,0,0.0,10.0
156,156,3.0,0.0,1.0,A Mishra,7.0,0.0,0.0,2.0,14.0,,5,0.0,0.0,0.0,0,0,0,0.0,0.0
157,157,1.0,0.0,1.0,Yuvraj Singh,10.0,0.0,0.0,1.0,10.0,,6,0.0,0.0,0.0,0,0,-2,0.0,-2.0
158,158,11.0,4.0,1.0,UT Yadav,8.25,0.0,0.0,4.0,33.0,,0,3.0,1.0,30.0,0,0,0,0.0,30.0
159,159,13.0,2.0,2.0,M Morkel,6.75,0.0,0.0,4.0,27.0,,1,2.0,0.0,20.0,0,0,0,0.0,20.0
160,160,8.0,3.0,2.0,AD Russell,9.75,0.0,0.0,4.0,39.0,,2,2.0,2.0,20.0,0,0,-1,0.0,19.0
161,161,12.0,1.0,0.0,SP Narine,4.25,0.0,0.0,4.0,17.0,,3,1.0,0.0,10.0,0,0,2,0.0,12.0
162,162,6.0,0.0,2.0,PP Chawla,7.25,0.0,0.0,4.0,29.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
163,163,15.0,4.0,0.0,Sandeep Sharma,6.25,1.0,0.0,4.0,25.0,,0,4.0,0.0,40.0,0,0,0,4.0,44.0
164,164,7.0,6.0,0.0,Anureet Singh,9.25,0.0,0.0,4.0,37.0,,1,0.0,0.0,0.0,0,0,-1,0.0,-1.0
165,165,8.0,5.0,2.0,MG Johnson,10.69,0.0,0.0,3.5,41.0,,2,1.0,0.0,10.0,0,0,-2,0.0,8.0
166,166,9.0,4.0,1.0,NLTC Perera,8.25,0.0,0.0,4.0,33.0,,3,1.0,1.0,10.0,0,0,0,0.0,10.0
167,167,4.0,2.0,1.0,AR Patel,11.0,0.0,0.0,2.0,22.0,,4,0.0,0.0,0.0,0,0,-3,0.0,-3.0
168,168,8.0,3.0,1.0,Ankit Sharma,8.66,0.0,0.0,3.0,26.0,,0,1.0,0.0,10.0,0,0,0,0.0,10.0
169,169,14.0,2.0,0.0,CH Morris,4.75,0.0,0.0,4.0,19.0,,1,1.0,0.0,10.0,0,0,2,0.0,12.0
170,170,6.0,4.0,1.0,PV Tambe,9.0,0.0,0.0,4.0,36.0,,2,1.0,0.0,10.0,0,0,-1,0.0,9.0
171,171,2.0,3.0,0.0,DJ Hooda,11.0,0.0,0.0,2.0,22.0,,3,0.0,1.0,0.0,0,0,-3,0.0,-3.0
172,172,12.0,1.0,1.0,JP Faulkner,6.5,0.0,0.0,4.0,26.0,,4,1.0,1.0,10.0,0,0,0,0.0,10.0
173,173,4.0,1.0,0.0,STR Binny,5.0,0.0,0.0,1.0,5.0,,5,0.0,0.0,0.0,0,0,1,0.0,1.0
174,174,5.0,4.0,0.0,SR Watson,10.0,0.0,0.0,2.0,20.0,,6,0.0,1.0,0.0,0,0,-2,0.0,-2.0
175,175,6.0,2.0,0.0,IC Pandey,6.0,0.0,0.0,2.0,12.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0
176,176,7.0,4.0,0.0,A Nehra,8.0,0.0,0.0,4.0,32.0,,1,0.0,1.0,0.0,0,0,0,0.0,0.0
177,177,7.0,2.0,1.0,MM Sharma,8.25,0.0,0.0,4.0,33.0,,2,0.0,0.0,0.0,0,0,0,0.0,0.0
178,178,7.0,0.0,2.0,RA Jadeja,7.25,0.0,0.0,4.0,29.0,,3,1.0,0.0,10.0,0,0,0,0.0,10.0
179,179,0.0,1.0,1.0,R Ashwin,10.5,0.0,0.0,2.0,21.0,,4,0.0,0.0,0.0,0,0,-2,0.0,-2.0
180,180,3.0,3.0,2.0,DJ Bravo,12.85,0.0,0.0,2.2,30.0,,5,1.0,0.0,10.0,0,0,-3,0.0,7.0
181,181,10.0,2.0,2.0,Iqbal Abdulla,8.75,0.0,0.0,4.0,35.0,,0,0.0,2.0,0.0,0,0,0,0.0,0.0
182,182,13.0,7.0,2.0,VR Aaron,12.5,0.0,0.0,4.0,50.0,,1,0.0,3.0,0.0,0,0,-3,0.0,-3.0
183,183,7.0,5.0,5.0,AN Ahmed,14.75,0.0,0.0,4.0,59.0,,2,0.0,1.0,0.0,0,0,-3,0.0,-3.0
184,184,10.0,6.0,0.0,D Wiese,8.25,0.0,0.0,4.0,33.0,,3,4.0,1.0,40.0,0,0,0,0.0,40.0
185,185,11.0,3.0,1.0,YS Chahal,7.0,0.0,0.0,4.0,28.0,,4,2.0,1.0,20.0,0,0,0,0.0,20.0
186,186,12.0,7.0,1.0,MJ McClenaghan,10.75,0.0,2.0,4.0,43.0,,0,1.0,3.0,10.0,0,0,-2,0.0,8.0
187,187,12.0,3.0,2.0,SL Malinga,8.75,1.0,0.0,4.0,35.0,,1,1.0,2.0,10.0,0,0,0,4.0,14.0
188,188,13.0,2.0,2.0,Harbhajan Singh,6.75,0.0,0.0,4.0,27.0,,2,3.0,0.0,30.0,0,0,0,0.0,30.0
