,Unnamed: 0,0s,4s,6s,Bowling,Econ,M,NB,O,R,Rajasthan Royals Team,Unnamed: 0.1,W,WD,sumpts_w,sumpts_4w,sumpts_5w,sumpts_econ,sumpts_maid,totalpoints
658,658,5.0,2.0,2.0,MM Sharma,11.0,0.0,0.0,3.0,33.0,,4,1.0,3.0,10.0,0,0,-3,0.0,7.0
659,659,5.0,2.0,2.0,DJ Bravo,10.0,0.0,0.0,4.0,40.0,,5,3.0,3.0,30.0,0,0,-2,0.0,28.0
660,660,8.0,2.0,0.0,SL Malinga,5.75,0.0,0.0,4.0,23.0,,0,3.0,0.0,30.0,0,0,1,0.0,31.0
661,661,5.0,5.0,3.0,MJ McClenaghan,15.33,0.0,0.0,3.0,46.0,,1,1.0,3.0,10.0,0,0,-3,0.0,7.0
662,662,6.0,0.0,2.0,R Vinay Kumar,8.66,0.0,0.0,3.0,26.0,,2,2.0,1.0,20.0,0,0,0,0.0,20.0
663,663,8.0,1.0,1.0,Harbhajan Singh,6.5,0.0,0.0,4.0,26.0,,3,2.0,1.0,20.0,0,0,0,0.0,20.0
664,664,2.0,1.0,0.0,KA Pollard,7.33,0.0,0.0,3.0,22.0,,4,0.0,0.0,0.0,0,0,0,0.0,0.0
665,665,5.0,2.0,1.0,J Suchith,9.0,0.0,0.0,2.0,18.0,,5,1.0,0.0,10.0,0,0,-1,0.0,9.0
666,666,10.0,3.0,3.0,CH Morris,10.5,0.0,0.0,4.0,42.0,,0,1.0,1.0,10.0,0,0,-2,0.0,8.0
667,667,5.0,5.0,1.0,JP Faulkner,10.5,0.0,0.0,4.0,42.0,,1,0.0,0.0,0.0,0,0,-2,0.0,-2.0
668,668,13.0,2.0,2.0,DS Kulkarni,7.0,0.0,0.0,4.0,28.0,,2,2.0,0.0,20.0,0,0,0,0.0,20.0
669,669,8.0,3.0,0.0,SR Watson,8.0,0.0,0.0,4.0,32.0,,3,0.0,4.0,0.0,0,0,0,0.0,0.0
670,670,6.0,2.0,2.0,Ankit Sharma,9.33,0.0,0.0,3.0,28.0,,4,0.0,0.0,0.0,0,0,-1,0.0,-1.0
671,671,5.0,0.0,0.0,STR Binny,1.0,0.0,0.0,1.0,1.0,,5,0.0,0.0,0.0,0,0,3,0.0,3.0
672,672,13.0,3.0,0.0,MA Starc,5.5,0.0,0.0,4.0,22.0,,0,1.0,1.0,10.0,0,0,1,0.0,11.0
673,673,13.0,2.0,0.0,S Aravind,5.0,0.0,0.0,4.0,20.0,,1,2.0,1.0,20.0,0,0,1,0.0,21.0
674,674,8.0,1.0,0.0,HV Patel,5.0,0.0,0.0,3.0,15.0,,2,2.0,0.0,20.0,0,0,1,0.0,21.0
675,675,8.0,4.0,0.0,D Wiese,8.0,0.0,0.0,4.0,32.0,,3,2.0,1.0,20.0,0,0,0,0.0,20.0
676,676,9.0,1.0,0.0,YS Chahal,5.0,0.0,0.0,4.0,20.0,,4,2.0,0.0,20.0,0,0,1,0.0,21.0
677,677,14.0,2.0,2.0,A Nehra,7.0,0.0,0.0,4.0,28.0,,0,3.0,1.0,30.0,0,0,0,0.0,30.0
678,678,16.0,1.0,0.0,R Ashwin,3.25,0.0,0.0,4.0,13.0,,1,1.0,0.0,10.0,0,0,3,0.0,13.0
679,679,10.0,2.0,0.0,MM Sharma,5.5,0.0,0.0,4.0,22.0,,2,1.0,0.0,10.0,0,0,1,0.0,11.0
680,680,4.0,3.0,2.0,SK Raina,12.0,0.0,0.0,3.0,36.0,,3,1.0,2.0,10.0,0,0,-3,0.0,7.0
681,681,8.0,1.0,1.0,DJ Bravo,7.0,0.0,0.0,3.0,21.0,,4,1.0,2.0,10.0,0,0,0,0.0,10.0
682,682,3.0,0.0,0.0,P Negi,4.0,0.0,0.0,1.0,4.0,,5,0.0,0.0,0.0,0,0,2,0.0,2.0
683,683,1.0,2.0,0.0,RA Jadeja,13.0,0.0,0.0,1.0,13.0,,6,0.0,0.0,0.0,0,0,-3,0.0,-3.0
684,684,7.0,3.0,0.0,MA Starc,6.75,0.0,0.0,4.0,27.0,,0,1.0,0.0,10.0,0,0,0,0.0,10.0
685,685,9.0,2.0,0.0,S Aravind,6.25,0.0,0.0,4.0,25.0,,1,1.0,0.0,10.0,0,0,0,0.0,10.0
686,686,10.0,1.0,1.0,HV Patel,6.78,0.0,0.0,3.5,26.0,,2,1.0,1.0,10.0,0,0,0,0.0,10.0
687,687,6.0,3.0,0.0,D Wiese,7.5,0.0,0.0,4.0,30.0,,3,1.0,2.0,10.0,0,0,0,0.0,10.0
688,688,9.0,0.0,2.0,YS Chahal,7.0,0.0,0.0,4.0,28.0,,4,2.0,0.0,20.0,0,0,0,0.0,20.0
689,689,10.0,4.0,3.0,A Nehra,10.25,0.0,0.0,4.0,41.0,,0,0.0,0.0,0.0,0,0,-2,0.0,-2.0
690,690,9.0,3.0,2.0,MM Sharma,9.5,0.0,0.0,4.0,38.0,,1,1.0,0.0,10.0,0,0,-1,0.0,9.0
691,691,6.0,1.0,2.0,R Ashwin,10.5,0.0,1.0,2.0,21.0,,2,0.0,0.0,0.0,0,0,-2,0.0,-2.0
692,692,3.0,4.0,1.0,RA Jadeja,13.0,0.0,0.0,2.0,26.0,,3,0.0,0.0,0.0,0,0,-3,0.0,-3.0
693,693,2.0,1.0,1.0,P Negi,9.0,0.0,0.0,2.0,18.0,,4,0.0,0.0,0.0,0,0,-1,0.0,-1.0
694,694,8.0,3.0,2.0,DJ Bravo,9.0,0.0,0.0,4.0,36.0,,5,2.0,0.0,20.0,0,0,-1,0.0,19.0
695,695,4.0,0.0,1.0,DR Smith,8.5,0.0,0.0,2.0,17.0,,6,1.0,0.0,10.0,0,0,0,0.0,10.0
696,696,11.0,1.0,1.0,SL Malinga,6.25,0.0,1.0,4.0,25.0,,0,2.0,1.0,20.0,0,0,0,0.0,20.0
697,697,15.0,2.0,2.0,MJ McClenaghan,6.25,0.0,0.0,4.0,25.0,,1,3.0,0.0,30.0,0,0,0,0.0,30.0
698,698,10.0,4.0,2.0,R Vinay Kumar,9.75,0.0,0.0,4.0,39.0,,2,1.0,1.0,10.0,0,0,-1,0.0,9.0
699,699,9.0,6.0,0.0,HH Pandya,9.0,0.0,1.0,4.0,36.0,,3,0.0,0.0,0.0,0,0,-1,0.0,-1.0
700,700,7.0,3.0,1.0,Harbhajan Singh,8.5,0.0,0.0,4.0,34.0,,4,2.0,1.0,20.0,0,0,0,0.0,20.0
