,Unnamed: 0,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
395,6,KV Sharma,1,0,11,0,11,0,1,0,0,0
396,0,MJ McClenaghan,4,0,31,1,7.75,12,1,3,1,0
397,1,JJ Bumrah,4,0,19,1,4.75,11,0,1,0,0
398,2,HH Pandya,4,0,44,1,11,8,5,2,3,0
399,3,M Markande,3,0,29,1,9.66,6,2,2,1,0
400,4,JP Duminy,1,0,8,0,8,1,1,0,0,0
401,5,BCJ Cutting,3,0,28,1,9.33,4,1,2,0,0
402,6,KH Pandya,1,0,10,0,10,1,0,1,0,0
403,0,R Ashwin,4,0,23,0,5.75,7,0,1,0,0
404,1,AS Rajpoot,3,0,31,0,10.33,8,2,3,0,0
405,2,AJ Tye,4,0,35,1,8.75,8,4,1,1,0
406,3,Mujeeb Ur Rahman,4,0,37,2,9.25,11,1,4,1,0
407,4,AR Patel,1,0,9,0,9,1,1,0,0,0
408,5,MP Stoinis,3,0,37,1,12.33,6,5,2,0,0
409,0,DJ Willey,4,0,24,1,6,12,2,1,0,0
410,1,L Ngidi,4,0,24,1,6,15,3,1,1,0
411,2,SN Thakur,2,0,19,0,9.5,5,2,1,0,0
412,3,RA Jadeja,4,0,18,3,4.5,8,0,0,0,0
413,4,Harbhajan Singh,4,0,22,2,5.5,11,3,0,0,0
414,5,DJ Bravo,2,0,17,0,8.5,3,1,0,0,0
415,0,TG Southee,3,0,30,0,10,6,4,1,0,0
416,1,YS Chahal,3,1,29,0,9.66,9,1,3,1,1
