,0s,4s,6s,Bowling,Econ,M,NB,O,Pune Warriors Team,R,Unnamed: 0,W,WD
92,6.0,0.0,0.0,DP Nannes,0.0,1.0,0.0,1.0,,0.0,2,1.0,0.0
93,4.0,5.0,0.0,A Mithun,10.33,0.0,1.0,3.0,,31.0,3,0.0,0.0
94,1.0,1.0,0.0,V Kohli,7.5,0.0,0.0,2.0,,15.0,4,0.0,0.0
95,1.0,2.0,0.0,TM Dilshan,12.0,0.0,0.0,1.0,,12.0,5,0.0,0.0
96,4.0,4.0,0.0,AUK Pathan,8.57,0.0,0.0,3.3,,30.0,6,0.0,0.0
97,14.0,3.0,3.0,P Kumar,9.25,1.0,0.0,4.0,,37.0,0,2.0,0.0
98,13.0,3.0,0.0,RJ Harris,6.25,0.0,0.0,4.0,,25.0,1,1.0,0.0
99,5.0,3.0,0.0,R McLaren,7.75,0.0,1.0,4.0,,31.0,2,0.0,0.0
100,5.0,4.0,1.0,PP Chawla,11.0,0.0,0.0,3.0,,33.0,3,1.0,0.0
101,1.0,2.0,1.0,AM Nayar,12.0,0.0,0.0,2.0,,24.0,4,0.0,0.0
102,2.0,3.0,1.0,BA Bhatt,11.66,0.0,0.0,3.0,,35.0,5,0.0,1.0
103,5.0,5.0,0.0,R Ashwin,9.25,0.0,0.0,4.0,,37.0,0,0.0,1.0
104,10.0,6.0,0.0,TG Southee,8.25,0.0,0.0,4.0,,33.0,1,1.0,0.0
105,2.0,5.0,1.0,JA Morkel,12.66,0.0,0.0,3.0,,38.0,2,1.0,0.0
106,6.0,4.0,0.0,S Randiv,8.0,0.0,0.0,4.0,,32.0,3,1.0,0.0
107,1.0,1.0,1.0,SB Styris,13.0,0.0,0.0,1.0,,13.0,4,0.0,0.0
108,0.0,3.0,1.0,SB Jakati,12.92,0.0,0.0,2.1,,28.0,5,0.0,0.0
109,2.0,1.0,1.0,SK Raina,12.0,0.0,0.0,1.0,,12.0,6,0.0,0.0
110,6.0,6.0,0.0,AC Thomas,10.33,0.0,0.0,3.0,,31.0,0,1.0,0.0
111,8.0,2.0,0.0,SB Wagh,5.0,0.0,0.0,2.0,,10.0,1,0.0,0.0
112,11.0,3.0,1.0,WD Parnell,8.75,0.0,0.0,4.0,,35.0,2,3.0,1.0
113,10.0,0.0,2.0,M Kartik,7.5,0.0,1.0,4.0,,30.0,3,0.0,1.0
114,15.0,1.0,1.0,R Sharma,4.5,0.0,0.0,4.0,,18.0,4,1.0,0.0
115,1.0,0.0,1.0,Yuvraj Singh,12.0,0.0,0.0,1.0,,12.0,5,0.0,0.0
116,5.0,0.0,0.0,JD Ryder,4.0,0.0,0.0,2.0,,8.0,6,1.0,0.0
117,7.0,3.0,1.0,RP Singh,10.0,0.0,0.0,3.0,,30.0,0,0.0,0.0
118,8.0,2.0,0.0,S Sreesanth,7.0,0.0,0.0,3.0,,21.0,1,0.0,4.0
119,7.0,3.0,3.0,M Muralitharan,10.95,0.0,0.0,3.5,,42.0,2,1.0,1.0
120,10.0,1.0,0.0,R Vinay Kumar,5.0,0.0,0.0,3.0,,15.0,3,1.0,3.0
121,8.0,1.0,1.0,RA Jadeja,7.0,0.0,0.0,4.0,,28.0,4,1.0,1.0
122,6.0,2.0,0.0,BJ Hodge,7.0,0.0,0.0,2.0,,14.0,5,2.0,1.0
123,9.0,5.0,0.0,Z Khan,8.0,0.0,0.0,4.0,,32.0,0,3.0,1.0
124,14.0,4.0,1.0,JJ van der Wath,7.5,0.0,2.0,4.0,,30.0,1,1.0,1.0
125,6.0,4.0,0.0,S Aravind,8.66,0.0,0.0,3.0,,26.0,2,0.0,1.0
126,7.0,3.0,0.0,DL Vettori,7.25,0.0,0.0,4.0,,29.0,3,0.0,0.0
127,3.0,1.0,3.0,R Ninan,11.33,0.0,0.0,3.0,,34.0,4,1.0,0.0
128,2.0,0.0,2.0,TM Dilshan,11.0,0.0,0.0,2.0,,22.0,5,0.0,0.0
129,14.0,3.0,0.0,DW Steyn,6.0,0.0,2.0,4.0,,24.0,0,3.0,0.0
130,14.0,3.0,0.0,I Sharma,5.25,0.0,0.0,4.0,,21.0,1,1.0,0.0
131,7.0,2.0,1.0,MS Gony,7.75,0.0,0.0,4.0,,31.0,2,3.0,0.0
132,10.0,1.0,0.0,DT Christian,5.5,0.0,0.0,4.0,,22.0,3,1.0,2.0
133,7.0,3.0,2.0,A Mishra,10.25,0.0,1.0,4.0,,41.0,4,1.0,0.0
134,10.0,2.0,0.0,B Lee,7.25,0.0,0.0,4.0,,29.0,0,0.0,2.0
135,12.0,2.0,2.0,L Balaji,7.75,0.0,0.0,4.0,,31.0,1,0.0,2.0
136,8.0,3.0,0.0,JH Kallis,7.75,0.0,0.0,4.0,,31.0,2,0.0,2.0
137,9.0,1.0,2.0,Shakib Al Hasan,7.75,0.0,0.0,4.0,,31.0,3,2.0,2.0
138,0.0,2.0,0.0,R Bhatia,12.0,0.0,0.0,1.0,,12.0,4,0.0,0.0
139,3.0,0.0,1.0,Iqbal Abdulla,7.0,0.0,0.0,2.0,,14.0,5,0.0,0.0
140,3.0,0.0,0.0,YK Pathan,4.0,0.0,0.0,1.0,,4.0,6,2.0,0.0
141,5.0,1.0,1.0,AL Menaria,9.0,0.0,0.0,2.0,,18.0,0,0.0,1.0
142,7.0,5.0,0.0,A Singh,10.4,0.0,0.0,2.3,,26.0,1,0.0,1.0
143,2.0,2.0,0.0,SR Watson,9.0,0.0,0.0,2.0,,18.0,2,0.0,0.0
144,2.0,1.0,2.0,ND Doshi,11.5,0.0,0.0,2.0,,23.0,3,0.0,0.0
145,2.0,1.0,0.0,J Botha,6.5,0.0,0.0,2.0,,13.0,4,0.0,0.0
146,9.0,4.0,0.0,SK Warne,7.0,0.0,0.0,4.0,,28.0,5,0.0,0.0
147,6.0,4.0,0.0,SK Trivedi,8.5,0.0,1.0,4.0,,34.0,6,0.0,0.0
148,13.0,1.0,0.0,RP Singh,3.75,0.0,0.0,4.0,,15.0,0,0.0,0.0
149,8.0,6.0,2.0,R Vinay Kumar,12.0,0.0,0.0,4.0,,48.0,1,0.0,3.0
150,9.0,3.0,2.0,NLTC Perera,9.5,0.0,0.0,4.0,,38.0,2,0.0,1.0
151,7.0,2.0,2.0,RV Gomez,9.66,0.0,0.0,3.0,,29.0,3,1.0,1.0
152,7.0,3.0,0.0,RA Jadeja,7.25,0.0,0.0,4.0,,29.0,4,0.0,1.0
153,2.0,1.0,1.0,RR Powar,12.0,0.0,0.0,1.0,,12.0,5,0.0,0.0
154,12.0,9.0,0.0,SL Malinga,10.5,0.0,0.0,4.0,,42.0,0,2.0,3.0
155,10.0,2.0,0.0,MM Patel,5.0,0.0,0.0,3.0,,15.0,1,0.0,0.0
156,9.0,3.0,2.0,AG Murtaza,9.25,0.0,0.0,4.0,,37.0,2,0.0,1.0
157,4.0,6.0,1.0,KA Pollard,14.33,0.0,0.0,3.0,,43.0,3,0.0,3.0
158,6.0,2.0,1.0,Harbhajan Singh,8.25,0.0,0.0,4.0,,33.0,4,0.0,0.0
159,0.0,1.0,0.0,R Sathish,11.0,0.0,0.0,1.0,,11.0,5,0.0,0.0
160,9.0,4.0,1.0,Z Khan,8.25,0.0,0.0,4.0,,33.0,0,1.0,0.0
161,13.0,2.0,1.0,DL Vettori,5.75,0.0,0.0,4.0,,23.0,1,0.0,0.0
162,5.0,7.0,1.0,JJ van der Wath,12.25,0.0,0.0,4.0,,49.0,2,2.0,1.0
163,0.0,3.0,0.0,TM Dilshan,10.5,0.0,0.0,2.0,,21.0,3,0.0,0.0
164,5.0,2.0,2.0,R Ninan,10.33,0.0,0.0,3.0,,31.0,4,2.0,0.0
165,3.0,2.0,0.0,V Kohli,7.66,0.0,0.0,3.0,,23.0,5,0.0,0.0
166,11.0,3.0,2.0,JA Morkel,8.5,0.0,0.0,4.0,,34.0,0,2.0,1.0
167,9.0,3.0,1.0,TG Southee,8.0,0.0,0.0,4.0,,32.0,1,1.0,1.0
168,13.0,3.0,0.0,R Ashwin,5.75,0.0,0.0,4.0,,23.0,2,1.0,1.0
