,Unnamed: 0,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
57,0,P Kumar,2.0,0,12,0,6.0,6,2,0,0,0
58,1,SB Jakati,4.0,0,40,0,10.0,5,5,1,0,0
59,2,PV Tambe,4.0,0,33,2,8.25,7,3,1,0,0
60,3,DJ Bravo,4.0,0,43,1,10.75,6,2,3,0,0
61,4,RA Jadeja,4.0,0,18,2,4.5,14,0,1,0,0
62,5,JP Faulkner,2.0,0,15,0,7.5,3,1,0,0,0
63,0,RP Singh,2.0,0,21,0,10.5,5,1,2,1,0
64,1,I Sharma,4.0,0,39,1,9.75,7,7,0,0,0
65,2,R Ashwin,4.0,0,26,0,6.5,13,1,1,1,0
66,3,M Ashwin,4.0,0,31,2,7.75,10,4,0,2,0
67,4,R Bhatia,3.0,0,30,0,10.0,6,0,3,0,1
68,5,MR Marsh,1.0,0,10,0,10.0,0,1,0,0,0
69,0,Z Khan,4.0,1,14,1,3.5,17,2,0,0,0
70,1,P Negi,1.0,0,10,0,10.0,3,2,0,0,0
71,2,CH Morris,4.0,0,19,1,4.75,13,1,0,1,0
72,3,CR Brathwaite,4.0,0,33,0,8.25,10,4,1,0,0
73,4,A Mishra,3.0,0,11,4,3.66,13,1,0,1,0
74,5,J Yadav,4.0,0,23,1,5.75,12,1,1,1,0
75,0,Sandeep Sharma,2.0,1,6,1,3.0,9,1,0,0,0
76,1,MG Johnson,3.0,0,28,0,9.33,4,3,1,0,0
77,2,MM Sharma,2.0,0,10,0,5.0,7,1,0,1,0
78,3,AR Patel,3.0,0,25,1,8.33,7,4,0,0,0
79,4,P Sahu,2.3,0,27,0,10.8,4,1,2,1,0
80,5,GJ Maxwell,1.0,0,11,0,11.0,3,2,0,1,0
81,0,M Morkel,4.0,0,35,2,8.75,11,2,2,3,1
82,1,UT Yadav,4.0,0,28,3,7.0,10,2,1,1,0
83,2,Shakib Al Hasan,3.0,0,18,0,6.0,6,0,1,0,0
84,3,AD Russell,4.0,0,19,1,4.75,12,1,0,0,0
85,4,SP Narine,4.0,0,26,0,6.5,10,2,1,0,0
86,5,PP Chawla,1.0,0,13,0,13.0,2,2,0,0,0
87,0,B Kumar,4.0,0,29,0,7.25,8,3,0,1,0
88,1,BB Sran,4.0,0,31,0,7.75,11,5,0,2,0
89,2,Mustafizur Rahman,4.0,0,29,1,7.25,7,1,1,1,0
90,3,KV Sharma,2.2,0,24,0,10.28,3,4,0,0,0
91,4,MC Henriques,2.0,0,19,0,9.5,3,1,1,1,0
92,5,A Ashish Reddy,2.0,0,14,1,7.0,4,2,0,0,0
93,0,P Kumar,3.0,0,18,0,6.0,11,3,0,1,0
94,1,DS Kulkarni,4.0,1,19,2,4.75,16,2,1,0,0
95,2,SB Jakati,3.0,0,13,1,4.33,12,0,1,1,0
96,3,JP Faulkner,4.0,0,40,1,10.0,6,3,1,2,2
97,4,PV Tambe,2.0,0,12,2,6.0,6,0,1,0,0
98,5,DJ Bravo,4.0,0,39,1,9.75,6,3,1,1,0
99,0,TG Southee,4.0,0,31,0,7.75,11,4,1,0,0
100,1,JJ Bumrah,4.0,0,32,2,8.0,8,3,0,1,1
101,2,MJ McClenaghan,4.0,0,21,4,5.25,13,3,0,0,0
102,3,KH Pandya,4.0,0,20,1,5.0,9,1,0,0,0
103,4,HH Pandya,2.0,0,16,0,8.0,6,1,1,2,0
104,5,Harbhajan Singh,2.0,0,20,0,10.0,4,2,1,0,0
105,0,Sandeep Sharma,4.0,0,23,2,5.75,12,3,0,1,0
106,1,KJ Abbott,4.0,0,38,1,9.5,8,6,0,1,0
107,2,AR Patel,3.0,0,26,0,8.66,6,4,0,0,0
108,3,P Sahu,4.0,0,31,0,7.75,6,3,0,1,0
109,4,MM Sharma,4.0,0,23,3,5.75,8,2,0,0,0
110,5,GJ Maxwell,1.0,0,3,0,3.0,3,0,0,0,0
111,0,I Sharma,3.0,0,26,0,8.66,10,4,1,0,0
112,1,Ankit Sharma,4.0,0,27,1,6.75,8,2,0,2,0
113,2,R Ashwin,4.0,0,27,0,6.75,8,2,1,0,0
114,3,M Ashwin,4.0,0,36,3,9.0,5,2,2,0,0
115,4,IK Pathan,1.0,0,7,0,7.0,3,1,0,0,0
116,5,NLTC Perera,2.4,0,30,0,11.25,2,4,0,0,0
117,0,Z Khan,4.0,0,50,1,12.5,6,7,2,0,0
118,1,CH Morris,4.0,0,29,0,7.25,9,4,0,0,0
119,2,Mohammed Shami,4.0,0,34,2,8.5,8,2,2,1,0
120,3,P Negi,3.0,0,26,0,8.66,3,2,1,0,0
121,4,A Mishra,3.0,0,26,0,8.66,4,2,1,0,0
122,5,CR Brathwaite,2.0,0,18,1,9.0,5,2,1,0,0
123,0,S Aravind,3.0,0,32,1,10.66,5,4,0,2,0
124,1,Parvez Rasool,3.0,0,28,0,9.33,5,4,0,0,0
125,2,SR Watson,4.0,0,25,2,6.25,12,3,0,1,0
126,3,YS Chahal,2.1,0,23,0,10.61,2,2,1,1,0
127,4,D Wiese,4.0,0,49,0,12.25,6,7,1,2,1
128,5,HV Patel,3.0,0,32,0,10.66,4,2,2,0,0
129,0,B Kumar,4.0,0,17,1,4.25,14,1,0,0,0
130,1,BB Sran,4.0,0,28,3,7.0,13,4,0,4,0
131,2,MC Henriques,4.0,0,23,0,5.75,10,1,1,1,0
132,3,Mustafizur Rahman,4.0,0,32,1,8.0,6,3,0,1,0
133,4,Bipul Sharma,4.0,0,40,0,10.0,6,0,4,0,0
134,0,TG Southee,4.0,0,24,3,6.0,11,2,0,1,0
135,1,MJ McClenaghan,3.3,0,33,0,9.42,10,2,3,0,0
136,2,JJ Bumrah,3.0,0,19,0,6.33,6,0,1,0,1
137,3,Harbhajan Singh,4.0,0,38,0,9.5,7,4,1,1,0
138,4,HH Pandya,3.0,0,29,0,9.66,3,3,0,0,0
139,0,M Morkel,4.0,0,27,2,6.75,11,4,0,0,0
140,1,UT Yadav,3.0,0,17,1,5.66,5,0,0,0,0
141,2,Shakib Al Hasan,4.0,0,28,0,7.0,9,3,0,1,0
142,3,SP Narine,4.0,0,22,2,5.5,10,1,0,1,0
143,4,PP Chawla,3.0,0,18,1,6.0,8,2,0,1,0
144,5,YK Pathan,1.0,0,6,1,6.0,2,0,0,2,0
145,6,AD Russell,1.0,0,18,0,18.0,0,0,2,0,0
146,0,Sandeep Sharma,2.0,0,21,0,10.5,2,3,0,0,0
147,1,KJ Abbott,3.0,0,32,0,10.66,4,5,0,2,0
148,2,MM Sharma,3.1,0,29,0,9.15,7,5,0,1,0
149,3,AR Patel,3.0,0,19,2,6.33,6,2,0,0,0
150,4,P Sahu,4.0,0,18,2,4.5,10,1,0,0,0
151,5,GJ Maxwell,2.0,0,17,0,8.5,3,2,0,0,0
152,0,TG Southee,4.0,0,25,0,6.25,11,3,0,0,0
153,1,MJ McClenaghan,4.0,0,46,1,11.5,10,3,4,0,0
154,2,JJ Bumrah,4.0,0,31,3,7.75,8,3,1,0,0
155,3,Harbhajan Singh,2.0,0,20,0,10.0,3,3,0,2,0
156,4,KH Pandya,4.0,0,27,2,6.75,8,0,0,4,0
157,5,HH Pandya,2.0,0,18,0,9.0,4,0,2,0,0
158,0,VR Aaron,4.0,0,37,0,9.25,9,3,1,0,1
159,1,KW Richardson,3.0,0,25,1,8.33,8,2,2,0,0
160,2,SR Watson,4.0,0,40,0,10.0,8,6,1,1,0
161,3,HV Patel,2.0,0,20,0,10.0,4,2,1,0,0
162,4,Iqbal Abdulla,4.0,0,40,3,10.0,6,2,3,1,0
163,5,STR Binny,1.0,0,8,0,8.0,1,1,0,0,0
164,0,B Kumar,4.0,0,29,4,7.25,11,4,0,2,0
165,1,BB Sran,4.0,0,36,1,9.0,5,3,1,0,0
166,2,Mustafizur Rahman,4.0,0,19,1,4.75,10,1,0,0,0
167,3,DJ Hooda,3.0,0,22,1,7.33,3,2,0,0,0
168,4,MC Henriques,3.0,0,17,0,5.66,4,0,0,1,0
169,5,Bipul Sharma,2.0,0,10,1,5.0,5,1,0,0,0
170,0,DW Steyn,2.0,0,17,0,8.5,5,2,0,1,0
171,1,P Kumar,2.0,0,31,0,15.5,2,3,0,2,0
172,2,DJ Bravo,3.0,0,26,0,8.66,5,4,0,0,0
173,3,SK Raina,2.0,0,16,0,8.0,3,2,0,1,0
174,4,PV Tambe,2.0,0,17,0,8.5,1,1,0,1,0
175,5,RA Jadeja,2.5,0,20,0,7.05,5,1,0,0,0
176,6,DS Kulkarni,1.0,0,9,0,9.0,1,1,0,0,0
177,0,I Sharma,4.0,0,47,0,11.75,8,6,2,2,1
178,1,NLTC Perera,4.0,0,34,3,8.5,8,3,1,2,0
179,2,Ankit Sharma,4.0,0,31,0,7.75,4,1,1,1,0
180,3,R Bhatia,3.0,0,22,0,7.33,1,1,0,0,0
181,4,R Ashwin,3.0,0,22,0,7.33,5,1,0,2,0
182,5,M Ashwin,2.0,0,29,0,14.5,1,2,2,0,0
183,0,STR Binny,2.0,0,23,0,11.5,2,4,0,0,0
184,1,KW Richardson,3.0,0,13,3,4.33,11,1,0,0,0
185,2,HV Patel,4.0,0,46,1,11.5,6,5,2,3,0
186,3,SR Watson,4.0,0,31,2,7.75,9,2,1,2,0
187,4,T Shamsi,4.0,0,36,1,9.0,7,4,1,0,0
188,5,Iqbal Abdulla,3.0,0,22,0,7.33,0,0,0,1,0
189,0,TG Southee,3.0,0,21,0,7.0,6,2,0,3,0
190,1,MJ McClenaghan,4.0,0,31,2,7.75,13,2,2,3,0
191,2,JJ Bumrah,4.0,0,42,0,10.5,5,4,1,1,1
192,3,KH Pandya,4.0,0,25,0,6.25,3,1,0,1,0
193,4,HH Pandya,1.0,0,7,1,7.0,2,1,0,0,0
194,5,Harbhajan Singh,3.0,0,24,1,8.0,6,2,1,0,0
195,6,KA Pollard,1.0,0,11,0,11.0,1,0,1,0,0
196,0,Z Khan,4.0,0,30,1,7.5,10,3,1,1,0
197,1,Mohammed Shami,3.0,0,24,0,8.0,9,5,0,0,0
198,2,P Negi,1.0,0,19,0,19.0,0,4,0,0,0
199,3,CH Morris,4.0,0,27,1,6.75,7,1,1,1,0
200,4,A Mishra,4.0,0,24,2,6.0,8,0,1,0,0
201,5,Imran Tahir,4.0,0,29,0,7.25,7,2,1,0,0
202,0,B Kumar,4.0,0,37,1,9.25,7,3,2,0,0
203,1,BB Sran,4.0,0,33,0,8.25,6,2,1,0,0
204,2,DJ Hooda,4.0,0,30,0,7.5,11,1,2,2,0
205,3,Mustafizur Rahman,4.0,1,9,2,2.25,17,0,0,0,0
206,4,MC Henriques,4.0,0,33,2,8.25,7,3,1,1,0
207,0,Sandeep Sharma,4.0,0,30,1,7.5,12,2,2,0,0
208,1,KJ Abbott,3.0,0,34,0,11.33,4,5,0,0,0
209,2,GJ Maxwell,2.0,0,16,0,8.0,4,1,1,0,0
210,3,MM Sharma,3.0,0,20,1,6.66,8,2,0,3,0
211,4,R Dhawan,4.0,0,35,1,8.75,7,3,1,2,0
212,5,AR Patel,1.5,0,11,0,6.0,4,1,0,0,0
213,0,P Kumar,3.0,0,28,0,9.33,6,5,0,0,0
214,1,DS Kulkarni,4.0,0,39,1,9.75,6,3,2,0,0
215,2,PV Tambe,3.0,0,24,1,8.0,4,3,0,0,0
216,3,SB Jakati,3.0,0,28,0,9.33,2,2,1,0,0
217,4,RA Jadeja,3.0,0,17,0,5.66,5,1,0,0,0
218,5,DJ Bravo,4.0,0,43,0,10.75,5,4,1,2,0
219,0,YS Chahal,4.0,0,33,1,8.25,6,1,1,1,1
220,1,KW Richardson,4.0,0,53,1,13.25,6,4,3,2,0
221,2,Iqbal Abdulla,4.0,0,41,0,10.25,5,4,1,1,0
222,3,SR Watson,3.3,0,31,1,8.85,6,4,0,1,1
223,4,T Shamsi,4.0,0,21,1,5.25,11,2,0,0,0
224,0,M Morkel,3.0,0,30,0,10.0,8,3,2,0,0
225,1,AD Russell,2.0,0,16,0,8.0,3,2,0,0,0
226,2,Shakib Al Hasan,3.0,0,14,1,4.66,7,1,0,0,0
227,3,SP Narine,4.0,0,32,1,8.0,8,1,2,0,0
228,4,PP Chawla,3.0,0,26,0,8.66,4,1,1,0,0
229,5,R Sathish,3.0,0,20,1,6.66,4,0,1,0,0
230,6,UT Yadav,2.0,0,16,1,8.0,3,0,1,0,0
231,0,JA Morkel,3.0,0,36,2,12.0,5,5,1,2,0
232,1,NLTC Perera,3.3,0,28,2,8.0,8,3,1,0,0
233,2,R Ashwin,2.0,0,21,0,10.5,4,0,2,3,0
234,3,R Bhatia,4.0,0,19,2,4.75,8,1,0,0,0
235,4,Ankit Sharma,3.0,0,26,0,8.66,5,0,2,1,0
236,5,M Ashwin,4.0,0,32,1,8.0,10,2,2,1,0
237,0,Sandeep Sharma,4.0,0,20,1,5.0,13,2,0,1,0
238,1,MG Johnson,4.0,0,43,1,10.75,8,8,0,0,1
239,2,AR Patel,4.0,0,41,1,10.25,4,2,3,0,0
240,3,MM Sharma,4.0,0,38,3,9.5,7,5,0,2,0
241,4,GJ Maxwell,1.0,0,11,0,11.0,1,0,1,0,0
242,5,P Sahu,3.0,0,35,0,11.66,1,1,3,0,0
243,0,TG Southee,4.0,0,28,2,7.0,11,1,2,0,0
244,1,MJ McClenaghan,4.0,0,32,2,8.0,7,3,0,2,1
245,2,JJ Bumrah,4.0,0,26,3,6.5,7,0,1,0,0
246,3,KH Pandya,2.0,0,20,0,10.0,2,2,0,0,0
247,4,Harbhajan Singh,4.0,0,31,0,7.75,8,3,1,0,0
248,5,KA Pollard,2.0,0,25,0,12.5,0,2,1,0,0
249,0,AB Dinda,4.0,1,23,3,5.75,16,2,1,2,0
250,1,MR Marsh,4.0,0,14,2,3.5,15,1,0,0,0
251,2,NLTC Perera,4.0,0,32,1,8.0,8,2,1,0,0
252,3,R Ashwin,4.0,0,14,1,3.5,12,0,0,0,0
253,4,R Bhatia,3.0,0,24,0,8.0,4,1,1,1,0
254,5,M Ashwin,1.0,0,6,0,6.0,1,0,0,0,0
255,0,B Kumar,3.0,1,17,1,5.66,10,1,0,1,0
256,1,A Nehra,3.0,0,21,1,7.0,12,3,0,4,0
257,2,Mustafizur Rahman,2.0,0,21,0,10.5,6,4,0,2,0
258,3,Bipul Sharma,1.0,0,17,0,17.0,0,2,1,0,0
259,4,MC Henriques,2.0,0,16,1,8.0,5,1,1,0,0
260,0,Z Khan,4.0,0,48,0,12.0,6,5,2,0,0
261,1,S Nadeem,4.0,0,32,0,8.0,8,2,2,0,0
262,2,CH Morris,4.0,0,35,2,8.75,7,3,1,1,0
263,3,A Mishra,3.0,0,27,0,9.0,5,3,1,0,0
264,4,Imran Tahir,4.0,0,24,3,6.0,9,1,1,0,0
265,5,JP Duminy,1.0,0,4,1,4.0,2,0,0,0,0
266,0,P Kumar,4.0,0,13,0,3.25,13,0,0,0,0
267,1,DS Kulkarni,4.0,1,19,3,4.75,14,3,0,0,0
268,2,DJ Bravo,4.0,0,40,1,10.0,7,4,1,1,0
269,3,SK Raina,2.0,0,17,0,8.5,2,2,0,0,0
270,4,DR Smith,2.0,0,26,0,13.0,1,0,3,0,0
271,5,JP Faulkner,2.0,0,23,1,11.5,3,1,2,0,0
272,6,RA Jadeja,1.0,0,14,0,14.0,0,1,1,0,0
273,7,PV Tambe,1.0,0,17,0,17.0,1,0,2,0,0
274,0,TG Southee,4.0,0,38,2,9.5,7,5,0,0,0
275,1,MJ McClenaghan,4.0,0,33,1,8.25,7,4,0,0,0
276,2,JJ Bumrah,4.0,0,34,0,8.5,9,3,1,0,0
277,3,Harbhajan Singh,4.0,0,32,1,8.0,4,2,1,0,0
278,4,HH Pandya,2.0,0,15,1,7.5,3,2,0,0,0
279,5,KH Pandya,2.0,0,21,0,10.5,1,1,1,0,0
280,0,JD Unadkat,3.0,0,49,0,16.33,5,3,5,1,0
281,1,UT Yadav,2.0,0,19,1,9.5,4,3,0,2,0
282,2,Shakib Al Hasan,4.0,0,30,1,7.5,9,3,1,0,0
283,3,SP Narine,4.0,0,22,2,5.5,11,3,0,0,0
284,4,R Sathish,2.0,0,30,0,15.0,3,1,3,2,0
285,5,AD Russell,3.0,0,28,0,9.33,5,5,0,0,0
286,0,P Kumar,4.0,0,37,0,9.25,8,6,0,0,0
287,1,DS Kulkarni,3.0,0,25,0,8.33,4,3,0,1,0
288,2,RA Jadeja,4.0,0,37,0,9.25,7,0,3,2,0
289,3,S Kaushik,3.0,0,32,0,10.66,5,2,2,0,1
290,4,JP Faulkner,2.0,0,22,0,11.0,0,1,1,0,0
291,5,DJ Bravo,4.0,0,40,1,10.0,4,3,1,1,0
292,0,JA Morkel,2.0,0,30,0,15.0,4,4,1,2,0
293,1,AB Dinda,4.0,0,40,2,10.0,8,5,0,3,0
294,2,NLTC Perera,4.0,0,41,2,10.25,5,6,0,1,0
295,3,R Ashwin,4.0,0,37,0,9.25,4,5,0,1,0
296,4,R Bhatia,3.0,0,26,1,8.66,3,1,1,0,0
297,5,M Ashwin,3.0,0,22,0,7.33,6,1,1,0,0
298,0,AD Russell,4.0,0,26,3,6.5,12,2,1,0,0
299,1,JO Holder,4.0,0,35,0,8.75,9,4,1,1,0
300,2,SP Narine,3.0,0,22,1,7.33,9,4,0,1,0
301,3,UT Yadav,3.0,0,33,3,11.0,7,4,2,0,0
302,4,GB Hogg,4.0,0,39,0,9.75,1,0,2,0,0
303,5,PP Chawla,2.0,0,24,0,12.0,1,3,0,0,1
304,0,Z Khan,3.3,0,21,3,6.0,9,2,0,1,0
305,1,Mohammed Shami,4.0,0,33,0,8.25,7,3,1,1,0
306,2,CH Morris,3.0,0,19,1,6.33,5,1,0,0,0
307,3,CR Brathwaite,4.0,0,47,3,11.75,3,4,1,0,2
308,4,A Mishra,4.0,0,36,1,9.0,10,3,2,2,0
309,0,KW Richardson,4.0,0,45,2,11.25,10,3,4,0,0
310,1,SR Watson,4.0,0,33,1,8.25,5,4,0,1,0
311,2,Parvez Rasool,4.0,0,33,0,8.25,6,3,1,0,0
312,3,VR Aaron,3.0,0,27,0,9.0,6,4,0,1,0
313,4,HV Patel,1.0,0,16,0,16.0,4,2,1,1,1
314,5,T Shamsi,4.0,0,39,1,9.75,6,3,2,0,0
315,0,A Nehra,4.0,0,32,1,8.0,5,2,1,0,0
316,1,B Kumar,4.0,0,36,1,9.0,6,5,0,1,0
317,2,Mustafizur Rahman,4.0,0,34,1,8.5,8,1,2,0,0
318,3,BB Sran,4.0,0,36,1,9.0,7,3,1,1,0
319,4,MC Henriques,4.0,0,40,1,10.0,5,3,2,0,0
320,0,P Kumar,2.5,0,25,2,8.82,7,4,0,0,0
321,1,DS Kulkarni,4.0,0,28,1,7.0,9,2,0,0,0
322,2,RA Jadeja,3.0,0,28,1,9.33,6,2,1,2,0
323,3,S Kaushik,4.0,0,20,3,5.0,10,1,0,1,0
324,4,DJ Bravo,4.0,0,33,2,8.25,6,4,0,0,0
325,5,JP Faulkner,2.0,0,19,0,9.5,1,2,0,0,0
326,0,Sandeep Sharma,4.0,0,31,1,7.75,11,3,1,1,0
327,1,MM Sharma,4.0,0,32,3,8.0,7,2,1,0,0
328,2,MP Stoinis,4.0,0,23,0,5.75,10,3,0,0,0
329,3,AR Patel,4.0,0,21,4,5.25,12,2,0,1,0
330,4,KC Cariappa,3.0,0,15,0,5.0,7,1,0,0,0
331,5,Gurkeerat Singh,1.0,0,8,0,8.0,2,0,0,1,0
332,0,TG Southee,4.0,0,35,0,8.75,7,4,0,1,0
333,1,MJ McClenaghan,4.0,0,27,1,6.75,12,2,1,1,0
334,2,KH Pandya,2.0,0,28,0,14.0,4,1,3,1,0
335,3,JJ Bumrah,4.0,0,29,3,7.25,10,2,1,0,0
336,4,HH Pandya,2.0,0,14,0,7.0,5,0,1,2,0
337,5,Harbhajan Singh,4.0,0,25,1,6.25,5,1,0,2,0
338,0,NLTC Perera,4.0,0,35,0,8.75,8,4,1,0,0
339,1,AB Dinda,3.0,0,33,1,11.0,8,7,0,1,0
340,2,SM Boland,3.0,0,23,0,7.66,7,3,0,1,0
341,3,R Bhatia,3.0,0,20,0,6.66,4,0,1,0,0
342,4,R Ashwin,3.0,0,21,1,7.0,6,1,1,0,0
343,5,M Ashwin,2.3,0,25,0,10.0,3,0,2,0,0
344,0,AD Russell,4.0,0,24,1,6.0,11,3,0,1,0
345,1,M Morkel,4.0,0,28,2,7.0,8,1,1,0,0
346,2,SP Narine,4.0,0,45,0,11.25,7,6,2,0,0
347,3,UT Yadav,4.0,0,56,1,14.0,5,6,3,1,2
348,4,PP Chawla,4.0,0,32,2,8.0,6,2,1,0,0
349,0,STR Binny,2.0,0,17,1,8.5,4,1,1,0,0
350,1,S Aravind,2.1,0,16,1,7.38,6,1,0,3,0
351,2,SR Watson,3.0,0,38,1,12.66,2,5,1,0,0
352,3,YS Chahal,4.0,0,27,2,6.75,10,0,1,2,0
353,4,VR Aaron,4.0,0,34,0,8.5,9,1,2,4,0
354,5,T Shamsi,4.0,0,51,0,12.75,6,4,4,0,0
355,0,S Nadeem,3.0,0,23,2,7.66,7,3,0,1,0
356,1,CH Morris,4.0,0,32,1,8.0,9,4,0,1,0
357,2,Z Khan,4.0,0,27,1,6.75,12,3,0,1,0
358,3,Mohammed Shami,4.0,0,31,1,7.75,10,2,2,0,0
359,4,A Mishra,3.0,0,19,1,6.33,4,1,0,0,0
360,5,JP Duminy,2.0,0,14,0,7.0,4,1,0,0,0
361,0,P Kumar,2.0,0,20,0,10.0,4,2,1,1,0
362,1,DS Kulkarni,2.0,0,24,0,12.0,4,5,0,0,0
363,2,SK Raina,4.0,0,34,0,8.5,7,3,1,0,0
364,3,S Kaushik,4.0,0,29,1,7.25,9,4,0,0,0
365,4,DR Smith,2.0,0,12,0,6.0,4,1,0,0,0
366,5,JP Faulkner,1.0,0,9,0,9.0,2,0,1,0,0
367,6,RA Jadeja,2.2,0,21,1,9.0,3,1,1,0,1
368,0,Sandeep Sharma,4.0,0,25,0,6.25,9,2,0,3,0
369,1,MM Sharma,4.0,0,39,0,9.75,4,3,2,0,0
370,2,MP Stoinis,3.0,0,26,0,8.66,4,4,0,0,0
371,3,AR Patel,4.0,0,24,0,6.0,9,0,1,0,0
372,4,Swapnil Singh,3.0,0,29,0,9.66,3,1,2,0,0
373,5,Gurkeerat Singh,1.0,0,8,0,8.0,1,1,0,0,0
374,6,GJ Maxwell,1.0,0,11,0,11.0,1,2,0,0,0
375,0,AD Russell,4.0,0,20,4,5.0,15,0,2,1,0
376,1,M Morkel,4.0,0,27,1,6.75,12,4,0,1,0
377,2,UT Yadav,3.0,0,26,0,8.66,6,3,0,1,0
378,3,Shakib Al Hasan,3.0,0,21,0,7.0,6,1,1,0,0
379,4,PP Chawla,4.0,0,27,2,6.75,11,2,1,1,0
380,5,GB Hogg,2.0,0,28,0,14.0,1,2,2,0,0
381,0,AB Dinda,4.0,0,34,1,8.5,12,4,1,1,1
382,1,NLTC Perera,1.0,0,9,0,9.0,3,2,0,0,0
383,2,SM Boland,4.0,0,31,2,7.75,8,3,1,0,0
384,3,R Ashwin,4.0,0,34,0,8.5,4,0,2,3,0
385,4,R Bhatia,4.0,0,22,2,5.5,6,0,0,2,0
386,5,M Ashwin,3.0,0,31,0,10.33,6,2,2,0,0
387,0,J Yadav,4.0,0,25,0,6.25,8,1,1,0,0
388,1,CR Brathwaite,2.0,0,17,0,8.5,2,2,0,0,0
389,2,Mohammed Shami,3.1,0,50,0,15.78,2,6,1,1,1
390,3,A Mishra,4.0,0,28,1,7.0,8,1,1,1,2
391,4,JP Duminy,1.0,0,9,0,9.0,0,1,0,0,0
392,5,Imran Tahir,4.0,0,26,2,6.5,10,0,2,1,0
