,Unnamed: 0,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
300,4,A Kumble,3.2,0,36,0,10.8,7,5,1,2,0
301,0,DP Vijaykumar,3.0,0,17,1,5.66,12,3,0,0,0
302,1,RP Singh,3.0,0,12,2,4.0,11,1,0,2,0
303,2,SB Styris,3.0,0,24,1,8.0,8,1,2,1,0
304,3,Shahid Afridi,3.0,0,27,1,9.0,6,5,0,0,0
305,4,SB Bangar,4.0,0,36,1,9.0,9,2,2,0,0
306,5,PP Ojha,4.0,0,22,1,5.5,10,0,1,1,0
307,0,M Ntini,4.0,0,37,0,9.25,10,2,3,0,0
308,1,MS Gony,3.0,0,15,1,5.0,9,2,0,0,0
309,2,JA Morkel,4.0,0,26,1,6.5,13,3,1,1,0
310,3,Joginder Sharma,3.0,0,45,0,15.0,7,5,3,0,2
311,4,M Muralitharan,4.0,0,24,1,6.0,12,3,0,1,0
312,0,SM Pollock,3.0,0,19,1,6.33,7,2,0,0,0
313,1,A Nehra,3.0,0,13,3,4.33,12,2,0,0,0
314,2,DS Kulkarni,3.0,0,21,2,7.0,10,1,2,0,0
315,3,DJ Bravo,2.2,0,12,2,5.14,8,0,0,4,0
316,4,ST Jayasuriya,2.0,0,17,0,8.5,2,2,0,0,0
317,5,RR Raje,3.0,0,19,2,6.33,6,2,0,1,0
318,0,Sohail Tanvir,3.1,0,13,0,4.1,13,1,0,4,0
319,1,MM Patel,3.0,0,21,0,7.0,9,0,1,1,0
320,2,SK Trivedi,3.0,0,23,0,7.66,9,1,2,0,0
321,3,SR Watson,4.0,0,26,2,6.5,10,3,0,1,0
322,4,SK Warne,2.0,0,19,1,9.5,5,2,0,2,0
323,0,MS Gony,4.0,0,36,1,9.0,6,3,1,1,0
324,1,JA Morkel,4.0,0,35,2,8.75,7,5,0,0,2
325,2,M Muralitharan,4.0,0,25,0,6.25,9,2,0,3,0
326,3,P Amarnath,3.0,0,35,0,11.66,4,5,1,0,0
327,4,L Balaji,4.0,0,35,2,8.75,6,4,1,0,0
328,5,CK Kapugedera,1.0,0,15,0,15.0,0,3,0,0,0
329,0,GD McGrath,4.0,0,23,0,5.75,9,2,0,0,0
330,1,Mohammad Asif,4.0,0,33,1,8.25,7,4,0,0,0
331,2,VY Mahesh,4.0,0,40,2,10.0,8,5,1,1,0
332,3,PJ Sangwan,4.0,0,29,2,7.25,9,4,0,1,0
333,4,Shoaib Malik,2.0,0,28,0,14.0,2,3,1,3,0
334,5,V Sehwag,2.0,0,30,0,15.0,3,2,3,0,0
335,0,DW Steyn,4.0,0,27,3,6.75,11,4,0,1,0
336,1,Z Khan,3.0,0,27,1,9.0,7,3,0,1,0
337,2,P Kumar,3.0,0,36,1,12.0,7,3,3,0,0
338,3,R Vinay Kumar,3.0,0,15,0,5.0,8,1,0,0,0
339,4,A Kumble,3.0,0,21,0,7.0,10,1,2,0,0
340,0,AB Dinda,3.0,0,20,0,6.66,8,3,0,1,0
341,1,I Sharma,4.0,0,25,1,6.25,10,3,0,0,0
342,2,Umar Gul,3.0,0,30,0,10.0,7,5,0,1,1
343,3,SC Ganguly,3.0,0,7,1,2.33,11,0,0,0,0
344,4,M Kartik,2.0,0,24,0,12.0,3,3,1,0,0
345,5,LR Shukla,1.0,0,15,0,15.0,0,1,1,0,0
346,0,Sohail Tanvir,4.0,0,39,0,9.75,12,7,1,1,0
347,1,SR Watson,3.0,0,22,1,7.33,8,2,1,0,1
348,2,MM Patel,4.0,0,28,1,7.0,9,4,0,0,0
349,3,SK Warne,4.0,0,20,2,5.0,9,1,0,0,0
350,4,YK Pathan,2.0,0,19,1,9.5,2,1,1,0,0
351,5,SK Trivedi,3.0,0,8,1,2.66,11,0,0,0,0
352,0,DP Vijaykumar,1.0,0,10,0,10.0,2,2,0,0,0
353,1,RP Singh,4.0,0,24,1,6.0,13,3,0,1,0
354,2,SB Styris,2.0,0,14,0,7.0,5,0,1,1,0
355,3,PP Ojha,4.0,0,47,1,11.75,6,5,1,2,0
356,4,Shahid Afridi,2.0,0,10,0,5.0,6,1,0,0,0
357,5,SB Bangar,2.0,0,20,0,10.0,2,3,0,0,0
358,6,Y Venugopal Rao,1.0,0,15,0,15.0,0,2,0,1,0
359,0,S Sreesanth,4.0,0,29,2,7.25,11,4,0,3,0
360,1,IK Pathan,4.0,0,33,0,8.25,9,1,2,3,0
361,2,VRV Singh,4.0,0,35,1,8.75,10,3,1,1,1
362,3,PP Chawla,3.0,0,36,1,12.0,5,2,3,1,0
363,4,JR Hopes,4.0,0,36,0,9.0,8,3,1,2,0
364,5,Yuvraj Singh,1.0,0,8,0,8.0,1,1,0,0,0
365,0,MS Gony,4.0,0,38,1,9.5,11,3,3,0,0
366,1,JA Morkel,4.0,0,25,1,6.25,10,1,1,0,0
367,2,P Amarnath,3.0,0,35,1,11.66,4,3,2,0,0
368,3,CK Kapugedera,1.0,0,8,0,8.0,0,0,0,0,0
369,4,M Muralitharan,4.0,0,32,1,8.0,9,1,2,1,0
370,5,L Balaji,4.0,0,24,5,6.0,13,0,2,1,0
371,0,WPUJC Vaas,3.0,0,36,1,12.0,5,4,2,0,0
372,1,DP Vijaykumar,3.0,0,21,1,7.0,8,2,0,0,1
373,2,SB Styris,3.0,0,28,0,9.33,9,3,2,0,0
374,3,RP Singh,4.0,0,59,1,14.75,5,7,2,1,0
375,4,Y Venugopal Rao,4.0,0,24,0,6.0,10,2,0,1,0
376,5,SB Bangar,1.0,0,10,0,10.0,2,2,0,0,0
377,6,PP Ojha,2.0,0,25,0,12.5,4,2,2,1,0
378,0,AB Dinda,4.0,0,33,3,8.25,12,6,0,1,0
379,1,I Sharma,3.0,0,27,0,9.0,8,4,1,0,0
380,2,Umar Gul,4.0,0,43,1,10.75,9,3,2,3,3
381,3,SC Ganguly,4.0,0,25,2,6.25,11,0,2,0,0
382,4,M Kartik,3.0,0,29,0,9.66,8,1,3,0,0
383,5,LR Shukla,2.0,0,16,1,8.0,5,2,0,0,1
384,0,AD Mascarenhas,4.0,0,29,2,7.25,10,3,0,1,0
385,1,SR Watson,4.0,0,21,2,5.25,13,3,0,0,0
386,2,MM Patel,4.0,0,24,0,6.0,9,2,0,1,0
387,3,SK Trivedi,4.0,0,28,2,7.0,9,1,1,1,0
388,4,SK Warne,4.0,0,47,0,11.75,6,1,4,0,0
389,0,GD McGrath,4.0,0,12,0,3.0,16,1,0,1,0
390,1,MF Maharoof,4.0,0,22,1,5.5,15,3,0,2,0
391,2,PJ Sangwan,4.0,0,33,0,8.25,6,2,1,0,0
392,3,VY Mahesh,2.1,0,35,0,16.15,5,4,2,0,2
